paraphrases,sentences,ptypes,axes,scores
Can you clearly explain how 'Population' is distributed in relation to 'Mobility' on a logarithmic scale?,What is the distribution of 'Population' with respect to 'Mobility' in a logarithmic scale?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"Construct a rectangular graphical representation with 'Department' as the independent variable and 'County' as the dependent variable, differentiated by the quantity of records through color-coding. Generate a bar graph with 'Department' as the independent variable and the aggregate of 'Building Area' as the dependent variable on the y-axis.","Create a rectangular chart with 'Department' on the x-axis and 'County' on the y-axis, color-coded by the count of records. Create a bar chart with 'Department' on the x-axis and the sum of 'Building Area' on the y-axis.",commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"The chart is rectangular in shape, with the 'Department' represented on the x-axis and the 'County' on the y-axis. The color differentiation is based on the count of records. There is also a bar chart where the 'Department' is on the x-axis and the sum of the 'Building Area' is on the y-axis.","Rectangular chart, 'Department' x-axis, 'County' y-axis, color by count of records Bar chart, 'Department' x-axis, sum of 'Building Area' y-axis",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
"Could you provide the data on the distribution of records across various departments and counties? Additionally, could you also provide the information on the total building area allocated to each department?",What is the distribution of records across departments and counties? What is the total building area for each department?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
"The task is to generate a scatter plot where '1 - HDI' is represented on the x-axis and 'ODA (millions US$)' on the y-axis. Additionally, a line chart is to be created with '1 - HDI' on the x-axis and 'y2' on the y-axis.",Create a scatter plot with '1 - HDI' on the x-axis and 'ODA (millions US$)' on the y-axis. Create a line chart with '1 - HDI' on the x-axis and 'y2' on the y-axis.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
"The scatter plot has '1 - HDI' on the x-axis and 'ODA (millions US$)' on the y-axis. The line chart also has '1 - HDI' on the x-axis, but 'y2' on the y-axis.","Scatter plot, '1 - HDI' x-axis, 'ODA (millions US$)' y-axis Line chart, '1 - HDI' x-axis, 'y2' y-axis",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
"Can you explain how '1 - HDI' and 'ODA (millions US$)' are connected in the scatter plot? Also, how does 'y2' change in relation to '1 - HDI' in the line chart?",What is the relationship between '1 - HDI' and 'ODA (millions US$)' in the scatter plot? What is the trend of 'y2' with respect to '1 - HDI' in the line chart?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"You know, it would be interesting to see a chart with 'Alpha' and 'Beta' as the axes. And maybe we could use 'Log-likelihood' to give some depth and color to the points. What do you think?","Create a point chart with 'Alpha' on the x-axis, 'Beta' on the y-axis, and 'Log-likelihood' for the size and color of the points.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
The chart is organized with 'Alpha' on the x-axis and 'Beta' on the y-axis. The size and color of the points on the chart represent 'Log-likelihood'.,"Point chart, 'Alpha' x-axis, 'Beta' y-axis, 'Log-likelihood' size and color",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
Can you explain in a clear and direct manner how the 'Log-likelihood' changes in relation to 'Alpha' and 'Beta' on the point chart?,How does the 'Log-likelihood' vary with 'Alpha' and 'Beta' in the point chart?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"Please construct a line graph with 'Year' represented on the x-axis and 'Share of population aged 65+' on the y-axis, utilizing 'Country' to differentiate the lines by color.","Create a line chart with 'Year' on the x-axis and 'Share of population aged 65+' on the y-axis, using 'Country' to color the lines.",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"Graph showing the percentage of folks over 65 each year, and it's color-coded by country.",Line chart of 'Year' vs 'Share of population aged 65+' colored by 'Country',queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
What do you think the line chart of 'Year' against 'Share of population aged 65+' colored by 'Country' is trying to tell us?,What does the line chart of 'Year' against 'Share of population aged 65+' colored by 'Country' show?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"I think you should make an area chart where 'Year' is on the x-axis, 'total' is on the y-axis, and different colors represent different 'Countries'.","Create an area chart with 'Year' on the x-axis, 'total' on the y-axis, and 'Country' represented by color.",commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"The area chart represents the 'total' categorized by 'Year', with different countries being distinguished by various colors.","Area chart of 'total' by 'Year', color representation of 'Country'",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
What is the variation in the 'total' over the years for each country as depicted in the area chart?,How does the 'total' change over the years for each country in the area chart?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
Make a bar graph with the database system on the up-down line and the rate of responses on the left-right line.,Create a bar chart with DBMS on the y-axis and Response Rate on the x-axis.,commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
"Database management system, with a response rate ranging from nothing to a hundred.","DBMS, Response Rate from 0 to 100",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
What's the reply speed for each database system?,What is the response rate for each DBMS?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
"Please make a bar chart. On the vertical axis, or y-axis, list the countries. On the horizontal axis, or x-axis, show the differences that correspond to each country. Arrange these differences from highest to lowest. Also, use different colors to represent different types.","Create a bar chart with countries on the y-axis and their corresponding differences on the x-axis, sorted in descending order, and color-coded by type.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
"The bar chart has countries listed on the vertical axis and differences on the horizontal axis. The bars are arranged in descending order based on the average of the differences, and different types are indicated by different colors.","Bar chart, Country on y-axis, diff on x-axis, descending order by mean of diff, type for color",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
What does the bar chart show about the differences between countries when we arrange them from highest to lowest and color-code them by type?,What does the bar chart reveal about the differences among countries when sorted in descending order and color-coded by type?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"Could you make a bar chart? Use 'year' for the horizontal axis and 'net sales(million yen)' for the vertical one. Also, we need a line chart. The 'Gross/Operating profit ratio' should be the vertical axis. And another line chart, this time with 'Operating profit ratio' on the vertical axis.",Create a bar chart with 'year' on the x-axis and 'net sales(million yen)' on the y-axis. Create a line chart with 'Gross/Operating profit ratio' on the y-axis. Create a line chart with 'Operating profit ratio' on the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"""The term 'year' is compared with 'net sales' which is measured in millions of yen. We also discuss the 'Gross/Operating profit ratio' and the 'Operating profit ratio'.""",'year' vs 'net sales(million yen)' 'Gross/Operating profit ratio' 'Operating profit ratio',queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
How have our sales been doing over time? Are we making more money compared to our expenses? Is our profit after paying for our day-to-day operations going up or down?,How have the net sales changed over the years? What is the trend of the Gross/Operating profit ratio? What is the trend of the Operating profit ratio?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"You know, it would be interesting to see a visual representation of population density this year. Maybe something like a geoshape chart, with different colors showing the density. We could use a scale that reflects the numbers accurately and perhaps a warm color scheme, like magma.",Create a geoshape chart with colors encoded by the 'Population Density in 2021' field using a quantitative scale and a magma color scheme.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
The geoshape chart uses color to represent the population density in 2021. The colors are based on a quantitative scale and follow a magma color scheme.,"Geoshape chart, color encoded by 'Population Density in 2021', quantitative scale, magma color scheme",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"What do you think of the geoshape chart with the color showing the population density for this year, using a scale and a warm color scheme?",How does the geoshape chart look when the color is encoded by the 'Population Density in 2021' field using a quantitative scale and a magma color scheme?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"I think you should make a bar chart, and you know, put 'Year' on the x-axis and 'Percentage difference in median earnings' on the y-axis. And don't stack the bars, I don't like it when they're stacked.",Create a bar chart with 'Year' on the x-axis and 'Percentage difference in median earnings' on the y-axis without stacking the bars.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"The graph is a bar chart with the years represented on the x-axis and the percentage variance in median income displayed on the y-axis, without any bar stacking.","Bar chart, Year on x-axis, Percentage difference in median earnings on y-axis, no bar stacking",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
What does the bar graph show about the yearly change in average earnings?,What does the bar chart reveal about the yearly percentage difference in median earnings?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
Make a donut-shaped chart using 'issueAmount' for the circular part and 'giltType' for the different colors.,Create a donut chart with 'issueAmount' on the theta channel and 'giltType' on the color channel.,commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
Assign 'issueAmount' to the theta channel and 'giltType' to the color channel in the donut chart.,"'issueAmount' to theta channel, 'giltType' to color channel, donut chart",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
Can you interpret the data from the donut chart regarding the 'issueAmount' and 'giltType'?,What does the donut chart reveal about the 'issueAmount' and 'giltType'?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
"Construct a graphical representation in the form of a point chart, designating 'Employees' as the variable for the x-axis and 'value' as the variable for the y-axis.",Create a point chart with 'Employees' on the x-axis and 'value' on the y-axis.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
The graph displays 'Employees' on the x-axis and 'value' on the y-axis.,"Point chart, 'Employees' x-axis, 'value' y-axis",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
Can you whip up a chart with 'Employees' on the side-to-side line and 'value' on the up-and-down line?,Can you create a point chart with 'Employees' on the x-axis and 'value' on the y-axis?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"Make a bar graph where 'Period' is on the horizontal line, the average of 'Value' is on the vertical line, divided by 'Industry', and use different colors for each 'Metric Clean'.","Create a bar chart with 'Period' on the x-axis, the mean of 'Value' on the y-axis, faceted by 'Industry', and color-coded by 'Metric Clean'.",commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"You know, it's like when you're looking at a bar chart, right? And you're focusing on a specific period, taking into account the average value. Then you're breaking it down by industry, using different shades of 'Metric Clean' to differentiate.","Bar chart, 'Period', mean of 'Value', facet by 'Industry', 'Metric Clean' to color",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"In my opinion, it's really interesting to see how the average values of various measurements can change over time for different sectors, don't you think?",How does the mean value of different metrics vary over periods for different industries?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
"Make a bar graph with ""Date"" at the bottom, ""Value"" going up the side, and color the bars with the ""series"" thing.","Create a bar chart with ""Date"" on the x-axis, ""Value"" on the y-axis, and color the bars using the ""series"" field.",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"The bar chart displays the ""Value"" according to the ""Date"", with different ""series"" represented by different colors.","Bar chart of ""Value"" by ""Date"", color by ""series""",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
How does the worth change over time when shown in different colors on a bar graph?,"How does the ""Value"" vary by ""Date"" when colored by ""series"" in a bar chart?",questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"Please make a point chart. For the x-axis, use the ""date4"" field. For the y-axis, use the ""Price changes"" field. The size of the points should be determined by the ""Price changes"" field. Use the ""paintbrush"" selection condition for this task.","Create a point chart with ""date4"" on the x-axis and ""Price changes"" on the y-axis, and size the points based on the ""Price changes"" field with the ""paintbrush"" selection condition.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
The chart displays the relationship between the date and the price changes. The size of each point on the chart corresponds to the magnitude of the price changes. You can select specific points using the paintbrush tool.,"Point chart of ""date4"" vs ""Price changes"", size by ""Price changes"" with ""paintbrush"" selection",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"Can you show me how the ""Price changes"" fluctuate on the ""date4"" in the point chart where the size is determined by the ""Price changes"" field? This should be based on the selection condition of the ""paintbrush"".","How does the ""Price changes"" vary over the ""date4"" in the point chart with size determined by the ""Price changes"" field based on the ""paintbrush"" selection condition?",questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"Make a scatter plot with ""Prices cut"" on the horizontal axis and ""Prices rising"" on the vertical axis, where the size is decided by ""Price (median)"" and the color is determined by ""Item type"".","Create a scatter plot with ""Prices cut"" on the x-axis and ""Prices rising"" on the y-axis, size determined by ""Price (median)"" and color by ""Item type"".",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"A doodle showing how ""Prices cut"" and ""Prices rising"" compare, with the size showing the middle price and the color showing what kind of item it is.","Scatter plot of ""Prices cut"" vs ""Prices rising"", size by ""Price (median)"", color by ""Item type""",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Can you explain in a clear and direct manner how the median price and the type of item influence the correlation between the reduction in prices and the increase in prices?,"How does the ""Price (median)"" and ""Item type"" affect the relationship between ""Prices cut"" and ""Prices rising""?",questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
"Please construct a line graph with the variable 'Date' represented on the x-axis and 'Volume' on the y-axis. Subsequently, create another line graph with 'Price' as the variable on the y-axis.",Create a line chart with 'Date' on the x-axis and 'Volume' on the y-axis. Create a line chart with 'Price' on the y-axis.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
The line chart displays 'Volume' according to 'Date' and another line chart shows 'Price'.,Line chart of 'Volume' by 'Date' Line chart of 'Price',queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
How does the 'Volume' fluctuate over the specified 'Date' range? How does the 'Price' exhibit variations?,How does the 'Volume' change over 'Date'? How does the 'Price' change?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
Please construct a bar graph with 'Entity' represented on the vertical axis and 'food_emissions' on the horizontal axis.,Create a bar chart with 'Entity' on the y-axis and 'food_emissions' on the x-axis.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"Could you please arrange the 'Entity' by 'food_emissions', starting with the highest?","'Entity', 'food_emissions', order by 'food_emissions' descending",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
Could you elucidate on the dispersion of food emissions amongst various entities?,What is the distribution of food emissions across different entities?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
"Make several line charts. Each one should have 'Year' as the x-axis. For the y-axis, use 'All', 'Heroin', 'Methadone', 'Benzodiazepines', 'Gabapentin/Pregabalin', 'Cocaine', 'Ecstasy', 'Amphetamines', and 'Alcohol' respectively for each chart.",Create a line chart with 'Year' on x-axis and 'All' on y-axis. Create a line chart with 'Year' on x-axis and 'Heroin' on y-axis. Create a line chart with 'Year' on x-axis and 'Methadone' on y-axis. Create a line chart with 'Year' on x-axis and 'Benzodiazepines' on y-axis. Create a line chart with 'Year' on x-axis and 'Gabapentin/Pregabalin' on y-axis. Create a line chart with 'Year' on x-axis and 'Cocaine' on y-axis. Create a line chart with 'Year' on x-axis and 'Ectasy' on y-axis. Create a line chart with 'Year' on x-axis and 'Amphetamines' on y-axis. Create a line chart with 'Year' on x-axis and 'Alcohol' on y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"This is a list of line charts for each year, showing different substances like heroin, methadone, benzodiazepines, gabapentin/pregabalin, cocaine, ecstasy, amphetamines, and alcohol.","Line chart, Year, All Line chart, Year, Heroin Line chart, Year, Methadone Line chart, Year, Benzodiazepines Line chart, Year, Gabapentin/Pregabalin Line chart, Year, Cocaine Line chart, Year, Ectasy Line chart, Year, Amphetamines Line chart, Year, Alcohol",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
"Could you give me a general idea of how 'All' has been trending over time? And what about 'Heroin'? How about 'Methadone'? And 'Benzodiazepines'? What's the story with 'Gabapentin/Pregabalin'? And 'Cocaine'? What's happening with 'Ecstasy'? And 'Amphetamines'? And lastly, 'Alcohol'?",What is the trend of 'All' over the years? What is the trend of 'Heroin' over the years? What is the trend of 'Methadone' over the years? What is the trend of 'Benzodiazepines' over the years? What is the trend of 'Gabapentin/Pregabalin' over the years? What is the trend of 'Cocaine' over the years? What is the trend of 'Ectasy' over the years? What is the trend of 'Amphetamines' over the years? What is the trend of 'Alcohol' over the years?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"You know how we have 'Longitude', 'Latitude', 'Workers', and 'Brand'? Let's have them correspond to longitude, latitude, size, and color respectively. The size should be somewhere between 10 and 100, and the color, let's say between '#c41e3a' and '#005147'.","Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color with a scale range of ['#c41e3a', '#005147']. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"In the 'properties' field, you will find the 'COUNTRY' property. This includes details such as 'Longitude', 'Latitude', 'Workers', 'Brand' and 'Name'. Similarly, you will find the 'COUNTRY' property with the same details. Lastly, the 'Propinsi' property is also in the 'properties' field with 'Longitude', 'Latitude', 'Workers', and 'Brand' details.","'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Name', 'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Propinsi' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand'",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"Can you provide the breakdown of workers according to their brand in each country? Could you also give the breakdown of workers by brand and specific location in each country? And lastly, can you show the breakdown of workers by brand in each province?",What is the distribution of workers by brand in each country? What is the distribution of workers by brand and location name in each country? What is the distribution of workers by brand in each province?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"Make a bar graph that shows the total of 'Migration as % of State Population' for each state, and sort it from lowest to highest.","Create a bar chart showing the sum of 'Migration as % of State Population' for each state, sorted in ascending order.",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
Calculate the total of the 'Migration as a percentage of State Population' for each state and then arrange these totals in ascending order.,"Sum of 'Migration as % of State Population' by State, order ascending",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
What is the aggregate of the 'Migration as a percentage of State Population' for each individual state when arranged in an increasing sequence?,What is the sum of 'Migration as % of State Population' for each state when sorted in ascending order?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"Please make a line chart. On the horizontal axis, or x-axis, put the 'year'. On the vertical axis, or y-axis, put 'GDPpc'.",Create a line chart with 'year' on the x-axis and 'GDPpc' on the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
"""Let's talk about the time period, the per capita income, and the nation we're focusing on.""","'year', 'GDPpc', 'country'",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
How does the average money a person makes in a year change over time in different countries?,How does the GDP per capita change over the years for different countries?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
"Please make a bar chart. The x-axis should be labeled 'Total Wins' and the y-axis should be labeled 'Player Name'. Each bar should be colored according to the 'Player Name'. Then, make a line chart. The x-axis should be labeled 'Year' and the y-axis should be labeled 'Wins'. The line should be colored according to the 'Player Name'.","Create a bar chart with 'Total Wins' on the x-axis and 'Player Name' on the y-axis, color the bars by 'Player Name'. Create a line chart with 'Year' on the x-axis and 'Wins' on the y-axis, color the line by 'Player Name'.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"The 'Total Wins' are associated with the 'Player Name', and the color is also linked to the 'Player Name'. The 'Wins' are categorized by 'Year', with the color again corresponding to the 'Player Name'.","'Total Wins' by 'Player Name', color by 'Player Name' 'Wins' by 'Year', color by 'Player Name'",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
