paraphrases,sentences,ptypes,axes,axes2,scores,scores2
Could you possibly construct a graph where 'Employees' is represented on the horizontal axis and 'value' on the vertical axis?,Can you create a point chart with 'Employees' on the x-axis and 'value' on the y-axis?,questions,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
"You know, it'd be cool if you could whip up a bar chart for us. Have 'Period' along the bottom, the average 'Value' going up the side. Then split it up by 'Industry' and use different colors for each 'Metric Clean'.","Create a bar chart with 'Period' on the x-axis, the mean of 'Value' on the y-axis, faceted by 'Industry', and color-coded by 'Metric Clean'.",commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,3
"In my opinion, the bar chart should represent the average 'Value' over a certain 'Period', differentiated by 'Industry' and color-coded according to 'Metric Clean'.","Bar chart, 'Period', mean of 'Value', facet by 'Industry', 'Metric Clean' to color",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,5
How does the average number change over time for different business sectors?,How does the mean value of different metrics vary over periods for different industries?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,4
"Please construct a bar graph. The horizontal axis should be labeled as ""Date"" and the vertical axis should be labeled as ""Value"". The bars should be colored according to the ""series"" field.","Create a bar chart with ""Date"" on the x-axis, ""Value"" on the y-axis, and color the bars using the ""series"" field.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,4
"The graphical representation, known as a bar chart, displays the ""Value"" according to the ""Date"", with different ""series"" distinguished by various colors.","Bar chart of ""Value"" by ""Date"", color by ""series""",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
"What do you think changes in the ""Value"" over time look like when we color them by ""series"" in a bar chart?","How does the ""Value"" vary by ""Date"" when colored by ""series"" in a bar chart?",questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,1
"Could you possibly construct a diagram, using ""date4"" as the horizontal reference and ""Price changes"" as the vertical one? The magnitude of the points should reflect the ""Price changes"" field. Use the ""paintbrush"" condition for selection, if you would.","Create a point chart with ""date4"" on the x-axis and ""Price changes"" on the y-axis, and size the points based on the ""Price changes"" field with the ""paintbrush"" selection condition.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,1
"The graph displays a comparison between the dates and the fluctuations in price, with the size determined by the changes in price, and a selection tool referred to as a ""paintbrush"".","Point chart of ""date4"" vs ""Price changes"", size by ""Price changes"" with ""paintbrush"" selection",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,1
"How does the fluctuation in price change over a specific date in the chart, where the size is determined by the changes in price, based on the selection made with the paintbrush tool?","How does the ""Price changes"" vary over the ""date4"" in the point chart with size determined by the ""Price changes"" field based on the ""paintbrush"" selection condition?",questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,3
"Please construct a scatter plot. The x-axis should represent the ""Prices cut"" and the y-axis should represent the ""Prices rising"". The size of each point should be determined by the ""Price (median)"" and the color should be determined by the ""Item type"".","Create a scatter plot with ""Prices cut"" on the x-axis and ""Prices rising"" on the y-axis, size determined by ""Price (median)"" and color by ""Item type"".",commands,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,3
"The graph presents a clear comparison between the instances of price reductions and price increases. The size of each point represents the median price, while the different colors indicate different types of items.","Scatter plot of ""Prices cut"" vs ""Prices rising"", size by ""Price (median)"", color by ""Item type""",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,5
What is the impact of the median price and item type on the correlation between price cuts and rising prices?,"How does the ""Price (median)"" and ""Item type"" affect the relationship between ""Prices cut"" and ""Prices rising""?",questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,5
Make a graph where the date is along the bottom and the volume is up the side. Then make another graph where the price is up the side.,Create a line chart with 'Date' on the x-axis and 'Volume' on the y-axis. Create a line chart with 'Price' on the y-axis.,commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,1
The graph shows the 'Volume' over time and there's another one for 'Price'.,Line chart of 'Volume' by 'Date' Line chart of 'Price',queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,2
What's your opinion on how the 'Volume' shifts with the 'Date'? What do you think about the 'Price' fluctuations?,How does the 'Volume' change over 'Date'? How does the 'Price' change?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,2
Could you possibly make a bar chart where 'Entity' is represented on the y-axis and 'food_emissions' on the x-axis?,Create a bar chart with 'Entity' on the y-axis and 'food_emissions' on the x-axis.,commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
"""Sort the 'Entity' by 'food_emissions' in a descending order.""","'Entity', 'food_emissions', order by 'food_emissions' descending",queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,5
What are the facts regarding the spread of food emissions among various groups?,What is the distribution of food emissions across different entities?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,1
"Make a simple graph that shows the years on the bottom and everything on the side. Do the same for heroin, methadone, benzodiazepines, gabapentin/pregabalin, cocaine, ecstasy, amphetamines, and alcohol.",Create a line chart with 'Year' on x-axis and 'All' on y-axis. Create a line chart with 'Year' on x-axis and 'Heroin' on y-axis. Create a line chart with 'Year' on x-axis and 'Methadone' on y-axis. Create a line chart with 'Year' on x-axis and 'Benzodiazepines' on y-axis. Create a line chart with 'Year' on x-axis and 'Gabapentin/Pregabalin' on y-axis. Create a line chart with 'Year' on x-axis and 'Cocaine' on y-axis. Create a line chart with 'Year' on x-axis and 'Ectasy' on y-axis. Create a line chart with 'Year' on x-axis and 'Amphetamines' on y-axis. Create a line chart with 'Year' on x-axis and 'Alcohol' on y-axis.,commands,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,1
"So, we got a line graph for each year, right? One for all substances, one for heroin, one for methadone, one for benzos, one for gabapentin or pregabalin, one for cocaine, one for ecstasy, one for amphetamines, and one for alcohol.","Line chart, Year, All Line chart, Year, Heroin Line chart, Year, Methadone Line chart, Year, Benzodiazepines Line chart, Year, Gabapentin/Pregabalin Line chart, Year, Cocaine Line chart, Year, Ectasy Line chart, Year, Amphetamines Line chart, Year, Alcohol",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,3
"Can you give me a rundown on how 'All', 'Heroin', 'Methadone', 'Benzodiazepines', 'Gabapentin/Pregabalin', 'Cocaine', 'Ecstasy', 'Amphetamines', and 'Alcohol' have been doing over time?",What is the trend of 'All' over the years? What is the trend of 'Heroin' over the years? What is the trend of 'Methadone' over the years? What is the trend of 'Benzodiazepines' over the years? What is the trend of 'Gabapentin/Pregabalin' over the years? What is the trend of 'Cocaine' over the years? What is the trend of 'Ectasy' over the years? What is the trend of 'Amphetamines' over the years? What is the trend of 'Alcohol' over the years?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,3
"Please assign 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range between 10 and 100, and 'Brand' to color. The color scale range should be between '#c41e3a' and '#005147'. Repeat this mapping for 'Longitude', 'Latitude', 'Workers', and 'Brand'.","Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color with a scale range of ['#c41e3a', '#005147']. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,3
"The 'COUNTRY' attribute from the 'properties' field, along with 'Longitude', 'Latitude', 'Workers', 'Brand' and 'Name', and the 'COUNTRY' attribute from the 'properties' field, in addition to 'Longitude', 'Latitude', 'Workers', 'Brand' and the 'Propinsi' attribute from the 'properties' field, inclusive of 'Longitude', 'Latitude', 'Workers', and 'Brand'.","'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Name', 'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Propinsi' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand'",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,4
"Please provide the exact numbers of workers associated with each brand in every country. Additionally, provide the precise numbers of workers associated with each brand and location name in every country. Lastly, provide the exact numbers of workers associated with each brand in every province.",What is the distribution of workers by brand in each country? What is the distribution of workers by brand and location name in each country? What is the distribution of workers by brand in each province?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,5
Make a simple bar graph that displays the total of 'Migration as % of State Population' for every state. Arrange the states in increasing order.,"Create a bar chart showing the sum of 'Migration as % of State Population' for each state, sorted in ascending order.",commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,3
"Calculate the total of the 'Migration as a percentage of State Population' for each state, and then arrange the results in ascending order.","Sum of 'Migration as % of State Population' by State, order ascending",queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,5
"Could you please provide the total percentage of population migration for each state, listed in increasing order?",What is the sum of 'Migration as % of State Population' for each state when sorted in ascending order?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,2
"Construct a linear graph where the abscissa represents the 'year' and the ordinate signifies 'GDPpc'. In my opinion, this will provide a clear visual representation of the data.",Create a line chart with 'year' on the x-axis and 'GDPpc' on the y-axis.,commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,2
"I think the terms 'year', 'GDPpc', and 'country' might be related to some sort of data analysis, but I'm not entirely sure.","'year', 'GDPpc', 'country'",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,1
How does the average income per person change over time in different countries?,How does the GDP per capita change over the years for different countries?,questions,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,5
"Make a bar graph with the number of wins on the bottom and the player's name on the side, and color the bars different for each player. Then make a line graph with the year on the bottom and the wins on the side, and color the line different for each player.","Create a bar chart with 'Total Wins' on the x-axis and 'Player Name' on the y-axis, color the bars by 'Player Name'. Create a line chart with 'Year' on the x-axis and 'Wins' on the y-axis, color the line by 'Player Name'.",commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,1
"The cumulative victories achieved by the specified player, denoted by color, are categorized by the respective year of achievement, with the color coding corresponding to the player's name.","'Total Wins' by 'Player Name', color by 'Player Name' 'Wins' by 'Year', color by 'Player Name'",queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,3
"Can you tell me how the total wins are spread out among the players? And, has there been any change in the number of wins for each player over the years?",What is the distribution of total wins by player? How has the number of wins changed over the years for each player?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,4
"Make a geoshape chart that's color-coded with the 'Exports - goods and services' field, using the viridis color scheme.",Create a geoshape chart color-encoded with the 'Exports - goods and services' field using the viridis color scheme.,commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,4
"So, you know that map chart thingy? We're gonna color it based on 'Exports - goods and services', and we're using that viridis color scheme, you know?","Geoshape chart, color encoding with 'Exports - goods and services', viridis color scheme.",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,1
"In my view, when the 'Exports - goods and services' field is used to color-encode the geoshape chart with the viridis color scheme, it should appear quite clear. However, I would like to hear your thoughts on this.",How does the geoshape chart look when color-encoded with the 'Exports - goods and services' field using the viridis color scheme?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,4
"Make a donut chart, right? Put 'GDP' on the theta channel and 'Regime' on the color channel. I reckon it'll look pretty cool.",Create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel.,commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,1
"Put the 'GDP' on the theta channel of the donut chart, and the 'Regime' on the color channel.","Donut chart, 'GDP' to theta channel, 'Regime' to color channel",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,2
Would you mind making a donut chart? You could possibly put 'GDP' on the theta channel and 'Regime' on the color channel.,Can you create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,3
"You know, it might be a good idea to visualize our data in a bar chart, maybe one that goes downwards? We could possibly use 'Year' as our horizontal reference and 'Gross savings (% of GDP)' as our vertical measure. What do you think?",Create a descending bar chart with 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,1
"The bar graph is arranged with the years on the horizontal axis and the gross savings as a percentage of GDP on the vertical axis, in a descending order.","Bar chart, Year on x-axis, Gross savings (% of GDP) on y-axis, descending order",queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,4
How has the amount of money saved compared to the total economy changed over time?,What is the trend of gross savings as a percentage of GDP over the years?,questions,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,2
Plot the 'WGI Score' on the horizontal axis and the 'Country' on the vertical axis.,Encode 'WGI Score' to the x-axis and 'Country' to the y-axis.,commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,2
"The x-axis shows the WGI Score, while the y-axis represents the Country, just to be clear.","'WGI Score' on x-axis, 'Country' on y-axis",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,1
What is the factual representation of 'WGI Score' and 'Country' on the x and y axes respectively?,How are 'WGI Score' and 'Country' represented on the x and y axes respectively?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,1
Construct a bar graph where the x-axis represents the 'Corporate Tax Rate' and the y-axis signifies the 'Country'.,Create a bar chart with 'Corporate Tax Rate' on the x-axis and 'Country' on the y-axis.,commands,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,3
"In my opinion, the corporate tax rate varies significantly from country to country.",'Corporate Tax Rate' by 'Country',queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,5
Could you provide me with the specific percentage of the corporate income tax levied by each nation?,What is the 'Corporate Tax Rate' for each country?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,4
"Make a graph where the horizontal line represents the column value, the vertical line represents the row value, with a set shape and a constant size of 0.008.","Create a chart with x-axis as column value, y-axis as row value, predefined shape, and fixed size of 0.008.",commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,4
"The x-axis is defined by the column value, the y-axis is determined by the row value, the shape is predetermined, and the size is set at 0.008.","Column value for x-axis, row value for y-axis, predefined shape, fixed size of 0.008",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,5
"Can you describe the graph where the x-axis represents the column value, the y-axis represents the row value, the shape is already determined, and the size is set at 0.008?","What does the chart look like with x-axis as column value, y-axis as row value, predefined shape, and fixed size of 0.008?",questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
