paraphrases,sentences,ptypes,axes,scores
Could you inform me about the maximum corporate tax rate among the nations in the G20?,What is the highest corporate tax rate among the G20 countries?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Which data representation in the graphical chart exhibits the maximum length?,Which bar in the chart is the longest?,lookup-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"In your opinion, which country do you think has the highest corporate tax rate?",Which country has the maximum corporate tax rate?,compositional-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
Can you tell me which line in the picture is the biggest and which place it's about?,Which bar in the chart is the longest and what country does it correspond to?,compositional-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
How's the tax rate for big companies in the country with the highest rate stack up against the other big 20 countries?,How does the corporate tax rate of the country with the highest rate compare to the other G20 countries?,open-ended,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Could you tell me the number of bronze medals that Australia has secured in the Olympic Games?,How many bronze medals has Australia won in the Olympics?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"What is the quantity of medals associated with the color 'rgb(219,165,132)' in the chart?","How many medals are represented by the color 'rgb(219,165,132)' in the chart?",lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
Can you delineate the disparity in the quantity of gold and bronze accolades procured by Australia in the Olympic Games?,What is the difference between the number of gold and bronze medals won by Australia in the Olympics?,compositional-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
"Can you tell me how the points for the colors 'rgb(232,200,93)' and 'rgb(219,165,132)' differ in the chart? I feel like there's a significant difference.","What is the difference in the number of points represented by the colors 'rgb(232,200,93)' and 'rgb(219,165,132)' in the chart?",compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
What could be the reasons for Australia securing more bronze medals than gold or silver in the Olympics?,Why might Australia have won more bronze medals than gold or silver in the Olympics?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
Can you tell me which Premier League team is searched for the most in the United States?,What is the most popular Premier League team in the United States based on search queries?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
"What is the designated hue for the United States on the cartographic representation, and which team from the English Premier League is symbolized by this specific chromatic attribute?","What color is the United States on the map, and which Premier League team does this color represent?",lookup-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
Can you tell me which Premier League team is searched for the most in the highest number of countries?,Which Premier League team is the most popular based on the number of countries where it is the most searched for?,compositional-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"What color pops up the most on the map, and what Premier League team's got that color?","Which color appears most frequently on the map, and which Premier League team does this color represent?",compositional-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
How's the liking for Premier League teams different in various countries based on what they search for?,How does the popularity of Premier League teams vary across different countries based on search queries?,open-ended,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
What percentage of responses indicate comfort with data sharing?,What is the percentage of responses indicating comfortability with data being shared?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Could you possibly tell me about the height of the bar that might be showing how many people are okay with their data being shared?,How high is the bar representing the percentage of responses indicating comfortability with data being shared?,lookup-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
What is the disparity between the proportion of responses indicating a level of ease versus unease regarding the dissemination of data?,What is the difference between the percentage of responses indicating comfortability and discomfort with data being shared?,compositional-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
"How do you feel about the height difference between the bars showing the number of people who are okay with data sharing and those who aren't? It seems quite significant, doesn't it?",What is the difference in height between the bars representing the percentage of responses indicating comfortability and discomfort with data being shared?,compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
How does people's comfort level with sharing data affect the government's choice to keep doing this?,How does the public's comfortability with data being shared impact the government's decision to continue this practice?,open-ended,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"I'm really curious about the number of observations that are in the higher range for both energy consumption change and GDP growth, don't you think it's quite a lot?",How many observations fall within the higher range of both change in energy consumption and GDP growth?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
Can you provide the count of rectangles in the heat map that are located in the upper right quadrant and are either red or goldred in color?,How many rectangles in the heat map are in the upper right quadrant and are colored red or goldred?,lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
What's the percentage of times we see a high increase in both energy use and GDP growth compared to all the times we've looked?,What is the proportion of observations that fall within the higher range of both change in energy consumption and GDP growth compared to the total number of observations?,compositional-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
"Can you tell how many of the rectangles in the top right corner of the heat map are red or goldred, in relation to all the rectangles?",What is the proportion of rectangles in the heat map that are in the upper right quadrant and are colored red or goldred compared to the total number of rectangles?,compositional-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
How does the link between changes in GDP and energy use stack up in different countries?,How does the relationship between change in GDP and energy consumption compare across different countries?,open-ended,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"Could you tell me the maximum percentage of responses that exceed the 7.7 minute standard, and identify the FRV District and station to which it pertains?",What is the highest percentage of responses above the 7.7 minute standard and which FRV District and station does it correspond to?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Can you tell me which FRV District and station you think is represented by the darkest geoshape on the map and the highest positioned circle on the line chart? I'm really curious about your thoughts on this.,Which FRV District and station is represented by the darkest geoshape on the map and the highest positioned circle on the line chart?,lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
In which three-month period did we see the highest average rate of responses that were faster than 7.7 minutes across all fire rescue districts and stations?,Which quarter had the highest average percentage of responses above the 7.7 minute standard across all FRV Districts and stations?,compositional-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
In which quartile does the mean position of the circles on the line graph reach its maximum?,In which quarter are the circles positioned highest on average on the line chart?,compositional-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"What specific actions can the FRV District and station, which have the highest percentage of responses exceeding the 7.7 minute standard, take to reduce their response times?",What strategies could the FRV District and station with the highest percentage of responses above the 7.7 minute standard implement to improve their response times?,open-ended,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
How bad is the hate crime situation against our Asian brothers and sisters?,What is the hate crime level for the Asian ethnic group?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
Can you tell me where the point for the Asian ethnic group is located on the x-axis?,What is the position of the point representing the Asian ethnic group on the x-axis?,lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
How does the level of hate crimes against Asians stack up against other ethnic groups?,How does the hate crime level for the Asian ethnic group compare to that of other ethnic groups?,compositional-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"Can you clearly tell me if the point representing the Asian ethnic group on the x-axis is positioned higher, lower, or at the same level as the points representing other ethnic groups?",How does the position of the point representing the Asian ethnic group on the x-axis compare to the positions of points representing other ethnic groups?,compositional-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
What elements might have led to the varying levels of hate crimes against different ethnic groups during and post COVID-19?,What factors could have contributed to the differences in hate crime levels among different ethnic groups during and after COVID-19?,open-ended,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
Could you provide the proportion of the Kenyan population that had access to electricity in the year 2010?,What is the percentage of the population with access to electricity in Kenya in 2010?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
What's the length of the bar that shows Kenya's electricity access in 2010?,How long is the bar representing Kenya's access to electricity in 2010?,lookup-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
Do you think the percentage of people in Tanzania who had access to electricity from 2000 to 2020 was pretty low?,What is the average percentage of the population with access to electricity in Tanzania from 2000 to 2020?,compositional-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
What's the usual length of the bars showing how much electricity Tanzania's been getting from 2000 to 2020?,What is the average length of the bars representing Tanzania's access to electricity from 2000 to 2020?,compositional-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
"What alterations have occurred in the availability of electrical power in East Africa during the two-decade span from 2000 to 2020, and what could be the plausible causative factors for these modifications?",How has the access to electricity in East Africa changed over the period from 2000 to 2020 and what could be the potential reasons for these changes?,open-ended,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
Can you tell me how much energy Africa was using in 2000? I'm particularly interested in their main source of energy.,What was the energy consumption of the most consumed energy source in Africa in the year 2000?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
What kind of power had the biggest chunk and different color back in 2000?,Which energy source has the largest area and distinct color in the year 2000?,lookup-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"Could you provide the data on the total energy consumption for each energy source in Africa from 1989 to 2022, and identify the source with the highest total?","What is the total energy consumption of each energy source in Africa from 1989 to 2022, and which source has the highest total?",compositional-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
"Can you identify the energy source that has the largest total area, distinguished by a unique color, from 1989 to 2022?","Which energy source's area, represented by a distinct color, is the largest when summed up from 1989 to 2022?",compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
Could we perhaps explore the evolution of energy usage in Africa from the late 80s to now? And maybe ponder on what might have driven these shifts?,"How has the consumption of different energy sources in Africa changed over the years from 1989 to 2022, and what could be the potential reasons for these changes?",open-ended,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
Can you tell me how much it typically costs to rent a house in that area at that time? I'm really curious about it.,What is the index of private housing rental prices for a particular area at a specific time?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
What's the y-value for a certain x-point in a specific row or area?,What is the value on the y-axis for a specific point on the x-axis in a particular row (area)?,lookup-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"Can you tell me the maximum value of private housing rental prices in a specific area? Also, is this value going up as time passes?",What is the highest index of private housing rental prices for a particular area and is this value increasing over time?,compositional-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
What is the maximum value on the y-axis for a specific data series and does this apex shift positively along the x-axis chronologically?,What is the highest point on the y-axis for a particular row (area) and is this point moving upwards along the x-axis over time?,compositional-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
How does the pattern of the cost to rent private homes in a specific area affect the choice to put money into private housing in that area?,How does the trend of the index of private housing rental prices for a particular area influence the decision to invest in private housing in that area?,open-ended,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
Can you tell me how many people you think are voting in each department?,What is the total number of voters in each department?,lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
Can you tell me which department appears to have the longest bar in the bar chart that shows the total number of voters?,Which department has the longest bar in the bar chart representing the total number of voters?,lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
Which department has the highest voter count?,Which department has the maximum number of voters?,compositional-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
Which group has the biggest line in the graph showing how many people voted?,Which department has the longest bar in the bar chart representing the total number of voters?,compositional-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
Can you explain in detail how the department with the highest voter turnout can directly impact the overall election results?,How could the department with the highest voter turnout influence the overall election results?,open-ended,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
Could you possibly tell me about the UPZ that has the most people? I'm particularly interested in the gender breakdown there.,What is the number of whereabouts and the percentage of men and women in the UPZ with the highest number of whereabouts?,lookup-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"In the biggest bar on the chart for the UPZ, how high are the green and pink lines that show the percent of guys and gals?","In the UPZ represented by the longest bar on the chart, what is the height of the green and pink lines indicating the percentage of men and women respectively?",lookup-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
What's the highest number of places you can be at and what's the ratio of guys to gals in that UPZ?,What is the maximum number of whereabouts and what is the percentage of men and women in that UPZ?,compositional-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
"Can you tell me which bar on the chart is the longest? Also, could you let me know the height of the green and pink lines? They show the percentage of men and women in the matching UPZ.",Which bar on the chart is the longest and what is the height of the green and pink lines indicating the percentage of men and women respectively in the corresponding UPZ?,compositional-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
What is the comparison of gender distribution between the UPZ with the highest number of whereabouts and other UPZs?,How does the gender distribution in the UPZ with the highest number of whereabouts compare to other UPZs?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
How many onions did state X have in year Y?,What was the total quantity of onions for state X in year Y?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
What do you think is the height of the area corresponding to state X in year Y?,How high is the area corresponding to state X in year Y?,lookup-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
Can you tell me the total amount of onions that state X produced in the year Y?,What is the sum of the quantity of onions for state X over the year Y?,compositional-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
Can you provide me with the exact measurement of the area under the curve for state X during the year Y?,How large is the area under the curve for state X over the year Y?,compositional-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
I'm wondering what could have possibly led to state X producing so many onions in year Y?,Which factors could have contributed to state X having the highest total quantity of onions in year Y?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
What is the volume of the specified commodity at the designated temporal coordinate X?,What is the quantity of the item at time X?,lookup-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
When does the line cross the y-axis at the time marked X on the x-axis?,At what point on the y-axis does the line intersect at time X on the x-axis?,lookup-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",2
Can you provide the data showing the highest and lowest quantity of the item over a certain period?,What is the difference between the maximum and minimum quantity of the item over time?,compositional-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
Can you provide the height difference between the highest and lowest points on the line chart?,What is the difference in height between the highest and lowest points of the line on the chart?,compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
Do you feel like the quantity of the item has decreased or increased over time?,How has the quantity of the item changed over time?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
What is the proportion of monetary bail bonds issued for narcotics-related infractions in metropolitan regions during the fiscal year of 2018?,What is the percentage of money bonds for drug offenses in urban areas in 2018?,lookup-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
Can you find where drug offenses for 2018 fall on the y-axis in the urban areas column?,"In the column for urban areas, what is the position on the y-axis for the point representing drug offenses in 2018?",lookup-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"Could you clarify the disparity between the highest and lowest poverty rates, and the highest and lowest proportions of monetary bonds for drug offenses in metropolitan regions?",What is the difference between the maximum and minimum poverty rates and the maximum and minimum percentages of money bonds for drug offenses in urban areas?,compositional-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Can you tell me the difference between the highest and lowest points on the x-axis and the y-axis for drug offenses in the urban areas column?,"In the column for urban areas, what is the difference between the highest and lowest positions on the x-axis and the highest and lowest positions on the y-axis for drug offenses?",compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
What is the correlation between the poverty index and the proportion of monetary bail bonds allocated for various categories of offenses in metropolitan and non-metropolitan regions within the state of Colorado?,How does the poverty rate influence the percentage of money bonds for different types of offenses in urban and rural areas in Colorado?,open-ended,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
What is the maximum flux value for metabolite X in all the samples?,What is the highest flux value for metabolite X across all samples?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
Which specimen exhibits the most intense hue for metabolite X?,Which sample has the darkest color for metabolite X?,lookup-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
What's the highest flow rate we've seen in all the samples and substances?,What is the maximum flux value across all metabolites and samples?,compositional-nonvisual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
Which rectangle possesses the most intense hue amongst all metabolites and samples?,Which rectangle has the darkest color across all metabolites and samples?,compositional-visual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
Can you clearly explain the variation in the amount of metabolite X in different samples?,How does the flux of metabolite X vary across different samples?,open-ended,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
Do you recall how many 16-17 year olds were working back in 2010?,What was the number of people employed in the age group of 16-17 in the year 2010?,lookup-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
Can you tell me the value of the line for the 16-17 age group at the 2010 point on the x-axis?,What is the value of the line representing the age group 16-17 at the point on the x-axis corresponding to the year 2010?,lookup-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
Can you tell me how the employment numbers for those aged 18-24 changed from 2000 to 2010?,What is the difference in the number of people employed in the age group of 18-24 between the years 2000 and 2010?,compositional-nonvisual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
Can you tell me how much the value of the line for the 18-24 age group changed from the year 2000 to 2010?,What is the difference in the value of the line representing the age group 18-24 between the points on the x-axis corresponding to the years 2000 and 2010?,compositional-visual,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
"What do you think has happened to the job situation for young people aged 18-24 over this time period, and what do you reckon might be the reasons behind this shift?",How has the employment trend for the age group 18-24 changed over the given period and what could be the potential reasons for this change?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",2
Can you tell me which Local Government Area in South Western Sydney has recorded the greatest total number of confirmed COVID-19 cases?,Which LGA in South Western Sydney has the highest cumulative count of confirmed COVID-19 cases?,lookup-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"Which color line goes up to the top of the graph, showing the area in South Western Sydney that has the most total confirmed cases of COVID-19?","Which color line reaches the highest point on the chart, indicating the LGA in South Western Sydney with the highest cumulative count of confirmed COVID-19 cases?",lookup-visual,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
When did the place with the most COVID-19 cases hit its highest point?,On which date did the LGA with the highest cumulative count of confirmed COVID-19 cases reach its peak?,compositional-nonvisual,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Can you tell me when the color line that shows the LGA with the most confirmed COVID-19 cases hits its peak on the chart?,On which date does the color line representing the LGA with the highest cumulative count of confirmed COVID-19 cases reach its highest point on the chart?,compositional-visual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
What is the method for adjusting the distribution of resources according to the trend of COVID-19 cases in different LGAs of South Western Sydney?,How could the distribution of resources be adjusted based on the trend of COVID-19 cases in different LGAs of South Western Sydney?,open-ended,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
"Can you provide the output value for each agent after 500,000 steps?","What is the return value of each agent at 500,000 steps?",lookup-nonvisual,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
