Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Corrections,Du Quoin Work Camp - Perry County,"275 Agraland Acres, Po Box 609",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1990,1991,13266,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Du Quoin Work Camp - Perry County,"275 Agraland Acres, Po Box 609",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1995,1995,1152,1,1,0,Detention & Correc,Business,Not provided
Department of Juvenile Justice,Illinois Youth Center - Murphysboro,636 Boot Camp Road,Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1996,1996,58900,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Juvenile Justice,Illinois Youth Center - Murphysboro,636 Boot Camp Road,Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1997,1997,1440,1,1,0,Unusual,Unusual,Not provided
Department of Juvenile Justice,Illinois Youth Center - Murphysboro,636 Boot Camp Road,Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1998,1998,1536,1,1,0,Industrial,Industrial,Not provided
Department of Juvenile Justice,Illinois Youth Center - Murphysboro,636 Boot Camp Road,Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1999,1999,864,1,1,0,Storage,Storage,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,13000,1,1,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,13000,1,1,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,13000,1,1,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,13000,1,1,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,13000,1,1,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,7200,1,1,0,Detention & Correc,Detention & Correc,Health Care
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,22661,2,2,0,Assembly,Assembly,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,8288,1,1,0,Business,Business,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,14400,1,1,0,Assembly,Assembly,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,16000,1,1,0,Education,Education,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,9000,1,1,0,Storage,Storage,Education
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,420,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,420,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,420,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,420,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,420,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,45,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,12000,1,1,0,Storage,Storage,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,3600,1,1,0,Detention & Correc,Mercantile,Detention &
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1986,1986,2310,1,1,0,Unusual,Unusual,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,400,1,1,0,Unusual,Unusual,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1984,1984,160,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1999,1999,1600,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1999,1999,1200,1,1,0,Industrial,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1999,1999,2160,1,1,0,Education,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,228,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lincoln Correctional Center - Logan County,"R.r. #3, Box 549",Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,36,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,49275,2,2,0,Detention & Correc,Residential,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,49275,2,2,0,Detention & Correc,Residential,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,49275,2,2,0,Detention & Correc,Residential,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,49275,2,2,0,Detention & Correc,Residential,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,58550,1,1,0,Detention & Correc,Business,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,55197,2,2,0,Detention & Correc,Business,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,63250,2,2,0,Detention & Correc,Business,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,0,1,1,0,Detention & Correc,Business,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,8000,1,1,0,Detention & Correc,Business,Storage
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,225,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,169,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,169,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,169,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,169,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,169,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,560,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,560,1,1,0,Detention & Correc,Storage,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,560,1,1,0,Detention & Correc,Storage,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,1836,1,1,0,Detention & Correc,Storage,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,1571,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1997,1997,204,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62244,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1998,1998,49275,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1998,1998,2000,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Pinckneyville Correctional Center - Perry County,Route #154 East,Pinckneyville,62244,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1998,1998,144,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995,1995,13775,1,1,0,Business,Business,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995,1995,13266,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995,1995,12775,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995,1995,7500,2,1,1,Industrial,Industrial,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,59419,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,51369,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,215,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,5188,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,3,3,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,19894,1,1,0,Detention & Correc,Residential,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1995,7563,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995,1995,7563,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1997,1997,100,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Tamms Supermax - Alexander County,"Po Box 400, 200 E. Supermax Rd",Tamms,62988,Alexander,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1998,1998,144,1,1,0,Industrial,Unusual,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,42994,2,2,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,42994,2,2,0,Detention & Correc,Detention & Correc,Business
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,42994,2,2,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,60011,2,2,0,Detention & Correc,Health Care,Business
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,54218,2,2,0,Storage,Storage,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,64032,2,2,0,Education,Education,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,20200,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1985,7000,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,1455,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,161,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,161,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,161,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,161,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,161,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,1745,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1987,1987,33258,2,2,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,3451,1,1,0,Unusual,Unusual,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,560,1,1,0,Assembly,Assembly,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,560,1,1,0,Assembly,Assembly,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1987,560,1,1,0,Assembly,Assembly,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1986,1986,198,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1987,1987,861,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1987,1986,254,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1987,1987,560,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1987,1987,560,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1989,1989,2160,1,1,0,Unusual,Unusual,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1990,1990,7200,1,1,0,Storage,Storage,Not provided
Department of Corrections,Hill Correctional Center - Galesburg,600 Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1990,1990,2400,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,2221,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,41469,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,74485,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,15764,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,34068,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,2535,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,2535,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,308,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,16694,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,10526,1,1,0,Detention & Correc,Detention & Correc,Not provided
