country,region,country_code,year,lifeExp,gdpPercap,pop
Italy,Europe,ITA,1977,73.5,20300,55800000
Jamaica,Americas,JAM,1977,71.3,6870,2080000
Japan,Asia,JPN,1977,75.2,18100,115000000
Jordan,Asia,JOR,1977,65.6,5410,2180000
Kazakhstan,Asia,KAZ,1977,65.3,13600,14500000
Kenya,Africa,KEN,1977,60.6,2110,14500000
Kiribati,Asia,KIR,1977,57.9,4950,56800
Kuwait,Asia,KWT,1977,70.0,86900,1160000
Kyrgyz Republic,Asia,KGZ,1977,62.7,3560,3410000
Lao,Asia,LAO,1977,46.6,1460,3140000
Latvia,Europe,LVA,1977,69.2,9970,2490000
Lebanon,Asia,LBN,1977,52.7,7510,2610000
Lesotho,Africa,LSO,1977,57.7,1210,1210000
Liberia,Africa,LBR,1977,50.6,2110,1720000
Libya,Africa,LBY,1977,69.7,53600,2870000
Lithuania,Europe,LTU,1977,70.9,14800,3350000
Luxembourg,Europe,LUX,1977,71.9,33800,359000
"Macedonia, FYR",Europe,MKD,1977,69.2,8780,1850000
Madagascar,Africa,MDG,1977,53.9,2180,8000000
Malawi,Africa,MWI,1977,47.4,865,5630000
Malaysia,Asia,MYS,1977,67.5,6220,12800000
Maldives,Asia,MDV,1977,45.4,1370,145000
Mali,Africa,MLI,1977,42.9,1180,6710000
Malta,Europe,MLT,1977,71.0,8840,326000
Marshall Islands,Asia,MHL,1977,63.4,2320,27500
Mauritania,Africa,MRT,1977,55.5,2860,1410000
Mauritius,Africa,MUS,1977,64.0,4860,922000
Mexico,Americas,MEX,1977,65.3,10500,64300000
"Micronesia, Fed. Sts.",Asia,FSM,1977,61.2,2660,66100
Moldova,Europe,MDA,1977,64.4,6040,3910000
Mongolia,Asia,MNG,1977,58.4,2120,1560000
Montenegro,Europe,MNE,1977,73.6,14800,566000
Morocco,Africa,MAR,1977,59.1,3070,18600000
Mozambique,Africa,MOZ,1977,49.8,438,10900000
Myanmar,Asia,MMR,1977,53.8,849,31100000
Namibia,Africa,NAM,1977,59.3,6340,949000
Nepal,Asia,NPL,1977,51.3,1000,13900000
Netherlands,Europe,NLD,1977,75.2,24200,13900000
New Zealand,Asia,NZL,1977,72.5,20700,3120000
Nicaragua,Americas,NIC,1977,66.1,7100,2970000
Niger,Africa,NER,1977,43.1,1100,5490000
Nigeria,Africa,NGA,1977,53.5,4430,67200000
North Korea,Asia,PRK,1977,70.3,1880,16800000
Norway,Europe,NOR,1977,75.3,30000,4040000
Oman,Asia,OMN,1977,59.2,22900,978000
Pakistan,Asia,PAK,1977,59.3,1950,70900000
Palestine,Asia,PSE,1977,67.5,1610,1400000
Panama,Americas,PAN,1977,72.6,7100,1840000
Papua New Guinea,Asia,PNG,1977,55.2,1750,3040000
Paraguay,Americas,PRY,1977,71.2,4660,2940000
Peru,Americas,PER,1977,63.4,7290,16100000
Philippines,Asia,PHL,1977,64.2,3950,43700000
Poland,Europe,POL,1977,70.6,11900,34600000
Portugal,Europe,PRT,1977,70.3,13300,9480000
Qatar,Asia,QAT,1977,69.9,142000,182000
Romania,Europe,ROU,1977,69.8,13200,22100000
Russia,Europe,RUS,1977,67.5,18400,135000000
Rwanda,Africa,RWA,1977,48.0,759,4650000
Samoa,Asia,WSM,1977,66.5,3490,153000
Sao Tome and Principe,Africa,STP,1977,62.6,2700,87400
Saudi Arabia,Asia,SAU,1977,69.8,89600,8230000
Senegal,Africa,SEN,1977,50.5,2000,5190000
Serbia,Europe,SRB,1977,71.4,14300,8660000
Seychelles,Africa,SYC,1977,68.8,9460,62500
Sierra Leone,Africa,SLE,1977,47.8,1430,3130000
Singapore,Asia,SGP,1977,71.0,16600,2320000
Slovak Republic,Europe,SVK,1977,70.6,13400,4850000
Slovenia,Europe,SVN,1977,69.8,17700,1780000
Solomon Islands,Asia,SLB,1977,57.2,1120,208000
Somalia,Africa,SOM,1977,50.7,1050,4830000
South Africa,Africa,ZAF,1977,59.1,10500,27600000
South Korea,Asia,KOR,1977,65.6,4810,36500000
South Sudan,Africa,SSD,1977,50.7,2970,4330000
Spain,Europe,ESP,1977,74.2,17100,36800000
Sri Lanka,Asia,LKA,1977,66.3,2400,14300000
St. Lucia,Americas,LCA,1977,67.8,5270,113000
St. Vincent and the Grenadines,Americas,VCT,1977,67.6,3030,97600
Sudan,Africa,SDN,1977,54.4,2670,13000000
Suriname,Americas,SUR,1977,65.3,11800,361000
Swaziland,Africa,SWZ,1977,56.2,5300,550000
Sweden,Europe,SWE,1977,75.4,24600,8250000
Switzerland,Europe,CHE,1977,75.2,39000,6340000
Syria,Asia,SYR,1977,68.0,4180,8060000
Tajikistan,Asia,TJK,1977,59.5,4870,3590000
Tanzania,Africa,TZA,1977,55.0,1580,17000000
Thailand,Asia,THA,1977,65.8,3200,44400000
Timor-Leste,Asia,TLS,1977,45.0,811,636000
Togo,Africa,TGO,1977,54.7,1820,2520000
Tonga,Asia,TON,1977,66.1,1990,90300
Trinidad and Tobago,Americas,TTO,1977,67.1,13500,1040000
Tunisia,Africa,TUN,1977,63.6,4330,5920000
Turkey,Europe,TUR,1977,62.0,9360,41100000
Turkmenistan,Asia,TKM,1977,59.7,10600,2660000
Uganda,Africa,UGA,1977,51.6,974,11500000
Ukraine,Europe,UKR,1977,69.0,9240,49300000
United Arab Emirates,Asia,ARE,1977,69.4,163000,748000
United Kingdom,Europe,GBR,1977,73.0,19900,56300000
United States,Americas,USA,1977,73.2,28000,223000000
Uruguay,Americas,URY,1977,69.1,8610,2860000
Uzbekistan,Asia,UZB,1977,65.8,3620,14700000
Vanuatu,Asia,VUT,1977,59.5,2000,106000
Venezuela,Americas,VEN,1977,69.0,19500,14100000
Vietnam,Asia,VNM,1977,63.4,1180,50900000
Yemen,Asia,YEM,1977,50.7,3170,7270000
Zambia,Africa,ZMB,1977,58.0,3310,5320000
Zimbabwe,Africa,ZWE,1977,58.4,2380,6500000
Afghanistan,Asia,AFG,1982,43.8,1410,12700000
Albania,Europe,ALB,1982,72.5,4410,2790000
Algeria,Africa,DZA,1982,64.4,10600,20600000
Andorra,Europe,AND,1982,78.8,29900,39100
Angola,Africa,AGO,1982,50.0,4110,9580000
Antigua and Barbuda,Americas,ATG,1982,71.5,8470,72400
Argentina,Americas,ARG,1982,70.5,12100,29000000
Armenia,Europe,ARM,1982,70.4,3820,3190000
Australia,Asia,AUS,1982,75.0,23900,15000000
Austria,Europe,AUT,1982,73.0,25800,7600000
Azerbaijan,Europe,AZE,1982,65.7,8310,6350000
Bahamas,Americas,BHS,1982,68.6,22500,220000
Bahrain,Asia,BHR,1982,70.9,39000,386000
Bangladesh,Asia,BGD,1982,54.4,1080,86000000
Barbados,Americas,BRB,1982,73.2,12100,254000
Belarus,Europe,BLR,1982,70.5,7250,9770000
Belgium,Europe,BEL,1982,73.7,25800,9890000
Belize,Americas,BLZ,1982,69.7,3970,152000
Benin,Africa,BEN,1982,52.5,1580,3930000
Bhutan,Asia,BTN,1982,54.5,1220,431000
Bolivia,Americas,BOL,1982,57.2,4030,5840000
Bosnia and Herzegovina,Europe,BIH,1982,70.1,3350,4270000
Botswana,Africa,BWA,1982,62.5,4700,1080000
Brazil,Americas,BRA,1982,66.4,10100,127000000
Brunei,Asia,BRN,1982,70.5,104000,206000
Bulgaria,Europe,BGR,1982,71.3,10600,8930000
Burkina Faso,Africa,BFA,1982,49.0,767,7160000
Burundi,Africa,BDI,1982,46.9,951,4330000
Cambodia,Asia,KHM,1982,53.1,799,6920000
Cameroon,Africa,CMR,1982,56.5,3270,9160000
Canada,Americas,CAN,1982,75.9,26100,25000000
Cape Verde,Africa,CPV,1982,65.3,1310,297000
Central African Republic,Africa,CAF,1982,50.2,1070,2420000
Chad,Africa,TCD,1982,50.9,883,4720000
Chile,Americas,CHL,1982,71.5,7040,11600000
China,Asia,CHN,1982,64.9,1180,1020000000
Colombia,Americas,COL,1982,70.0,6240,29000000
Comoros,Africa,COM,1982,55.3,1690,327000
"Congo, Dem. Rep.",Africa,COD,1982,53.1,1530,27700000
"Congo, Rep.",Africa,COG,1982,54.0,5870,1950000
Costa Rica,Americas,CRI,1982,75.3,6870,2520000
Cote d'Ivoire,Africa,CIV,1982,56.4,3820,9040000
Croatia,Europe,HRV,1982,70.8,19300,4650000
Cuba,Americas,CUB,1982,74.4,13900,9930000
Cyprus,Europe,CYP,1982,73.5,15300,692000
Czech Republic,Europe,CZE,1982,70.7,18800,10400000
Denmark,Europe,DNK,1982,74.6,28000,5120000
Djibouti,Africa,DJI,1982,61.0,3580,385000
Dominica,Americas,DMA,1982,73.6,4390,75200
Dominican Republic,Americas,DOM,1982,69.7,5050,6080000
Ecuador,Americas,ECU,1982,68.7,8020,8390000
Egypt,Africa,EGY,1982,59.8,4680,46400000
El Salvador,Americas,SLV,1982,62.4,4530,4730000
Equatorial Guinea,Africa,GNQ,1982,49.3,1240,291000
Eritrea,Africa,ERI,1982,49.3,981,2530000
Estonia,Europe,EST,1982,69.5,12900,1490000
Ethiopia,Africa,ETH,1982,45.0,703,37100000
Fiji,Asia,FJI,1982,65.0,5730,668000
Finland,Europe,FIN,1982,74.2,23100,4840000
France,Europe,FRA,1982,75.0,24800,54500000
Gabon,Africa,GAB,1982,58.4,25000,767000
Gambia,Africa,GMB,1982,59.5,1860,648000
Georgia,Europe,GEO,1982,69.6,9350,5090000
Germany,Europe,DEU,1982,73.4,27500,77900000
Ghana,Africa,GHA,1982,57.5,1770,11500000
Greece,Europe,GRC,1982,77.3,18000,9800000
Grenada,Americas,GRD,1982,70.2,4820,93100
Guatemala,Americas,GTM,1982,57.8,5740,7650000
Guinea,Africa,GIN,1982,48.9,1140,4690000
Guinea-Bissau,Africa,GNB,1982,47.0,1800,833000
Guyana,Americas,GUY,1982,63.9,3360,781000
Haiti,Americas,HTI,1982,51.4,2600,5960000
Honduras,Americas,HND,1982,64.5,3340,3910000
Hungary,Europe,HUN,1982,69.2,17300,10700000
Iceland,Europe,ISL,1982,77.0,25800,233000
India,Asia,IND,1982,55.5,1320,730000000
Indonesia,Asia,IDN,1982,60.4,3300,155000000
Iran,Asia,IRN,1982,65.5,11400,41900000
Iraq,Asia,IRQ,1982,57.4,13000,14400000
Ireland,Europe,IRL,1982,73.2,16400,3510000
Israel,Asia,ISR,1982,74.0,17300,3880000
Italy,Europe,ITA,1982,74.8,23700,56700000
Jamaica,Americas,JAM,1982,72.2,6190,2240000
Japan,Asia,JPN,1982,76.8,21500,120000000
Jordan,Asia,JOR,1982,67.5,7820,2560000
Kazakhstan,Asia,KAZ,1982,66.5,13200,15200000
Kenya,Africa,KEN,1982,62.1,2250,17600000
Kiribati,Asia,KIR,1982,58.5,2350,60900
Kuwait,Asia,KWT,1982,72.6,66800,1510000
Kyrgyz Republic,Asia,KGZ,1982,64.3,3520,3760000
Lao,Asia,LAO,1982,49.0,1580,3400000
Latvia,Europe,LVA,1982,69.3,11600,2540000
Lebanon,Asia,LBN,1982,45.9,5900,2630000
Lesotho,Africa,LSO,1982,59.1,1150,1380000
Liberia,Africa,LBR,1982,51.9,1830,2030000
Libya,Africa,LBY,1982,72.0,42700,3480000
Lithuania,Europe,LTU,1982,70.7,15000,3480000
Luxembourg,Europe,LUX,1982,73.0,36400,365000
"Macedonia, FYR",Europe,MKD,1982,69.5,10300,1960000
Madagascar,Africa,MDG,1982,54.3,1840,9230000
Malawi,Africa,MWI,1982,49.9,800,6480000
Malaysia,Asia,MYS,1982,69.6,8050,14500000
Maldives,Asia,MDV,1982,50.8,1950,170000
Mali,Africa,MLI,1982,45.9,1070,7390000
Malta,Europe,MLT,1982,72.1,11600,339000
Marshall Islands,Asia,MHL,1982,64.4,2100,33300
Mauritania,Africa,MRT,1982,57.8,2890,1630000
Mauritius,Africa,MUS,1982,67.0,4860,989000
Mexico,Americas,MEX,1982,67.8,13200,72600000
"Micronesia, Fed. Sts.",Asia,FSM,1982,61.7,2420,78100
Moldova,Europe,MDA,1982,65.1,6120,4090000
Mongolia,Asia,MNG,1982,59.5,2590,1780000
Montenegro,Europe,MNE,1982,74.1,17400,595000
Morocco,Africa,MAR,1982,62.7,3510,21000000
Mozambique,Africa,MOZ,1982,47.8,400,12400000
Myanmar,Asia,MMR,1982,56.2,969,34900000
Namibia,Africa,NAM,1982,59.8,6870,1060000
Nepal,Asia,NPL,1982,53.4,1030,15600000
Netherlands,Europe,NLD,1982,76.1,25100,14300000
New Zealand,Asia,NZL,1982,73.8,22600,3190000
Nicaragua,Americas,NIC,1982,67.8,4460,3440000
Niger,Africa,NER,1982,44.2,1250,6340000
Nigeria,Africa,NGA,1982,55.1,3480,77500000
North Korea,Asia,PRK,1982,71.0,2180,18000000
Norway,Europe,NOR,1982,76.0,34400,4110000
Oman,Asia,OMN,1982,64.7,25400,1290000
Pakistan,Asia,PAK,1982,61.0,2400,83400000
Palestine,Asia,PSE,1982,44.4,1780,1600000
Panama,Americas,PAN,1982,74.1,9330,2070000
Papua New Guinea,Asia,PNG,1982,55.4,1680,3500000
Paraguay,Americas,PRY,1982,72.7,6080,3370000
Peru,Americas,PER,1982,64.7,7480,18200000
Philippines,Asia,PHL,1982,65.2,4350,50100000
Poland,Europe,POL,1982,71.2,10600,36200000
Portugal,Europe,PRT,1982,72.4,15400,9930000
Qatar,Asia,QAT,1982,70.7,99100,277000
Romania,Europe,ROU,1982,70.0,13500,22800000
Russia,Europe,RUS,1982,67.8,19000,140000000
Rwanda,Africa,RWA,1982,51.5,1000,5490000
Samoa,Asia,WSM,1982,67.8,3470,157000
Sao Tome and Principe,Africa,STP,1982,62.6,2630,98700
Saudi Arabia,Asia,SAU,1982,71.7,65000,11000000
Senegal,Africa,SEN,1982,53.5,1950,5920000
Serbia,Europe,SRB,1982,71.8,16400,9060000
Seychelles,Africa,SYC,1982,70.5,10200,68200
Sierra Leone,Africa,SLE,1982,48.6,1500,3530000
Singapore,Asia,SGP,1982,72.0,22500,2520000
Slovak Republic,Europe,SVK,1982,70.8,13900,5070000
Slovenia,Europe,SVN,1982,70.8,20700,1880000
Solomon Islands,Asia,SLB,1982,59.5,1410,246000
Somalia,Africa,SOM,1982,50.6,888,6720000
South Africa,Africa,ZAF,1982,60.4,11000,31300000
South Korea,Asia,KOR,1982,68.5,5300,39200000
South Sudan,Africa,SSD,1982,51.4,2600,5010000
Spain,Europe,ESP,1982,76.0,18100,38300000
Sri Lanka,Asia,LKA,1982,69.7,2950,15500000
St. Lucia,Americas,LCA,1982,69.6,5480,121000
St. Vincent and the Grenadines,Americas,VCT,1982,69.8,3760,102000
Sudan,Africa,SDN,1982,55.7,2320,15600000
Suriname,Americas,SUR,1982,67.1,10800,364000
Swaziland,Africa,SWZ,1982,58.7,5520,639000
Sweden,Europe,SWE,1982,76.4,26500,8330000
Switzerland,Europe,CHE,1982,76.0,41100,6340000
Syria,Asia,SYR,1982,65.9,4990,9590000
Tajikistan,Asia,TJK,1982,62.6,4300,4140000
Tanzania,Africa,TZA,1982,56.0,1460,19900000
Thailand,Asia,THA,1982,66.8,3920,49300000
Timor-Leste,Asia,TLS,1982,50.7,914,604000
Togo,Africa,TGO,1982,56.4,1590,2920000
Tonga,Asia,TON,1982,66.0,3070,93700
Trinidad and Tobago,Americas,TTO,1982,68.6,15600,1120000
Tunisia,Africa,TUN,1982,67.7,4950,6730000
Turkey,Europe,TUR,1982,65.8,8830,46000000
Turkmenistan,Asia,TKM,1982,62.1,9520,3020000
Uganda,Africa,UGA,1982,49.9,795,13300000
Ukraine,Europe,UKR,1982,69.0,9570,50400000
United Arab Emirates,Asia,ARE,1982,71.7,154000,1190000
United Kingdom,Europe,GBR,1982,74.0,20800,56300000
United States,Americas,USA,1982,74.4,29200,234000000
Uruguay,Americas,URY,1982,71.3,9150,2950000
Uzbekistan,Asia,UZB,1982,66.8,3360,16800000
Vanuatu,Asia,VUT,1982,60.8,2180,121000
Venezuela,Americas,VEN,1982,70.6,16600,16200000
Vietnam,Asia,VNM,1982,65.3,1180,56900000
Yemen,Asia,YEM,1982,54.1,3420,8760000
Zambia,Africa,ZMB,1982,57.5,2770,6310000
Zimbabwe,Africa,ZWE,1982,61.8,2580,7720000
Afghanistan,Asia,AFG,1987,44.7,1240,11500000
Albania,Europe,ALB,1987,73.2,4490,3120000
Algeria,Africa,DZA,1987,69.4,10500,23900000
Andorra,Europe,AND,1987,79.3,27900,48500
Angola,Africa,AGO,1987,50.0,4480,11200000
Antigua and Barbuda,Americas,ATG,1987,73.1,13400,67800
Argentina,Americas,ARG,1987,71.8,12500,31300000
Armenia,Europe,ARM,1987,71.4,3880,3450000
Australia,Asia,AUS,1987,76.2,26900,16300000
Austria,Europe,AUT,1987,74.6,28300,7640000
Azerbaijan,Europe,AZE,1987,66.0,8680,6890000
Bahamas,Americas,BHS,1987,69.6,24800,243000
Bahrain,Asia,BHR,1987,70.0,28500,449000
Bangladesh,Asia,BGD,1987,56.7,1210,98300000
Barbados,Americas,BRB,1987,73.3,13100,258000
Belarus,Europe,BLR,1987,71.5,8150,10100000
Belgium,Europe,BEL,1987,75.2,27700,9940000
Belize,Americas,BLZ,1987,71.5,4080,174000
Benin,Africa,BEN,1987,54.8,1530,4540000
Bhutan,Asia,BTN,1987,57.9,1940,500000
Bolivia,Americas,BOL,1987,59.6,3520,6460000
Bosnia and Herzegovina,Europe,BIH,1987,71.5,3260,4480000
Botswana,Africa,BWA,1987,64.7,6420,1260000
Brazil,Americas,BRA,1987,67.7,11300,141000000
Brunei,Asia,BRN,1987,73.0,89400,238000
Bulgaria,Europe,BGR,1987,71.5,10600,8960000
Burkina Faso,Africa,BFA,1987,50.3,857,8140000
Burundi,Africa,BDI,1987,47.9,1070,4990000
Cambodia,Asia,KHM,1987,56.3,930,8200000
Cameroon,Africa,CMR,1987,58.4,3630,10700000
Canada,Americas,CAN,1987,76.8,30400,26600000
Cape Verde,Africa,CPV,1987,66.5,1580,325000
Central African Republic,Africa,CAF,1987,49.6,931,2760000
Chad,Africa,TCD,1987,51.2,1060,5410000
Chile,Americas,CHL,1987,73.5,7690,12600000
China,Asia,CHN,1987,66.6,1660,1110000000
Colombia,Americas,COL,1987,70.6,6960,32300000
Comoros,Africa,COM,1987,57.4,1690,377000
"Congo, Dem. Rep.",Africa,COD,1987,54.2,1530,31500000
"Congo, Rep.",Africa,COG,1987,54.8,5330,2250000
Costa Rica,Americas,CRI,1987,76.3,7400,2870000
Cote d'Ivoire,Africa,CIV,1987,56.1,3160,11000000
Croatia,Europe,HRV,1987,71.4,20200,4760000
Cuba,Americas,CUB,1987,74.6,14300,10300000
Cyprus,Europe,CYP,1987,74.1,19300,723000
Czech Republic,Europe,CZE,1987,71.5,20000,10300000
Denmark,Europe,DNK,1987,75.0,32800,5120000
Djibouti,Africa,DJI,1987,61.3,3590,490000
Dominica,Americas,DMA,1987,72.8,5780,72400
Dominican Republic,Americas,DOM,1987,70.0,5160,6760000
Ecuador,Americas,ECU,1987,69.0,7130,9500000
Egypt,Africa,EGY,1987,62.3,5670,53100000
El Salvador,Americas,SLV,1987,66.1,4530,5050000
Equatorial Guinea,Africa,GNQ,1987,49.0,1110,390000
Eritrea,Africa,ERI,1987,50.9,975,2920000
Estonia,Europe,EST,1987,70.9,14200,1550000
Ethiopia,Africa,ETH,1987,47.0,700,43500000
Fiji,Asia,FJI,1987,65.6,5330,722000
Finland,Europe,FIN,1987,74.7,26400,4950000
France,Europe,FRA,1987,76.4,27000,56000000
Gabon,Africa,GAB,1987,60.2,16500,877000
Gambia,Africa,GMB,1987,60.9,1370,804000
Georgia,Europe,GEO,1987,69.8,9660,5330000
Germany,Europe,DEU,1987,74.7,30800,78100000
Ghana,Africa,GHA,1987,58.3,1810,13500000
Greece,Europe,GRC,1987,76.5,19200,10100000
Grenada,Americas,GRD,1987,70.3,6140,99400
Guatemala,Americas,GTM,1987,63.6,5020,8640000
Guinea,Africa,GIN,1987,50.7,1080,5380000
Guinea-Bissau,Africa,GNB,1987,48.1,1570,944000
Guyana,Americas,GUY,1987,64.5,3130,758000
Haiti,Americas,HTI,1987,53.3,2360,6670000
Honduras,Americas,HND,1987,66.3,3210,4540000
Hungary,Europe,HUN,1987,69.5,18000,10500000
Iceland,Europe,ISL,1987,77.5,29800,247000
India,Asia,IND,1987,57.7,1510,817000000
Indonesia,Asia,IDN,1987,62.4,3840,172000000
Iran,Asia,IRN,1987,68.2,9950,51200000
Iraq,Asia,IRQ,1987,60.7,13400,16300000
Ireland,Europe,IRL,1987,74.4,18100,3570000
Israel,Asia,ISR,1987,74.9,19300,4220000
Italy,Europe,ITA,1987,76.2,27600,57100000
Jamaica,Americas,JAM,1987,73.4,6390,2380000
Japan,Asia,JPN,1987,78.3,25700,123000000
Jordan,Asia,JOR,1987,70.4,8270,3130000
Kazakhstan,Asia,KAZ,1987,68.1,13500,16200000
Kenya,Africa,KEN,1987,62.4,2280,21100000
Kiribati,Asia,KIR,1987,57.9,1900,67300
Kuwait,Asia,KWT,1987,74.7,47300,1940000
Kyrgyz Republic,Asia,KGZ,1987,66.3,3490,4160000
Lao,Asia,LAO,1987,51.4,1610,3910000
Latvia,Europe,LVA,1987,70.7,13400,2630000
Lebanon,Asia,LBN,1987,54.5,14300,2670000
Lesotho,Africa,LSO,1987,60.1,1190,1530000
Liberia,Africa,LBR,1987,52.6,1620,2190000
Libya,Africa,LBY,1987,69.9,24200,4110000
Lithuania,Europe,LTU,1987,72.0,15900,3630000
Luxembourg,Europe,LUX,1987,74.4,46700,371000
"Macedonia, FYR",Europe,MKD,1987,70.3,10800,1990000
Madagascar,Africa,MDG,1987,54.1,1640,10600000
Malawi,Africa,MWI,1987,49.6,754,8120000
Malaysia,Asia,MYS,1987,71.0,8640,16500000
Maldives,Asia,MDV,1987,58.4,3340,203000
Mali,Africa,MLI,1987,48.5,1200,8070000
Malta,Europe,MLT,1987,74.9,13300,355000
Marshall Islands,Asia,MHL,1987,65.1,2680,42200
Mauritania,Africa,MRT,1987,59.6,2830,1870000
Mauritius,Africa,MUS,1987,68.4,6340,1030000
Mexico,Americas,MEX,1987,70.3,12000,80500000
"Micronesia, Fed. Sts.",Asia,FSM,1987,62.9,2660,90000
Moldova,Europe,MDA,1987,67.6,6520,4290000
Mongolia,Asia,MNG,1987,62.0,3570,2030000
Montenegro,Europe,MNE,1987,74.5,18400,617000
Morocco,Africa,MAR,1987,65.7,3590,23500000
Mozambique,Africa,MOZ,1987,47.2,335,13000000
Myanmar,Asia,MMR,1987,57.9,867,38700000
Namibia,Africa,NAM,1987,61.5,6070,1250000
Nepal,Asia,NPL,1987,56.0,1100,17500000
Netherlands,Europe,NLD,1987,76.7,28600,14700000
New Zealand,Asia,NZL,1987,74.5,24400,3310000
Nicaragua,Americas,NIC,1987,66.9,3780,3880000
Niger,Africa,NER,1987,45.3,928,7320000
Nigeria,Africa,NGA,1987,55.3,2540,88100000
North Korea,Asia,PRK,1987,71.3,2140,19400000
Norway,Europe,NOR,1987,76.3,41800,4190000
Oman,Asia,OMN,1987,69.1,36000,1620000
Pakistan,Asia,PAK,1987,62.0,2840,98400000
Palestine,Asia,PSE,1987,70.8,1610,1880000
Panama,Americas,PAN,1987,74.9,9400,2320000
Papua New Guinea,Asia,PNG,1987,55.8,1700,4000000
Paraguay,Americas,PRY,1987,73.9,5680,3890000
Peru,Americas,PER,1987,67.5,7400,20500000
Philippines,Asia,PHL,1987,66.0,3670,57300000
Poland,Europe,POL,1987,71.0,11400,37500000
Portugal,Europe,PRT,1987,73.8,17100,9970000
Qatar,Asia,QAT,1987,74.0,68700,422000
Romania,Europe,ROU,1987,69.4,13500,23300000
Russia,Europe,RUS,1987,69.7,20600,145000000
Rwanda,Africa,RWA,1987,52.2,963,6730000
Samoa,Asia,WSM,1987,68.6,3820,161000
Sao Tome and Principe,Africa,STP,1987,63.1,2160,107000
Saudi Arabia,Asia,SAU,1987,72.2,38000,14500000
Senegal,Africa,SEN,1987,56.4,1860,6890000
Serbia,Europe,SRB,1987,72.3,16900,9350000
Seychelles,Africa,SYC,1987,69.4,11500,70000
Sierra Leone,Africa,SLE,1987,49.6,1280,4030000
Singapore,Asia,SGP,1987,74.0,28000,2820000
Slovak Republic,Europe,SVK,1987,71.0,14700,5220000
Slovenia,Europe,SVN,1987,72.2,21700,1980000
Solomon Islands,Asia,SLB,1987,60.0,1710,287000
Somalia,Africa,SOM,1987,50.6,979,7020000
South Africa,Africa,ZAF,1987,62.9,10000,35200000
South Korea,Asia,KOR,1987,70.7,8770,41700000
South Sudan,Africa,SSD,1987,51.9,2100,5670000
Spain,Europe,ESP,1987,76.8,20600,39100000
Sri Lanka,Asia,LKA,1987,70.8,3390,16600000
St. Lucia,Americas,LCA,1987,70.9,7500,131000
St. Vincent and the Grenadines,Americas,VCT,1987,70.5,4680,106000
Sudan,Africa,SDN,1987,56.9,1860,18300000
Suriname,Americas,SUR,1987,69.2,9880,384000
Swaziland,Africa,SWZ,1987,61.1,5720,767000
Sweden,Europe,SWE,1987,77.1,29900,8420000
Switzerland,Europe,CHE,1987,77.3,43900,6530000
Syria,Asia,SYR,1987,70.4,4230,11400000
Tajikistan,Asia,TJK,1987,64.3,3990,4840000
Tanzania,Africa,TZA,1987,56.0,1420,23200000
Thailand,Asia,THA,1987,69.8,4900,54000000
Timor-Leste,Asia,TLS,1987,56.4,1030,700000
Togo,Africa,TGO,1987,56.6,1410,3470000
Tonga,Asia,TON,1987,67.4,3800,94400
Trinidad and Tobago,Americas,TTO,1987,69.1,12700,1200000
Tunisia,Africa,TUN,1987,70.6,5320,7690000
Turkey,Europe,TUR,1987,69.9,11000,51100000
Turkmenistan,Asia,TKM,1987,63.4,9000,3410000
Uganda,Africa,UGA,1987,50.9,727,15700000
Ukraine,Europe,UKR,1987,70.6,10400,51200000
United Arab Emirates,Asia,ARE,1987,72.6,98100,1560000
United Kingdom,Europe,GBR,1987,75.0,24900,56700000
United States,Americas,USA,1987,74.9,34800,245000000
Uruguay,Americas,URY,1987,72.1,9830,3050000
Uzbekistan,Asia,UZB,1987,68.2,3270,19000000
Vanuatu,Asia,VUT,1987,60.9,2520,136000
Venezuela,Americas,VEN,1987,72.2,14700,18400000
Vietnam,Asia,VNM,1987,67.3,1370,63900000
Yemen,Asia,YEM,1987,57.5,3410,10600000
Zambia,Africa,ZMB,1987,55.0,2500,7390000
Zimbabwe,Africa,ZWE,1987,63.6,2350,9290000
Afghanistan,Asia,AFG,1992,51.4,950,14000000
Albania,Europe,ALB,1992,73.9,3010,3240000
Algeria,Africa,DZA,1992,71.7,9820,27200000
Andorra,Europe,AND,1992,79.6,27200,58900
Angola,Africa,AGO,1992,51.0,3790,13000000
Antigua and Barbuda,Americas,ATG,1992,74.1,16500,68400
Argentina,Americas,ARG,1992,72.5,13300,33700000
Armenia,Europe,ARM,1992,69.0,1980,3440000
Australia,Asia,AUS,1992,77.6,27900,17500000
Austria,Europe,AUT,1992,75.9,32300,7830000
Azerbaijan,Europe,AZE,1992,64.3,6350,7470000
Bahamas,Americas,BHS,1992,70.8,21600,266000
Bahrain,Asia,BHR,1992,69.6,40000,523000
Bangladesh,Asia,BGD,1992,59.8,1340,111000000
Barbados,Americas,BRB,1992,73.5,12000,262000
Belarus,Europe,BLR,1992,69.7,7440,10200000
Belgium,Europe,BEL,1992,76.4,31500,10100000
Belize,Americas,BLZ,1992,71.3,6170,194000
Benin,Africa,BEN,1992,56.0,1470,5330000
Bhutan,Asia,BTN,1992,61.1,2450,532000
Bolivia,Americas,BOL,1992,62.3,3810,7130000
Bosnia and Herzegovina,Europe,BIH,1992,70.0,1840,4240000
Botswana,Africa,BWA,1992,62.4,8490,1460000
Brazil,Americas,BRA,1992,69.0,10100,155000000
Brunei,Asia,BRN,1992,73.6,86400,274000
