date,Date,CDID,Value,series
2010 JAN,2010-01-15,WUNG,0.2,Misc
2010 JUL,2010-07-15,WUMA,0.37,Food
2010 JUL,2010-07-15,WUMB,0.21,AlcoholTobacco
2010 JUL,2010-07-15,WUMC,-0.18,ClothingFootwear
2010 JUL,2010-07-15,WUMD,0.05,HousingHouseService
2010 JUL,2010-07-15,WUMP,0.23,FurnitureHousehold
2010 JUL,2010-07-15,WUMQ,0.06,Health
2010 JUL,2010-07-15,WUMW,1.26,Transport
2010 JUL,2010-07-15,WUMX,0.16,Communication
2010 JUL,2010-07-15,WUNC,0.2,RecreationCulture
2010 JUL,2010-07-15,WUND,0.11,Education
2010 JUL,2010-07-15,WUNE,0.38,RestaurantsHotels
2010 JUL,2010-07-15,WUNG,0.21,Misc
2010 JUN,2010-06-15,WUMA,0.21,Food
2010 JUN,2010-06-15,WUMB,0.22,AlcoholTobacco
2010 JUN,2010-06-15,WUMC,-0.06,ClothingFootwear
2010 JUN,2010-06-15,WUMD,0.06,HousingHouseService
2010 JUN,2010-06-15,WUMP,0.17,FurnitureHousehold
2010 JUN,2010-06-15,WUMQ,0.06,Health
2010 JUN,2010-06-15,WUMW,1.4,Transport
2010 JUN,2010-06-15,WUMX,0.16,Communication
2010 JUN,2010-06-15,WUNC,0.27,RecreationCulture
2010 JUN,2010-06-15,WUND,0.11,Education
2010 JUN,2010-06-15,WUNE,0.36,RestaurantsHotels
2010 JUN,2010-06-15,WUNG,0.29,Misc
2010 MAR,2010-03-15,WUMA,0.24,Food
2010 MAR,2010-03-15,WUMB,0.2,AlcoholTobacco
2010 MAR,2010-03-15,WUMC,-0.14,ClothingFootwear
2010 MAR,2010-03-15,WUMD,0.01,HousingHouseService
2010 MAR,2010-03-15,WUMP,0.22,FurnitureHousehold
2010 MAR,2010-03-15,WUMQ,0.07,Health
2010 MAR,2010-03-15,WUMW,1.71,Transport
2010 MAR,2010-03-15,WUMX,0.12,Communication
2010 MAR,2010-03-15,WUNC,0.38,RecreationCulture
2010 MAR,2010-03-15,WUND,0.11,Education
2010 MAR,2010-03-15,WUNE,0.33,RestaurantsHotels
2010 MAR,2010-03-15,WUNG,0.15,Misc
2010 MAY,2010-05-15,WUMA,0.2,Food
2010 MAY,2010-05-15,WUMB,0.2,AlcoholTobacco
2010 MAY,2010-05-15,WUMC,-0.02,ClothingFootwear
2010 MAY,2010-05-15,WUMD,0.08,HousingHouseService
2010 MAY,2010-05-15,WUMP,0.19,FurnitureHousehold
2010 MAY,2010-05-15,WUMQ,0.06,Health
2010 MAY,2010-05-15,WUMW,1.57,Transport
2010 MAY,2010-05-15,WUMX,0.13,Communication
2010 MAY,2010-05-15,WUNC,0.29,RecreationCulture
2010 MAY,2010-05-15,WUND,0.11,Education
2010 MAY,2010-05-15,WUNE,0.35,RestaurantsHotels
2010 MAY,2010-05-15,WUNG,0.23,Misc
2010 NOV,2010-11-15,WUMA,0.6,Food
2010 NOV,2010-11-15,WUMB,0.26,AlcoholTobacco
2010 NOV,2010-11-15,WUMC,0.15,ClothingFootwear
2010 NOV,2010-11-15,WUMD,0.08,HousingHouseService
2010 NOV,2010-11-15,WUMP,0.24,FurnitureHousehold
2010 NOV,2010-11-15,WUMQ,0.07,Health
2010 NOV,2010-11-15,WUMW,0.82,Transport
2010 NOV,2010-11-15,WUMX,0.1,Communication
2010 NOV,2010-11-15,WUNC,0.17,RecreationCulture
2010 NOV,2010-11-15,WUND,0.1,Education
2010 NOV,2010-11-15,WUNE,0.41,RestaurantsHotels
2010 NOV,2010-11-15,WUNG,0.28,Misc
2010 OCT,2010-10-15,WUMA,0.49,Food
2010 OCT,2010-10-15,WUMB,0.25,AlcoholTobacco
2010 OCT,2010-10-15,WUMC,0.06,ClothingFootwear
2010 OCT,2010-10-15,WUMD,0.06,HousingHouseService
2010 OCT,2010-10-15,WUMP,0.19,FurnitureHousehold
2010 OCT,2010-10-15,WUMQ,0.06,Health
2010 OCT,2010-10-15,WUMW,0.93,Transport
2010 OCT,2010-10-15,WUMX,0.1,Communication
2010 OCT,2010-10-15,WUNC,0.23,RecreationCulture
2010 OCT,2010-10-15,WUND,0.1,Education
2010 OCT,2010-10-15,WUNE,0.39,RestaurantsHotels
2010 OCT,2010-10-15,WUNG,0.29,Misc
2010 SEP,2010-09-15,WUMA,0.57,Food
2010 SEP,2010-09-15,WUMB,0.21,AlcoholTobacco
2010 SEP,2010-09-15,WUMC,0.08,ClothingFootwear
2010 SEP,2010-09-15,WUMD,0.06,HousingHouseService
2010 SEP,2010-09-15,WUMP,0.21,FurnitureHousehold
2010 SEP,2010-09-15,WUMQ,0.06,Health
2010 SEP,2010-09-15,WUMW,0.86,Transport
2010 SEP,2010-09-15,WUMX,0.11,Communication
2010 SEP,2010-09-15,WUNC,0.16,RecreationCulture
2010 SEP,2010-09-15,WUND,0.13,Education
2010 SEP,2010-09-15,WUNE,0.41,RestaurantsHotels
2010 SEP,2010-09-15,WUNG,0.25,Misc
2011 APR,2011-04-15,WUMA,0.47,Food
2011 APR,2011-04-15,WUMB,0.38,AlcoholTobacco
2011 APR,2011-04-15,WUMC,0.09,ClothingFootwear
2011 APR,2011-04-15,WUMD,0.57,HousingHouseService
2011 APR,2011-04-15,WUMP,0.33,FurnitureHousehold
2011 APR,2011-04-15,WUMQ,0.09,Health
2011 APR,2011-04-15,WUMW,1.53,Transport
2011 APR,2011-04-15,WUMX,0.07,Communication
2011 APR,2011-04-15,WUNC,0.13,RecreationCulture
2011 APR,2011-04-15,WUND,0.1,Education
2011 APR,2011-04-15,WUNE,0.52,RestaurantsHotels
2011 APR,2011-04-15,WUNG,0.2,Misc
2011 AUG,2011-08-15,WUMA,0.69,Food
2011 AUG,2011-08-15,WUMB,0.41,AlcoholTobacco
2011 AUG,2011-08-15,WUMC,0.23,ClothingFootwear
2011 AUG,2011-08-15,WUMD,0.65,HousingHouseService
2011 AUG,2011-08-15,WUMP,0.37,FurnitureHousehold
2011 AUG,2011-08-15,WUMQ,0.08,Health
2011 AUG,2011-08-15,WUMW,1.19,Transport
2011 AUG,2011-08-15,WUMX,0.09,Communication
2011 AUG,2011-08-15,WUNC,-0.12,RecreationCulture
2011 AUG,2011-08-15,WUND,0.1,Education
2011 AUG,2011-08-15,WUNE,0.55,RestaurantsHotels
2011 AUG,2011-08-15,WUNG,0.26,Misc
2011 DEC,2011-12-15,WUMA,0.45,Food
2011 DEC,2011-12-15,WUMB,0.37,AlcoholTobacco
2011 DEC,2011-12-15,WUMC,0.14,ClothingFootwear
2011 DEC,2011-12-15,WUMD,1.01,HousingHouseService
2011 DEC,2011-12-15,WUMP,0.3,FurnitureHousehold
2011 DEC,2011-12-15,WUMQ,0.08,Health
2011 DEC,2011-12-15,WUMW,0.91,Transport
2011 DEC,2011-12-15,WUMX,0.17,Communication
2011 DEC,2011-12-15,WUNC,-0.1,RecreationCulture
2011 DEC,2011-12-15,WUND,0.09,Education
2011 DEC,2011-12-15,WUNE,0.53,RestaurantsHotels
2011 DEC,2011-12-15,WUNG,0.25,Misc
2011 FEB,2011-02-15,WUMA,0.69,Food
2011 FEB,2011-02-15,WUMB,0.25,AlcoholTobacco
2011 FEB,2011-02-15,WUMC,0.17,ClothingFootwear
2011 FEB,2011-02-15,WUMD,0.4,HousingHouseService
2011 FEB,2011-02-15,WUMP,0.27,FurnitureHousehold
2011 FEB,2011-02-15,WUMQ,0.06,Health
2011 FEB,2011-02-15,WUMW,1.29,Transport
2011 FEB,2011-02-15,WUMX,0.12,Communication
2011 FEB,2011-02-15,WUNC,0.2,RecreationCulture
2011 FEB,2011-02-15,WUND,0.1,Education
2011 FEB,2011-02-15,WUNE,0.55,RestaurantsHotels
2011 FEB,2011-02-15,WUNG,0.26,Misc
2011 JAN,2011-01-15,WUMA,0.68,Food
2011 JAN,2011-01-15,WUMB,0.28,AlcoholTobacco
2011 JAN,2011-01-15,WUMC,0.05,ClothingFootwear
2011 JAN,2011-01-15,WUMD,0.27,HousingHouseService
2011 JAN,2011-01-15,WUMP,0.25,FurnitureHousehold
2011 JAN,2011-01-15,WUMQ,0.07,Health
2011 JAN,2011-01-15,WUMW,1.25,Transport
2011 JAN,2011-01-15,WUMX,0.09,Communication
2011 JAN,2011-01-15,WUNC,0.15,RecreationCulture
2011 JAN,2011-01-15,WUND,0.1,Education
2011 JAN,2011-01-15,WUNE,0.56,RestaurantsHotels
2011 JAN,2011-01-15,WUNG,0.21,Misc
2011 JUL,2011-07-15,WUMA,0.69,Food
2011 JUL,2011-07-15,WUMB,0.43,AlcoholTobacco
2011 JUL,2011-07-15,WUMC,0.15,ClothingFootwear
2011 JUL,2011-07-15,WUMD,0.59,HousingHouseService
2011 JUL,2011-07-15,WUMP,0.31,FurnitureHousehold
2011 JUL,2011-07-15,WUMQ,0.08,Health
2011 JUL,2011-07-15,WUMW,1.25,Transport
2011 JUL,2011-07-15,WUMX,0.07,Communication
2011 JUL,2011-07-15,WUNC,-0.04,RecreationCulture
2011 JUL,2011-07-15,WUND,0.1,Education
2011 JUL,2011-07-15,WUNE,0.54,RestaurantsHotels
2011 JUL,2011-07-15,WUNG,0.26,Misc
2011 JUN,2011-06-15,WUMA,0.76,Food
2011 JUN,2011-06-15,WUMB,0.4,AlcoholTobacco
2011 JUN,2011-06-15,WUMC,0.1,ClothingFootwear
2011 JUN,2011-06-15,WUMD,0.54,HousingHouseService
2011 JUN,2011-06-15,WUMP,0.26,FurnitureHousehold
2011 JUN,2011-06-15,WUMQ,0.08,Health
2011 JUN,2011-06-15,WUMW,1.27,Transport
2011 JUN,2011-06-15,WUMX,0.05,Communication
2011 JUN,2011-06-15,WUNC,-0.08,RecreationCulture
2011 JUN,2011-06-15,WUND,0.1,Education
2011 JUN,2011-06-15,WUNE,0.54,RestaurantsHotels
2011 JUN,2011-06-15,WUNG,0.18,Misc
2011 MAR,2011-03-15,WUMA,0.49,Food
2011 MAR,2011-03-15,WUMB,0.24,AlcoholTobacco
2011 MAR,2011-03-15,WUMC,0.14,ClothingFootwear
2011 MAR,2011-03-15,WUMD,0.44,HousingHouseService
2011 MAR,2011-03-15,WUMP,0.28,FurnitureHousehold
2011 MAR,2011-03-15,WUMQ,0.08,Health
2011 MAR,2011-03-15,WUMW,1.29,Transport
2011 MAR,2011-03-15,WUMX,0.11,Communication
2011 MAR,2011-03-15,WUNC,0.09,RecreationCulture
2011 MAR,2011-03-15,WUND,0.1,Education
2011 MAR,2011-03-15,WUNE,0.53,RestaurantsHotels
2011 MAR,2011-03-15,WUNG,0.26,Misc
2011 MAY,2011-05-15,WUMA,0.64,Food
2011 MAY,2011-05-15,WUMB,0.41,AlcoholTobacco
2011 MAY,2011-05-15,WUMC,0.1,ClothingFootwear
2011 MAY,2011-05-15,WUMD,0.55,HousingHouseService
2011 MAY,2011-05-15,WUMP,0.28,FurnitureHousehold
2011 MAY,2011-05-15,WUMQ,0.09,Health
2011 MAY,2011-05-15,WUMW,1.29,Transport
2011 MAY,2011-05-15,WUMX,0.1,Communication
2011 MAY,2011-05-15,WUNC,0.13,RecreationCulture
2011 MAY,2011-05-15,WUND,0.1,Education
2011 MAY,2011-05-15,WUNE,0.54,RestaurantsHotels
2011 MAY,2011-05-15,WUNG,0.24,Misc
2011 NOV,2011-11-15,WUMA,0.46,Food
2011 NOV,2011-11-15,WUMB,0.41,AlcoholTobacco
2011 NOV,2011-11-15,WUMC,0.23,ClothingFootwear
2011 NOV,2011-11-15,WUMD,1.17,HousingHouseService
2011 NOV,2011-11-15,WUMP,0.32,FurnitureHousehold
2011 NOV,2011-11-15,WUMQ,0.08,Health
2011 NOV,2011-11-15,WUMW,1.14,Transport
2011 NOV,2011-11-15,WUMX,0.13,Communication
2011 NOV,2011-11-15,WUNC,-0.08,RecreationCulture
2011 NOV,2011-11-15,WUND,0.09,Education
2011 NOV,2011-11-15,WUNE,0.55,RestaurantsHotels
2011 NOV,2011-11-15,WUNG,0.27,Misc
2011 OCT,2011-10-15,WUMA,0.56,Food
2011 OCT,2011-10-15,WUMB,0.38,AlcoholTobacco
2011 OCT,2011-10-15,WUMC,0.26,ClothingFootwear
2011 OCT,2011-10-15,WUMD,1.16,HousingHouseService
2011 OCT,2011-10-15,WUMP,0.36,FurnitureHousehold
2011 OCT,2011-10-15,WUMQ,0.07,Health
2011 OCT,2011-10-15,WUMW,1.23,Transport
2011 OCT,2011-10-15,WUMX,0.13,Communication
2011 OCT,2011-10-15,WUNC,-0.07,RecreationCulture
2011 OCT,2011-10-15,WUND,0.09,Education
2011 OCT,2011-10-15,WUNE,0.55,RestaurantsHotels
2011 OCT,2011-10-15,WUNG,0.27,Misc
2011 SEP,2011-09-15,WUMA,0.71,Food
2011 SEP,2011-09-15,WUMB,0.42,AlcoholTobacco
2011 SEP,2011-09-15,WUMC,0.17,ClothingFootwear
2011 SEP,2011-09-15,WUMD,1.1,HousingHouseService
2011 SEP,2011-09-15,WUMP,0.34,FurnitureHousehold
2011 SEP,2011-09-15,WUMQ,0.09,Health
2011 SEP,2011-09-15,WUMW,1.41,Transport
2011 SEP,2011-09-15,WUMX,0.16,Communication
2011 SEP,2011-09-15,WUNC,-0.09,RecreationCulture
2011 SEP,2011-09-15,WUND,0.09,Education
2011 SEP,2011-09-15,WUNE,0.57,RestaurantsHotels
2011 SEP,2011-09-15,WUNG,0.23,Misc
2012 APR,2012-04-15,WUMA,0.49,Food
2012 APR,2012-04-15,WUMB,0.23,AlcoholTobacco
2012 APR,2012-04-15,WUMC,0.15,ClothingFootwear
2012 APR,2012-04-15,WUMD,0.81,HousingHouseService
2012 APR,2012-04-15,WUMP,0.23,FurnitureHousehold
2012 APR,2012-04-15,WUMQ,0.08,Health
2012 APR,2012-04-15,WUMW,0.28,Transport
2012 APR,2012-04-15,WUMX,0.11,Communication
2012 APR,2012-04-15,WUNC,-0.07,RecreationCulture
2012 APR,2012-04-15,WUND,0.09,Education
2012 APR,2012-04-15,WUNE,0.39,RestaurantsHotels
2012 APR,2012-04-15,WUNG,0.26,Misc
2012 AUG,2012-08-15,WUMA,0.26,Food
2012 AUG,2012-08-15,WUMB,0.24,AlcoholTobacco
2012 AUG,2012-08-15,WUMC,-0.05,ClothingFootwear
2012 AUG,2012-08-15,WUMD,0.74,HousingHouseService
2012 AUG,2012-08-15,WUMP,0.14,FurnitureHousehold
2012 AUG,2012-08-15,WUMQ,0.06,Health
2012 AUG,2012-08-15,WUMW,0.29,Transport
2012 AUG,2012-08-15,WUMX,0.12,Communication
2012 AUG,2012-08-15,WUNC,0.09,RecreationCulture
2012 AUG,2012-08-15,WUND,0.09,Education
2012 AUG,2012-08-15,WUNE,0.35,RestaurantsHotels
2012 AUG,2012-08-15,WUNG,0.15,Misc
2012 DEC,2012-12-15,WUMA,0.42,Food
2012 DEC,2012-12-15,WUMB,0.25,AlcoholTobacco
2012 DEC,2012-12-15,WUMC,0.07,ClothingFootwear
2012 DEC,2012-12-15,WUMD,0.55,HousingHouseService
2012 DEC,2012-12-15,WUMP,0.06,FurnitureHousehold
2012 DEC,2012-12-15,WUMQ,0.07,Health
2012 DEC,2012-12-15,WUMW,0.19,Transport
2012 DEC,2012-12-15,WUMX,0.06,Communication
2012 DEC,2012-12-15,WUNC,0.09,RecreationCulture
2012 DEC,2012-12-15,WUND,0.37,Education
2012 DEC,2012-12-15,WUNE,0.37,RestaurantsHotels
2012 DEC,2012-12-15,WUNG,0.19,Misc
2012 FEB,2012-02-15,WUMA,0.43,Food
2012 FEB,2012-02-15,WUMB,0.34,AlcoholTobacco
2012 FEB,2012-02-15,WUMC,0.14,ClothingFootwear
2012 FEB,2012-02-15,WUMD,0.87,HousingHouseService
2012 FEB,2012-02-15,WUMP,0.28,FurnitureHousehold
2012 FEB,2012-02-15,WUMQ,0.09,Health
2012 FEB,2012-02-15,WUMW,0.59,Transport
2012 FEB,2012-02-15,WUMX,0.11,Communication
2012 FEB,2012-02-15,WUNC,-0.13,RecreationCulture
2012 FEB,2012-02-15,WUND,0.09,Education
2012 FEB,2012-02-15,WUNE,0.35,RestaurantsHotels
2012 FEB,2012-02-15,WUNG,0.28,Misc
2012 JAN,2012-01-15,WUMA,0.42,Food
2012 JAN,2012-01-15,WUMB,0.26,AlcoholTobacco
2012 JAN,2012-01-15,WUMC,0.18,ClothingFootwear
2012 JAN,2012-01-15,WUMD,0.96,HousingHouseService
2012 JAN,2012-01-15,WUMP,0.27,FurnitureHousehold
2012 JAN,2012-01-15,WUMQ,0.08,Health
2012 JAN,2012-01-15,WUMW,0.63,Transport
2012 JAN,2012-01-15,WUMX,0.13,Communication
2012 JAN,2012-01-15,WUNC,-0.08,RecreationCulture
2012 JAN,2012-01-15,WUND,0.09,Education
2012 JAN,2012-01-15,WUNE,0.37,RestaurantsHotels
2012 JAN,2012-01-15,WUNG,0.27,Misc
2012 JUL,2012-07-15,WUMA,0.25,Food
2012 JUL,2012-07-15,WUMB,0.21,AlcoholTobacco
2012 JUL,2012-07-15,WUMC,0.0,ClothingFootwear
2012 JUL,2012-07-15,WUMD,0.79,HousingHouseService
2012 JUL,2012-07-15,WUMP,0.22,FurnitureHousehold
2012 JUL,2012-07-15,WUMQ,0.07,Health
2012 JUL,2012-07-15,WUMW,0.22,Transport
2012 JUL,2012-07-15,WUMX,0.12,Communication
2012 JUL,2012-07-15,WUNC,0.06,RecreationCulture
2012 JUL,2012-07-15,WUND,0.09,Education
2012 JUL,2012-07-15,WUNE,0.37,RestaurantsHotels
2012 JUL,2012-07-15,WUNG,0.16,Misc
2012 JUN,2012-06-15,WUMA,0.26,Food
2012 JUN,2012-06-15,WUMB,0.2,AlcoholTobacco
2012 JUN,2012-06-15,WUMC,-0.05,ClothingFootwear
2012 JUN,2012-06-15,WUMD,0.78,HousingHouseService
2012 JUN,2012-06-15,WUMP,0.22,FurnitureHousehold
2012 JUN,2012-06-15,WUMQ,0.09,Health
2012 JUN,2012-06-15,WUMW,0.15,Transport
2012 JUN,2012-06-15,WUMX,0.13,Communication
2012 JUN,2012-06-15,WUNC,0.04,RecreationCulture
2012 JUN,2012-06-15,WUND,0.09,Education
2012 JUN,2012-06-15,WUNE,0.37,RestaurantsHotels
2012 JUN,2012-06-15,WUNG,0.18,Misc
2012 MAR,2012-03-15,WUMA,0.53,Food
2012 MAR,2012-03-15,WUMB,0.33,AlcoholTobacco
2012 MAR,2012-03-15,WUMC,0.22,ClothingFootwear
2012 MAR,2012-03-15,WUMD,0.79,HousingHouseService
2012 MAR,2012-03-15,WUMP,0.26,FurnitureHousehold
2012 MAR,2012-03-15,WUMQ,0.07,Health
2012 MAR,2012-03-15,WUMW,0.53,Transport
2012 MAR,2012-03-15,WUMX,0.13,Communication
2012 MAR,2012-03-15,WUNC,-0.09,RecreationCulture
2012 MAR,2012-03-15,WUND,0.09,Education
2012 MAR,2012-03-15,WUNE,0.35,RestaurantsHotels
2012 MAR,2012-03-15,WUNG,0.26,Misc
2012 MAY,2012-05-15,WUMA,0.38,Food
2012 MAY,2012-05-15,WUMB,0.2,AlcoholTobacco
2012 MAY,2012-05-15,WUMC,0.12,ClothingFootwear
2012 MAY,2012-05-15,WUMD,0.8,HousingHouseService
2012 MAY,2012-05-15,WUMP,0.24,FurnitureHousehold
2012 MAY,2012-05-15,WUMQ,0.08,Health
2012 MAY,2012-05-15,WUMW,0.27,Transport
2012 MAY,2012-05-15,WUMX,0.11,Communication
2012 MAY,2012-05-15,WUNC,-0.1,RecreationCulture
2012 MAY,2012-05-15,WUND,0.09,Education
2012 MAY,2012-05-15,WUNE,0.38,RestaurantsHotels
2012 MAY,2012-05-15,WUNG,0.2,Misc
2012 NOV,2012-11-15,WUMA,0.44,Food
2012 NOV,2012-11-15,WUMB,0.24,AlcoholTobacco
2012 NOV,2012-11-15,WUMC,-0.02,ClothingFootwear
2012 NOV,2012-11-15,WUMD,0.29,HousingHouseService
2012 NOV,2012-11-15,WUMP,0.04,FurnitureHousehold
2012 NOV,2012-11-15,WUMQ,0.06,Health
2012 NOV,2012-11-15,WUMW,0.41,Transport
2012 NOV,2012-11-15,WUMX,0.1,Communication
2012 NOV,2012-11-15,WUNC,0.14,RecreationCulture
2012 NOV,2012-11-15,WUND,0.38,Education
2012 NOV,2012-11-15,WUNE,0.38,RestaurantsHotels
2012 NOV,2012-11-15,WUNG,0.22,Misc
2012 OCT,2012-10-15,WUMA,0.39,Food
2012 OCT,2012-10-15,WUMB,0.27,AlcoholTobacco
2012 OCT,2012-10-15,WUMC,0.01,ClothingFootwear
2012 OCT,2012-10-15,WUMD,0.24,HousingHouseService
2012 OCT,2012-10-15,WUMP,0.11,FurnitureHousehold
2012 OCT,2012-10-15,WUMQ,0.06,Health
2012 OCT,2012-10-15,WUMW,0.49,Transport
2012 OCT,2012-10-15,WUMX,0.1,Communication
2012 OCT,2012-10-15,WUNC,0.11,RecreationCulture
2012 OCT,2012-10-15,WUND,0.38,Education
2012 OCT,2012-10-15,WUNE,0.33,RestaurantsHotels
2012 OCT,2012-10-15,WUNG,0.18,Misc
2012 SEP,2012-09-15,WUMA,0.23,Food
2012 SEP,2012-09-15,WUMB,0.25,AlcoholTobacco
2012 SEP,2012-09-15,WUMC,-0.01,ClothingFootwear
2012 SEP,2012-09-15,WUMD,0.3,HousingHouseService
2012 SEP,2012-09-15,WUMP,0.11,FurnitureHousehold
2012 SEP,2012-09-15,WUMQ,0.06,Health
2012 SEP,2012-09-15,WUMW,0.41,Transport
2012 SEP,2012-09-15,WUMX,0.09,Communication
2012 SEP,2012-09-15,WUNC,0.16,RecreationCulture
2012 SEP,2012-09-15,WUND,0.06,Education
2012 SEP,2012-09-15,WUNE,0.34,RestaurantsHotels
2012 SEP,2012-09-15,WUNG,0.22,Misc
2013 APR,2013-04-15,WUMA,0.5,Food
2013 APR,2013-04-15,WUMB,0.25,AlcoholTobacco
2013 APR,2013-04-15,WUMC,-0.03,ClothingFootwear
2013 APR,2013-04-15,WUMD,0.59,HousingHouseService
2013 APR,2013-04-15,WUMP,0.01,FurnitureHousehold
2013 APR,2013-04-15,WUMQ,0.06,Health
2013 APR,2013-04-15,WUMW,-0.03,Transport
2013 APR,2013-04-15,WUMX,0.09,Communication
2013 APR,2013-04-15,WUNC,0.2,RecreationCulture
2013 APR,2013-04-15,WUND,0.37,Education
2013 APR,2013-04-15,WUNE,0.29,RestaurantsHotels
2013 APR,2013-04-15,WUNG,0.11,Misc
2013 AUG,2013-08-15,WUMA,0.45,Food
2013 AUG,2013-08-15,WUMB,0.27,AlcoholTobacco
2013 AUG,2013-08-15,WUMC,0.11,ClothingFootwear
2013 AUG,2013-08-15,WUMD,0.59,HousingHouseService
2013 AUG,2013-08-15,WUMP,0.07,FurnitureHousehold
2013 AUG,2013-08-15,WUMQ,0.07,Health
2013 AUG,2013-08-15,WUMW,0.16,Transport
2013 AUG,2013-08-15,WUMX,0.08,Communication
2013 AUG,2013-08-15,WUNC,0.12,RecreationCulture
2013 AUG,2013-08-15,WUND,0.37,Education
2013 AUG,2013-08-15,WUNE,0.28,RestaurantsHotels
2013 AUG,2013-08-15,WUNG,0.12,Misc
2013 DEC,2013-12-15,WUMA,0.2,Food
2013 DEC,2013-12-15,WUMB,0.25,AlcoholTobacco
2013 DEC,2013-12-15,WUMC,0.14,ClothingFootwear
2013 DEC,2013-12-15,WUMD,0.5,HousingHouseService
2013 DEC,2013-12-15,WUMP,0.09,FurnitureHousehold
2013 DEC,2013-12-15,WUMQ,0.06,Health
2013 DEC,2013-12-15,WUMW,0.08,Transport
2013 DEC,2013-12-15,WUMX,0.1,Communication
2013 DEC,2013-12-15,WUNC,0.11,RecreationCulture
2013 DEC,2013-12-15,WUND,0.22,Education
2013 DEC,2013-12-15,WUNE,0.27,RestaurantsHotels
2013 DEC,2013-12-15,WUNG,0.03,Misc
2013 FEB,2013-02-15,WUMA,0.41,Food
2013 FEB,2013-02-15,WUMB,0.31,AlcoholTobacco
2013 FEB,2013-02-15,WUMC,-0.04,ClothingFootwear
2013 FEB,2013-02-15,WUMD,0.62,HousingHouseService
2013 FEB,2013-02-15,WUMP,0.05,FurnitureHousehold
2013 FEB,2013-02-15,WUMQ,0.05,Health
2013 FEB,2013-02-15,WUMW,0.3,Transport
2013 FEB,2013-02-15,WUMX,0.12,Communication
2013 FEB,2013-02-15,WUNC,0.17,RecreationCulture
2013 FEB,2013-02-15,WUND,0.37,Education
2013 FEB,2013-02-15,WUNE,0.36,RestaurantsHotels
2013 FEB,2013-02-15,WUNG,0.08,Misc
2013 JAN,2013-01-15,WUMA,0.47,Food
2013 JAN,2013-01-15,WUMB,0.37,AlcoholTobacco
2013 JAN,2013-01-15,WUMC,0.01,ClothingFootwear
2013 JAN,2013-01-15,WUMD,0.51,HousingHouseService
2013 JAN,2013-01-15,WUMP,0.05,FurnitureHousehold
2013 JAN,2013-01-15,WUMQ,0.05,Health
2013 JAN,2013-01-15,WUMW,0.21,Transport
2013 JAN,2013-01-15,WUMX,0.1,Communication
2013 JAN,2013-01-15,WUNC,0.07,RecreationCulture
2013 JAN,2013-01-15,WUND,0.38,Education
2013 JAN,2013-01-15,WUNE,0.37,RestaurantsHotels
2013 JAN,2013-01-15,WUNG,0.13,Misc
2013 JUL,2013-07-15,WUMA,0.43,Food
2013 JUL,2013-07-15,WUMB,0.28,AlcoholTobacco
2013 JUL,2013-07-15,WUMC,0.15,ClothingFootwear
2013 JUL,2013-07-15,WUMD,0.61,HousingHouseService
2013 JUL,2013-07-15,WUMP,0.01,FurnitureHousehold
2013 JUL,2013-07-15,WUMQ,0.07,Health
2013 JUL,2013-07-15,WUMW,0.23,Transport
2013 JUL,2013-07-15,WUMX,0.09,Communication
2013 JUL,2013-07-15,WUNC,0.09,RecreationCulture
2013 JUL,2013-07-15,WUND,0.37,Education
2013 JUL,2013-07-15,WUNE,0.3,RestaurantsHotels
2013 JUL,2013-07-15,WUNG,0.14,Misc
2013 JUN,2013-06-15,WUMA,0.42,Food
2013 JUN,2013-06-15,WUMB,0.28,AlcoholTobacco
2013 JUN,2013-06-15,WUMC,0.21,ClothingFootwear
2013 JUN,2013-06-15,WUMD,0.62,HousingHouseService
2013 JUN,2013-06-15,WUMP,0.01,FurnitureHousehold
2013 JUN,2013-06-15,WUMQ,0.05,Health
2013 JUN,2013-06-15,WUMW,0.26,Transport
2013 JUN,2013-06-15,WUMX,0.09,Communication
2013 JUN,2013-06-15,WUNC,0.18,RecreationCulture
2013 JUN,2013-06-15,WUND,0.37,Education
2013 JUN,2013-06-15,WUNE,0.3,RestaurantsHotels
2013 JUN,2013-06-15,WUNG,0.14,Misc
2013 MAR,2013-03-15,WUMA,0.42,Food
2013 MAR,2013-03-15,WUMB,0.27,AlcoholTobacco
2013 MAR,2013-03-15,WUMC,-0.01,ClothingFootwear
2013 MAR,2013-03-15,WUMD,0.64,HousingHouseService
2013 MAR,2013-03-15,WUMP,0.02,FurnitureHousehold
2013 MAR,2013-03-15,WUMQ,0.06,Health
2013 MAR,2013-03-15,WUMW,0.27,Transport
2013 MAR,2013-03-15,WUMX,0.1,Communication
2013 MAR,2013-03-15,WUNC,0.25,RecreationCulture
2013 MAR,2013-03-15,WUND,0.37,Education
2013 MAR,2013-03-15,WUNE,0.35,RestaurantsHotels
2013 MAR,2013-03-15,WUNG,0.11,Misc
2013 MAY,2013-05-15,WUMA,0.47,Food
2013 MAY,2013-05-15,WUMB,0.28,AlcoholTobacco
2013 MAY,2013-05-15,WUMC,0.06,ClothingFootwear
2013 MAY,2013-05-15,WUMD,0.59,HousingHouseService
2013 MAY,2013-05-15,WUMP,0.04,FurnitureHousehold
2013 MAY,2013-05-15,WUMQ,0.06,Health
2013 MAY,2013-05-15,WUMW,0.17,Transport
2013 MAY,2013-05-15,WUMX,0.08,Communication
