metabolite,sample_id,flux,description
gthox_m,Cancer4,8.5235e-06,Oxidized glutathione
thymd_m,Cancer4,1e-06,Thymidine
amylose300_m,Cancer4,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Cancer4,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Cancer4,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Cancer4,4.6227e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Cancer4,1e-06,Adenosylcobalamin
xyl_D_m,Cancer4,1e-06,aldehydo-D-xylose
mqn7_m,Cancer4,0.00015922670000000002,Menaquinone 7
pydx_m,Cancer4,0.0003413622,Pyridoxal
pydxn_m,Cancer4,0.0003412577,Pyridoxine
ncam_m,Cancer4,0.0022055338000000002,Nicotinamide
no2_m,Cancer4,0.0021094362,Nitrite
gly_m,Cancer4,0.0030111531,Glycine
phe_L_m,Cancer4,0.0027435225,L-phenylalanine
thr_L_m,Cancer4,0.0052900104000000005,L-threonine
ser_L_m,Cancer4,0.0042284485,L-serine
ala_D_m,Cancer4,0.0044673719,D-alanine
ala_L_m,Cancer4,0.0044670409,L-alanine
asp_L_m,Cancer4,0.0045819906,L-aspartate(1-)
cys_L_m,Cancer4,0.0042111122,L-cysteine
glyc3p_m,Healthy6,0.048809588800000005,Glycerol 3-phosphate
cytd_m,Healthy6,0.060210440100000005,Cytidine
dcyt_m,Healthy6,0.0659175316,Deoxycytidine
cgly_m,Healthy6,0.1000000003,L-cysteinylglycine
amp_m,Healthy6,0.100000004,AMP
nmn_m,Healthy6,0.1000000001,NMN
26dap_M_m,Healthy6,0.0999999951,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy6,0.09999999450000001,Ornithine
csn_m,Healthy6,0.0020055095,cytosine
acnam_m,Healthy6,0.09820405380000001,N-acetylneuraminate
gam_m,Healthy6,0.08945736650000001,D-Glucosamine
acgam_m,Healthy6,0.09643032300000001,N-acetyl-D-glucosamine
acmana_m,Healthy6,0.0964280782,N-acetyl-D-mannosamine
dgsn_m,Healthy6,0.031935261900000005,Deoxyguanosine
gsn_m,Healthy6,0.026575672800000002,Guanosine
metsox_S_L_m,Healthy6,0.0862361031,L-Methionine Sulfoxide
adn_m,Healthy6,0.06252041280000001,Adenosine
dad_2_m,Healthy6,0.0687703213,2-deoxyadenosine
ptrc_m,Healthy6,0.0001855289,Putrescine
uri_m,Healthy6,1e-06,Uridine
pi_m,Healthy6,0.0030590692000000003,hydrogenphosphate
asn_L_m,Healthy6,0.0225000007,L-asparagine
lys_L_m,Healthy6,0.0150000001,L-lysinium(1+)
gln_L_m,Healthy6,0.0180000017,L-glutamine
arg_L_m,Healthy6,0.0149999929,L-argininium(1+)
his_L_m,Healthy6,0.0149999915,L-histidine
ade_m,Healthy6,0.0020142198,Adenine
gua_m,Healthy6,0.0018818969,Guanine
tyr_L_m,Healthy6,0.0052259345,L-tyrosine
ura_m,Healthy6,1e-06,uracil
ile_L_m,Healthy6,0.0078430946,L-isoleucine
leu_L_m,Healthy6,0.0039931771,L-leucine
trp_L_m,Healthy6,0.0081819939,L-tryptophan
val_L_m,Healthy6,0.0053952117,L-valine
glu_L_m,Healthy6,0.0069575562,L-glutamate(1-)
met_L_m,Healthy6,0.0084650368,L-methionine
pro_L_m,Healthy6,0.0082250355,L-proline
fol_m,Healthy6,0.0008965625,Folate
fe3_m,Healthy6,0.0017729267,Fe3+
fe2_m,Healthy6,0.0011620267,Fe2+
k_m,Healthy6,0.0014689853,potassium
cl_m,Healthy6,0.0014688096000000002,Chloride
zn2_m,Healthy6,0.0014688604000000001,Zinc
ca2_m,Healthy6,0.0014687897,calcium(2+)
cu2_m,Healthy6,0.0014687884,Cu2+
mn2_m,Healthy6,0.0014687891000000001,Mn2+
cobalt2_m,Healthy6,0.0014687762,Co2+
mg2_m,Healthy6,0.0014687965,magnesium
pnto_R_m,Healthy6,1e-06,(R)-Pantothenate
12dgr180_m,Healthy6,1.031e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy6,0.0014623817,Pyridoxamine
spmd_m,Healthy6,0.0003012173,Spermidine
thm_m,Healthy6,0.0002965544,Thiamin
pheme_m,Healthy6,0.00030095020000000004,Protoheme
sheme_m,Healthy6,0.000300422,Siroheme
ocdcea_m,Healthy6,1e-06,octadecenoate (n-C18:1)
q8_m,Healthy6,1e-06,Ubiquinone-8
2dmmq8_m,Healthy6,1e-06,2-Demethylmenaquinone 8
4abz_m,Healthy6,1e-06,4-Aminobenzoate
indole_m,Healthy6,5.8369700000000005e-05,Indole
gthox_m,Healthy6,5.7524e-05,Oxidized glutathione
thymd_m,Healthy6,1e-06,Thymidine
amylose300_m,Healthy6,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy6,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy6,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy6,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy6,1e-06,Adenosylcobalamin
xyl_D_m,Healthy6,1e-06,aldehydo-D-xylose
mqn7_m,Healthy6,1e-06,Menaquinone 7
pydx_m,Healthy6,1e-06,Pyridoxal
pydxn_m,Healthy6,1e-06,Pyridoxine
ncam_m,Healthy6,0.001935885,Nicotinamide
no2_m,Healthy6,0.0019085043,Nitrite
gly_m,Healthy6,0.0028116184000000002,Glycine
phe_L_m,Healthy6,0.0025417584,L-phenylalanine
thr_L_m,Healthy6,0.0055329495,L-threonine
ser_L_m,Healthy6,0.0040972634,L-serine
ala_D_m,Healthy6,0.0043636561,D-alanine
ala_L_m,Healthy6,0.0043577511000000005,L-alanine
asp_L_m,Healthy6,0.0045538976000000005,L-aspartate(1-)
cys_L_m,Healthy6,0.00397347,L-cysteine
glyc3p_m,Healthy5,0.053466431,Glycerol 3-phosphate
cytd_m,Healthy5,0.086121404,Cytidine
dcyt_m,Healthy5,0.0851437258,Deoxycytidine
cgly_m,Healthy5,0.09999999770000001,L-cysteinylglycine
amp_m,Healthy5,0.0999999931,AMP
nmn_m,Healthy5,0.0999999932,NMN
26dap_M_m,Healthy5,0.0999999558,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy5,0.1000000062,Ornithine
csn_m,Healthy5,0.0754195461,cytosine
acnam_m,Healthy5,0.011511685800000001,N-acetylneuraminate
gam_m,Healthy5,0.009214651400000001,D-Glucosamine
acgam_m,Healthy5,0.00962866,N-acetyl-D-glucosamine
acmana_m,Healthy5,0.0097058387,N-acetyl-D-mannosamine
dgsn_m,Healthy5,0.0766981226,Deoxyguanosine
gsn_m,Healthy5,0.0787358844,Guanosine
metsox_S_L_m,Healthy5,0.0667569633,L-Methionine Sulfoxide
adn_m,Healthy5,0.080240081,Adenosine
dad_2_m,Healthy5,0.0791652609,2-deoxyadenosine
ptrc_m,Healthy5,0.0007211857000000001,Putrescine
uri_m,Healthy5,1e-06,Uridine
pi_m,Healthy5,0.0282676143,hydrogenphosphate
asn_L_m,Healthy5,0.022500000000000003,L-asparagine
lys_L_m,Healthy5,0.015,L-lysinium(1+)
gln_L_m,Healthy5,0.0179999902,L-glutamine
arg_L_m,Healthy5,0.0150000766,L-argininium(1+)
his_L_m,Healthy5,0.015000002,L-histidine
ade_m,Healthy5,0.055456558,Adenine
gua_m,Healthy5,0.049658969000000004,Guanine
tyr_L_m,Healthy5,0.0073773586,L-tyrosine
ura_m,Healthy5,1e-06,uracil
ile_L_m,Healthy5,0.0046151193000000005,L-isoleucine
leu_L_m,Healthy5,0.004313636,L-leucine
trp_L_m,Healthy5,0.0081819949,L-tryptophan
val_L_m,Healthy5,0.0048717394,L-valine
glu_L_m,Healthy5,0.005015475,L-glutamate(1-)
met_L_m,Healthy5,0.0050587098,L-methionine
pro_L_m,Healthy5,0.0049893399000000005,L-proline
fol_m,Healthy5,0.0021458069,Folate
fe3_m,Healthy5,0.0019079031,Fe3+
fe2_m,Healthy5,0.0018155882,Fe2+
k_m,Healthy5,0.0018555388000000002,potassium
cl_m,Healthy5,0.0018557037,Chloride
zn2_m,Healthy5,0.0018557404000000002,Zinc
ca2_m,Healthy5,0.0018556982,calcium(2+)
cu2_m,Healthy5,0.0018556902,Cu2+
mn2_m,Healthy5,0.0018556819000000002,Mn2+
cobalt2_m,Healthy5,0.0018556585,Co2+
mg2_m,Healthy5,0.0018557385,magnesium
pnto_R_m,Healthy5,0.0011908622,(R)-Pantothenate
12dgr180_m,Healthy5,1.32819e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy5,0.00012741290000000001,Pyridoxamine
spmd_m,Healthy5,0.0007296398,Spermidine
thm_m,Healthy5,0.0007246982,Thiamin
pheme_m,Healthy5,0.00020865680000000002,Protoheme
sheme_m,Healthy5,0.0001350771,Siroheme
ocdcea_m,Healthy5,3.7080999999999997e-06,octadecenoate (n-C18:1)
q8_m,Healthy5,2.1455e-06,Ubiquinone-8
2dmmq8_m,Healthy5,1.8004e-06,2-Demethylmenaquinone 8
4abz_m,Healthy5,2.7954e-06,4-Aminobenzoate
indole_m,Healthy5,3.3573000000000005e-05,Indole
gthox_m,Healthy5,1e-06,Oxidized glutathione
thymd_m,Healthy5,1e-06,Thymidine
amylose300_m,Healthy5,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy5,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy5,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy5,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy5,1e-06,Adenosylcobalamin
xyl_D_m,Healthy5,6.5216e-06,aldehydo-D-xylose
mqn7_m,Healthy5,0.00014791390000000001,Menaquinone 7
pydx_m,Healthy5,0.00025771670000000003,Pyridoxal
pydxn_m,Healthy5,0.0002577483,Pyridoxine
ncam_m,Healthy5,0.006958648600000001,Nicotinamide
no2_m,Healthy5,0.0064519729,Nitrite
gly_m,Healthy5,0.0062809803,Glycine
phe_L_m,Healthy5,0.0068254927000000005,L-phenylalanine
thr_L_m,Healthy5,0.0055655421,L-threonine
ser_L_m,Healthy5,0.0072962507000000005,L-serine
ala_D_m,Healthy5,0.007133207700000001,D-alanine
ala_L_m,Healthy5,0.0071270211,L-alanine
asp_L_m,Healthy5,0.005370890200000001,L-aspartate(1-)
cys_L_m,Healthy5,0.0069772282,L-cysteine
glyc3p_m,Cancer8,0.0562658396,Glycerol 3-phosphate
cytd_m,Cancer8,0.06979305820000001,Cytidine
dcyt_m,Cancer8,0.06927455090000001,Deoxycytidine
cgly_m,Cancer8,0.0999999855,L-cysteinylglycine
amp_m,Cancer8,0.1000000191,AMP
nmn_m,Cancer8,0.0999999959,NMN
26dap_M_m,Cancer8,0.0999999758,"meso-2,6-Diaminoheptanedioate"
orn_m,Cancer8,0.09999987090000001,Ornithine
csn_m,Cancer8,0.0091915656,cytosine
acnam_m,Cancer8,0.0324939709,N-acetylneuraminate
gam_m,Cancer8,0.0085079532,D-Glucosamine
acgam_m,Cancer8,0.0111814965,N-acetyl-D-glucosamine
acmana_m,Cancer8,0.0114981241,N-acetyl-D-mannosamine
dgsn_m,Cancer8,0.0601625998,Deoxyguanosine
gsn_m,Cancer8,0.0620663563,Guanosine
metsox_S_L_m,Cancer8,0.0649225159,L-Methionine Sulfoxide
adn_m,Cancer8,0.0667044239,Adenosine
dad_2_m,Cancer8,0.0666041351,2-deoxyadenosine
ptrc_m,Cancer8,0.1000000226,Putrescine
uri_m,Cancer8,1e-06,Uridine
pi_m,Cancer8,0.0110366613,hydrogenphosphate
asn_L_m,Cancer8,0.022500000000000003,L-asparagine
lys_L_m,Cancer8,0.015,L-lysinium(1+)
gln_L_m,Cancer8,0.018000000000000002,L-glutamine
arg_L_m,Cancer8,0.0150002273,L-argininium(1+)
his_L_m,Cancer8,0.015000007800000001,L-histidine
ade_m,Cancer8,0.0088689127,Adenine
gua_m,Cancer8,0.0084049571,Guanine
tyr_L_m,Cancer8,0.004521668,L-tyrosine
ura_m,Cancer8,1e-06,uracil
ile_L_m,Cancer8,0.0039580017,L-isoleucine
leu_L_m,Cancer8,0.003209173,L-leucine
trp_L_m,Cancer8,0.008181980200000001,L-tryptophan
val_L_m,Cancer8,0.004072066,L-valine
glu_L_m,Cancer8,0.0041548642,L-glutamate(1-)
met_L_m,Cancer8,0.0042676457,L-methionine
pro_L_m,Cancer8,0.0042024599,L-proline
fol_m,Cancer8,0.0015091937,Folate
fe3_m,Cancer8,0.0019853134,Fe3+
fe2_m,Cancer8,0.0019679036000000002,Fe2+
k_m,Cancer8,0.0019440602000000001,potassium
cl_m,Cancer8,0.0019448536,Chloride
zn2_m,Cancer8,0.0019444793000000001,Zinc
ca2_m,Cancer8,0.0019447289,calcium(2+)
cu2_m,Cancer8,0.0019445618,Cu2+
mn2_m,Cancer8,0.0019445722000000002,Mn2+
cobalt2_m,Cancer8,0.0019445863,Co2+
mg2_m,Cancer8,0.0019447312000000002,magnesium
pnto_R_m,Cancer8,0.0020204574,(R)-Pantothenate
12dgr180_m,Cancer8,2.1779600000000004e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Cancer8,0.00012086260000000001,Pyridoxamine
spmd_m,Cancer8,0.0005672554,Spermidine
thm_m,Cancer8,0.0005644192,Thiamin
pheme_m,Cancer8,0.0003654024,Protoheme
sheme_m,Cancer8,0.0003799931,Siroheme
ocdcea_m,Cancer8,1e-06,octadecenoate (n-C18:1)
q8_m,Cancer8,3.8656e-06,Ubiquinone-8
2dmmq8_m,Cancer8,4.898699999999999e-06,2-Demethylmenaquinone 8
4abz_m,Cancer8,1e-06,4-Aminobenzoate
indole_m,Cancer8,4.5196000000000006e-05,Indole
gthox_m,Cancer8,1e-06,Oxidized glutathione
thymd_m,Cancer8,1e-06,Thymidine
amylose300_m,Cancer8,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Cancer8,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Cancer8,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Cancer8,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Cancer8,1e-06,Adenosylcobalamin
xyl_D_m,Cancer8,1e-06,aldehydo-D-xylose
mqn7_m,Cancer8,5.127710000000001e-05,Menaquinone 7
pydx_m,Cancer8,0.00020337370000000001,Pyridoxal
pydxn_m,Cancer8,0.0002040203,Pyridoxine
ncam_m,Cancer8,0.0036827322000000003,Nicotinamide
no2_m,Cancer8,0.0035508237,Nitrite
gly_m,Cancer8,0.0040248929,Glycine
phe_L_m,Cancer8,0.0039526458000000006,L-phenylalanine
thr_L_m,Cancer8,0.0044518757,L-threonine
ser_L_m,Cancer8,0.0048163272000000005,L-serine
ala_D_m,Cancer8,0.0048193784,D-alanine
ala_L_m,Cancer8,0.0048173917000000005,L-alanine
asp_L_m,Cancer8,0.004012041,L-aspartate(1-)
cys_L_m,Cancer8,0.0043931896,L-cysteine
glyc3p_m,Healthy3,0.0795790764,Glycerol 3-phosphate
cytd_m,Healthy3,0.053710400400000004,Cytidine
dcyt_m,Healthy3,0.0606325522,Deoxycytidine
cgly_m,Healthy3,0.10000000190000001,L-cysteinylglycine
amp_m,Healthy3,0.100000001,AMP
nmn_m,Healthy3,0.09999999920000001,NMN
26dap_M_m,Healthy3,0.10000000240000001,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy3,0.0999999974,Ornithine
csn_m,Healthy3,0.0046891642,cytosine
acnam_m,Healthy3,0.09174272060000001,N-acetylneuraminate
gam_m,Healthy3,0.011149104,D-Glucosamine
acgam_m,Healthy3,0.0449767357,N-acetyl-D-glucosamine
acmana_m,Healthy3,0.0470936714,N-acetyl-D-mannosamine
dgsn_m,Healthy3,0.0411311365,Deoxyguanosine
gsn_m,Healthy3,0.0341015706,Guanosine
metsox_S_L_m,Healthy3,0.07057542800000001,L-Methionine Sulfoxide
adn_m,Healthy3,0.0515694339,Adenosine
dad_2_m,Healthy3,0.059625242700000004,2-deoxyadenosine
ptrc_m,Healthy3,0.0999999984,Putrescine
uri_m,Healthy3,1e-06,Uridine
pi_m,Healthy3,0.0095366144,hydrogenphosphate
asn_L_m,Healthy3,0.022500000000000003,L-asparagine
lys_L_m,Healthy3,0.015,L-lysinium(1+)
gln_L_m,Healthy3,0.0179999993,L-glutamine
arg_L_m,Healthy3,0.014999995300000001,L-argininium(1+)
his_L_m,Healthy3,0.015000002,L-histidine
ade_m,Healthy3,0.0046027449000000005,Adenine
gua_m,Healthy3,0.0043148454000000004,Guanine
tyr_L_m,Healthy3,0.0045861946,L-tyrosine
ura_m,Healthy3,1e-06,uracil
ile_L_m,Healthy3,0.0042850633,L-isoleucine
leu_L_m,Healthy3,0.0029862824,L-leucine
trp_L_m,Healthy3,0.008182000200000001,L-tryptophan
val_L_m,Healthy3,0.0041428435,L-valine
glu_L_m,Healthy3,0.0046042595,L-glutamate(1-)
met_L_m,Healthy3,0.0051435968000000006,L-methionine
pro_L_m,Healthy3,0.0049991697,L-proline
fol_m,Healthy3,0.0018750180000000002,Folate
fe3_m,Healthy3,0.0022301172000000003,Fe3+
fe2_m,Healthy3,0.0021611245,Fe2+
k_m,Healthy3,0.0021948792,potassium
cl_m,Healthy3,0.0021948671,Chloride
zn2_m,Healthy3,0.0021948573000000002,Zinc
ca2_m,Healthy3,0.0021948631,calcium(2+)
cu2_m,Healthy3,0.0021948613,Cu2+
mn2_m,Healthy3,0.0021948619,Mn2+
cobalt2_m,Healthy3,0.0021948560000000002,Co2+
mg2_m,Healthy3,0.0021948554,magnesium
pnto_R_m,Healthy3,0.0020516894,(R)-Pantothenate
12dgr180_m,Healthy3,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy3,0.0001099235,Pyridoxamine
spmd_m,Healthy3,0.0006286791,Spermidine
thm_m,Healthy3,0.0006230566000000001,Thiamin
pheme_m,Healthy3,0.0005995391,Protoheme
sheme_m,Healthy3,0.0005957792,Siroheme
ocdcea_m,Healthy3,5.8106e-06,octadecenoate (n-C18:1)
q8_m,Healthy3,7.5613e-06,Ubiquinone-8
2dmmq8_m,Healthy3,7.5776999999999995e-06,2-Demethylmenaquinone 8
4abz_m,Healthy3,1e-06,4-Aminobenzoate
indole_m,Healthy3,4.444250000000001e-05,Indole
gthox_m,Healthy3,1e-06,Oxidized glutathione
thymd_m,Healthy3,1e-06,Thymidine
amylose300_m,Healthy3,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy3,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy3,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy3,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy3,1e-06,Adenosylcobalamin
xyl_D_m,Healthy3,1e-06,aldehydo-D-xylose
mqn7_m,Healthy3,7.4337e-06,Menaquinone 7
pydx_m,Healthy3,0.0002509324,Pyridoxal
pydxn_m,Healthy3,0.0002504957,Pyridoxine
ncam_m,Healthy3,0.0030760016000000003,Nicotinamide
no2_m,Healthy3,0.0028226636,Nitrite
gly_m,Healthy3,0.0035431953,Glycine
phe_L_m,Healthy3,0.0034803602,L-phenylalanine
thr_L_m,Healthy3,0.0044832480000000004,L-threonine
ser_L_m,Healthy3,0.0043954441000000006,L-serine
ala_D_m,Healthy3,0.0045658259,D-alanine
ala_L_m,Healthy3,0.0045649775,L-alanine
asp_L_m,Healthy3,0.0040951909,L-aspartate(1-)
cys_L_m,Healthy3,0.0043775770000000006,L-cysteine
