index,level,interaction,composite
1658,medium,FALSE,FALSE
1659,medium,FALSE,FALSE
1660,medium,FALSE,FALSE
1661,simple,FALSE,FALSE
1662,complex,FALSE,FALSE
1663,simple,FALSE,FALSE
1664,medium,FALSE,FALSE
1665,medium,FALSE,FALSE
1666,complex,FALSE,TRUE
1667,extracomplex,FALSE,TRUE
1668,complex,FALSE,FALSE
1669,complex,FALSE,FALSE
1670,complex,FALSE,FALSE
1671,complex,FALSE,FALSE
1672,complex,FALSE,FALSE
1673,complex,FALSE,FALSE
1674,complex,FALSE,FALSE
1675,complex,FALSE,FALSE
1676,complex,FALSE,FALSE
1677,complex,FALSE,FALSE
1678,complex,FALSE,FALSE
1679,medium,FALSE,FALSE
1680,complex,FALSE,FALSE
1681,medium,FALSE,FALSE
1682,medium,FALSE,FALSE
1683,complex,FALSE,TRUE
1684,extracomplex,FALSE,FALSE
1685,medium,FALSE,FALSE
1686,extracomplex,FALSE,FALSE
1687,complex,FALSE,FALSE
1688,complex,FALSE,FALSE
1689,simple,FALSE,FALSE
1690,medium,FALSE,FALSE
1691,complex,FALSE,FALSE
1692,simple,FALSE,FALSE
1693,simple,FALSE,FALSE
1694,complex,TRUE,FALSE
1695,complex,FALSE,FALSE
1696,complex,FALSE,FALSE
1697,complex,FALSE,TRUE
1698,complex,TRUE,TRUE
1699,extracomplex,FALSE,TRUE
1700,complex,FALSE,TRUE
1701,complex,FALSE,TRUE
1702,extracomplex,FALSE,FALSE
1703,medium,FALSE,FALSE
1704,extracomplex,FALSE,TRUE
1705,complex,FALSE,FALSE
1706,extracomplex,FALSE,FALSE
1707,simple,FALSE,FALSE
1708,medium,FALSE,TRUE
1709,medium,FALSE,TRUE
1710,complex,FALSE,FALSE
1711,complex,TRUE,FALSE
1712,complex,TRUE,FALSE
1713,complex,TRUE,FALSE
1714,complex,FALSE,FALSE
1715,complex,TRUE,FALSE
1716,complex,TRUE,FALSE
1717,complex,TRUE,FALSE
1718,complex,TRUE,FALSE
1719,medium,TRUE,FALSE
1720,complex,FALSE,FALSE
1721,extracomplex,FALSE,FALSE
1722,complex,FALSE,FALSE
1723,complex,FALSE,FALSE
1724,complex,FALSE,FALSE
1725,complex,FALSE,FALSE
1726,complex,FALSE,FALSE
1727,complex,FALSE,FALSE
1728,complex,FALSE,FALSE
1729,complex,FALSE,FALSE
1730,medium,FALSE,FALSE
1731,medium,FALSE,FALSE
1732,medium,FALSE,FALSE
1733,medium,FALSE,FALSE
1734,complex,FALSE,FALSE
1735,complex,FALSE,FALSE
1736,complex,TRUE,FALSE
1737,complex,FALSE,FALSE
1738,medium,FALSE,FALSE
1739,medium,FALSE,FALSE
1740,medium,FALSE,FALSE
1741,medium,FALSE,FALSE
1742,medium,FALSE,FALSE
1743,medium,FALSE,FALSE
1744,medium,FALSE,FALSE
1745,medium,FALSE,FALSE
1746,medium,FALSE,FALSE
1747,medium,FALSE,FALSE
1748,medium,FALSE,FALSE
1749,medium,FALSE,FALSE
1750,medium,FALSE,FALSE
1751,complex,FALSE,FALSE
1752,medium,FALSE,FALSE
1753,simple,FALSE,FALSE
1754,medium,FALSE,FALSE
1755,complex,FALSE,FALSE
1756,simple,FALSE,FALSE
1757,simple,FALSE,FALSE
1758,medium,FALSE,FALSE
1759,simple,FALSE,FALSE
1760,simple,FALSE,FALSE
1761,medium,FALSE,FALSE
1762,medium,FALSE,FALSE
1763,medium,FALSE,FALSE
1764,medium,FALSE,FALSE
1765,medium,FALSE,FALSE
1766,medium,FALSE,FALSE
1767,medium,FALSE,FALSE
1768,medium,FALSE,FALSE
1769,medium,FALSE,FALSE
1770,medium,FALSE,FALSE
1771,medium,FALSE,FALSE
1772,medium,FALSE,FALSE
1773,medium,FALSE,FALSE
1774,medium,FALSE,FALSE
1775,medium,FALSE,FALSE
1776,extracomplex,FALSE,TRUE
1777,complex,FALSE,FALSE
1778,complex,FALSE,FALSE
1779,medium,FALSE,FALSE
1780,complex,FALSE,TRUE
1781,complex,FALSE,FALSE
1782,complex,FALSE,FALSE
1783,complex,FALSE,FALSE
1784,medium,FALSE,FALSE
1785,extracomplex,FALSE,TRUE
1786,complex,TRUE,TRUE
1787,complex,TRUE,TRUE
1788,complex,TRUE,TRUE
1789,complex,FALSE,FALSE
1790,extracomplex,FALSE,TRUE
1791,extracomplex,FALSE,TRUE
1792,extracomplex,FALSE,FALSE
1793,extracomplex,FALSE,FALSE
1794,extracomplex,FALSE,FALSE
1795,extracomplex,FALSE,FALSE
1796,extracomplex,FALSE,FALSE
1797,extracomplex,TRUE,FALSE
1798,extracomplex,TRUE,FALSE
1799,extracomplex,TRUE,TRUE
1800,extracomplex,TRUE,FALSE
1801,extracomplex,TRUE,FALSE
1802,extracomplex,TRUE,TRUE
1803,extracomplex,TRUE,FALSE
1804,extracomplex,TRUE,FALSE
1805,extracomplex,TRUE,TRUE
1806,extracomplex,TRUE,FALSE
1807,extracomplex,TRUE,FALSE
1808,extracomplex,TRUE,FALSE
1809,extracomplex,TRUE,FALSE
1810,extracomplex,TRUE,FALSE
1811,extracomplex,TRUE,FALSE
1812,extracomplex,TRUE,TRUE
1813,extracomplex,TRUE,FALSE
1814,extracomplex,TRUE,FALSE
1815,extracomplex,TRUE,TRUE
1816,extracomplex,TRUE,TRUE
1817,extracomplex,TRUE,TRUE
1818,extracomplex,FALSE,TRUE
1819,extracomplex,TRUE,FALSE
1820,extracomplex,TRUE,FALSE
1821,complex,FALSE,FALSE
1822,extracomplex,FALSE,TRUE
1823,extracomplex,FALSE,TRUE
1824,extracomplex,TRUE,FALSE
1825,extracomplex,FALSE,TRUE
1826,extracomplex,FALSE,TRUE
1827,extracomplex,TRUE,FALSE
1828,extracomplex,TRUE,FALSE
1829,simple,FALSE,FALSE
1830,complex,TRUE,FALSE
1831,medium,FALSE,FALSE
1832,extracomplex,TRUE,FALSE
1833,extracomplex,TRUE,FALSE
1834,extracomplex,TRUE,FALSE
1835,extracomplex,TRUE,FALSE
1836,extracomplex,TRUE,TRUE
1837,complex,TRUE,FALSE
1838,complex,TRUE,FALSE
1839,extracomplex,TRUE,TRUE
1840,extracomplex,TRUE,FALSE
1841,complex,TRUE,TRUE
1842,extracomplex,TRUE,TRUE
1843,complex,TRUE,FALSE
1844,extracomplex,TRUE,TRUE
1845,extracomplex,TRUE,TRUE
1846,complex,TRUE,FALSE
1847,extracomplex,FALSE,TRUE
1848,extracomplex,FALSE,TRUE
1849,extracomplex,FALSE,TRUE
1850,extracomplex,FALSE,TRUE
1851,extracomplex,FALSE,TRUE
1852,extracomplex,FALSE,TRUE
1853,extracomplex,FALSE,TRUE
1854,extracomplex,FALSE,TRUE
1855,extracomplex,FALSE,TRUE
1856,extracomplex,TRUE,FALSE
1857,extracomplex,TRUE,FALSE
1858,extracomplex,TRUE,FALSE
1859,extracomplex,TRUE,FALSE
1860,extracomplex,TRUE,FALSE
1861,extracomplex,TRUE,TRUE
1862,extracomplex,TRUE,TRUE
1863,extracomplex,TRUE,TRUE
1864,extracomplex,TRUE,TRUE
1865,extracomplex,TRUE,TRUE
1866,extracomplex,TRUE,TRUE
1867,extracomplex,TRUE,TRUE
1868,extracomplex,TRUE,TRUE
1869,extracomplex,FALSE,TRUE
1870,extracomplex,FALSE,TRUE
1871,complex,TRUE,FALSE
1872,extracomplex,TRUE,TRUE
1873,extracomplex,TRUE,TRUE
1874,medium,FALSE,FALSE
1875,complex,TRUE,FALSE
1876,extracomplex,TRUE,TRUE
1877,extracomplex,TRUE,TRUE
1878,extracomplex,TRUE,TRUE
1879,extracomplex,TRUE,TRUE
1880,extracomplex,TRUE,TRUE
1881,extracomplex,TRUE,TRUE
1882,extracomplex,TRUE,TRUE
1883,complex,FALSE,FALSE
1884,extracomplex,FALSE,FALSE
1885,extracomplex,TRUE,FALSE
1886,extracomplex,FALSE,FALSE
1887,extracomplex,TRUE,TRUE
1888,extracomplex,TRUE,TRUE
1889,extracomplex,TRUE,TRUE
1890,extracomplex,TRUE,TRUE
1891,extracomplex,TRUE,FALSE
1892,extracomplex,TRUE,FALSE
1893,extracomplex,TRUE,TRUE
1894,extracomplex,TRUE,FALSE
1895,complex,FALSE,TRUE
1896,complex,TRUE,FALSE
1897,extracomplex,TRUE,TRUE
1898,complex,TRUE,FALSE
1899,extracomplex,TRUE,TRUE
1900,extracomplex,TRUE,TRUE
1901,extracomplex,TRUE,TRUE
1902,extracomplex,TRUE,TRUE
1903,extracomplex,TRUE,TRUE
1904,extracomplex,TRUE,TRUE
1905,extracomplex,TRUE,TRUE
1906,extracomplex,TRUE,TRUE
1907,extracomplex,TRUE,TRUE
1908,extracomplex,TRUE,TRUE
1909,extracomplex,TRUE,TRUE
1910,extracomplex,TRUE,TRUE
1911,extracomplex,TRUE,TRUE
1912,extracomplex,TRUE,TRUE
1913,extracomplex,TRUE,TRUE
1914,extracomplex,TRUE,TRUE
1915,extracomplex,TRUE,TRUE
1916,extracomplex,TRUE,TRUE
1917,complex,FALSE,FALSE
1918,extracomplex,TRUE,TRUE
1919,extracomplex,TRUE,TRUE
1920,extracomplex,TRUE,TRUE
1921,extracomplex,FALSE,FALSE
1922,extracomplex,TRUE,FALSE
1923,extracomplex,TRUE,FALSE
1924,extracomplex,TRUE,FALSE
1925,extracomplex,TRUE,FALSE
1926,extracomplex,FALSE,FALSE
1927,extracomplex,FALSE,TRUE
1928,extracomplex,FALSE,TRUE
1929,extracomplex,TRUE,TRUE
1930,extracomplex,FALSE,TRUE
1931,extracomplex,FALSE,TRUE
1932,complex,TRUE,FALSE
1933,extracomplex,TRUE,FALSE
1934,extracomplex,TRUE,FALSE
1935,extracomplex,TRUE,FALSE
1936,extracomplex,TRUE,TRUE
1937,extracomplex,TRUE,TRUE
1938,extracomplex,TRUE,TRUE
1939,complex,TRUE,FALSE
1940,complex,TRUE,FALSE
1941,extracomplex,TRUE,FALSE
1942,extracomplex,TRUE,FALSE
1943,extracomplex,TRUE,TRUE
1944,extracomplex,TRUE,FALSE
1945,complex,FALSE,TRUE
1946,complex,TRUE,TRUE
1947,extracomplex,TRUE,TRUE
1948,extracomplex,TRUE,TRUE
1949,complex,TRUE,FALSE
1950,extracomplex,FALSE,FALSE
1951,medium,FALSE,FALSE
1952,medium,TRUE,FALSE
1953,extracomplex,TRUE,TRUE
1954,extracomplex,TRUE,TRUE
1955,extracomplex,TRUE,TRUE
1956,extracomplex,TRUE,TRUE
1957,extracomplex,TRUE,TRUE
1958,extracomplex,TRUE,TRUE
1959,extracomplex,TRUE,TRUE
1960,extracomplex,TRUE,TRUE
1961,extracomplex,TRUE,TRUE
1962,extracomplex,TRUE,TRUE
1963,extracomplex,TRUE,TRUE
1964,extracomplex,TRUE,TRUE
1965,extracomplex,TRUE,TRUE
1966,extracomplex,TRUE,TRUE
1967,extracomplex,TRUE,TRUE
1968,extracomplex,TRUE,TRUE
1969,extracomplex,TRUE,TRUE
1970,extracomplex,TRUE,TRUE
1971,extracomplex,TRUE,TRUE
1972,simple,FALSE,FALSE
1973,simple,TRUE,FALSE
1974,complex,FALSE,FALSE
1975,medium,TRUE,FALSE
1976,medium,TRUE,FALSE
1977,simple,TRUE,FALSE
1978,medium,FALSE,FALSE
1979,medium,TRUE,FALSE
1980,medium,TRUE,FALSE
