sentences,axes,ptypes,scores,dnames
Could you elucidate the differential in aggregate electoral participation between the party with the maximum and the party with the minimum total votes?,Non-technical-Technical,compositional-nonvisual,5,wikitables-200|28_0
Could you clarify the disparity in total votes between the party with the highest and the party with the lowest count?,Colloquial-Standard,compositional-nonvisual,4,wikitables-200|28_0
Please provide the exact number of voters difference between the party with the highest and lowest total voters.,Implicit-Explicit,compositional-nonvisual,5,wikitables-200|28_0
Any idea about the biggest district in terms of area?,Implicit-Explicit,compositional-nonvisual,1,wikitables-200|33_0
"I'm wondering, could it be possible that one district has a larger area size than the others?",Subjective-Objective,compositional-nonvisual,2,wikitables-200|33_0
Can you tell me which district has the largest area?,Implicit-Explicit,compositional-nonvisual,3,wikitables-200|33_0
Could we determine which district has the largest area size?,Subjective-Objective,compositional-nonvisual,4,wikitables-200|33_0
What is the greatest area size among all districts?,Colloquial-Standard,compositional-nonvisual,4,wikitables-200|33_0
Which area has the longest line in the graph?,Non-technical-Technical,lookup-visual,2,wikitables-200|33_0
Can you figure out which bar in the chart seems to stretch out more than the others?,Implicit-Explicit,compositional-visual,2,wikitables-200|33_0
Please identify the longest bar in the chart.,Subjective-Objective,compositional-visual,5,wikitables-200|33_0
Can you tell me the population of the district with the most people?,Colloquial-Standard,lookup-nonvisual,3,wikitables-200|33_1
"I'm wondering, which district do you think has the most people living in it?",Subjective-Objective,lookup-nonvisual,2,wikitables-200|33_1
Do you know about the district where the most people live?,Implicit-Explicit,lookup-nonvisual,1,wikitables-200|33_1
Please provide the population data for the district with the highest population.,Subjective-Objective,lookup-nonvisual,5,wikitables-200|33_1
What's the number of people in the most crowded district?,Colloquial-Standard,lookup-nonvisual,1,wikitables-200|33_1
Could you clarify the population disparity between the district with the highest population and the one with the lowest?,Colloquial-Standard,compositional-nonvisual,4,wikitables-200|33_1
Can you provide the population difference between the district with the highest population and the district with the lowest population?,Subjective-Objective,compositional-nonvisual,4,wikitables-200|33_1
What's the population gap between the district with the most people and the one with the fewest?,Subjective-Objective,compositional-nonvisual,3,wikitables-200|33_1
Would you be able to ascertain which bar in the chart is of the greatest length?,Colloquial-Standard,lookup-visual,5,wikitables-200|33_1
Can you identify the bar that appears to be the longest on the chart?,Implicit-Explicit,lookup-visual,3,wikitables-200|33_1
Can you tell me how many people live in the most crowded place?,Non-technical-Technical,lookup-nonvisual,2,wikitables-201|11
Do you know the number of people living in the most crowded place on earth?,Implicit-Explicit,lookup-nonvisual,1,wikitables-201|11
Could you inform me of the population in the region with the highest number of inhabitants?,Colloquial-Standard,lookup-nonvisual,4,wikitables-201|11
"I'm wondering, which region do you think has the most people?",Subjective-Objective,lookup-nonvisual,2,wikitables-201|11
Any idea where most people live?,Implicit-Explicit,compositional-nonvisual,1,wikitables-201|11
What area has the highest number of people?,Non-technical-Technical,compositional-nonvisual,3,wikitables-201|11
Where's the most people at?,Colloquial-Standard,compositional-nonvisual,1,wikitables-201|11
Do you know the region with the most people?,Implicit-Explicit,compositional-nonvisual,3,wikitables-201|11
Can you guess the place with the most people?,Implicit-Explicit,compositional-nonvisual,2,wikitables-201|11
"I've been wondering, which region do you reckon has the most people living in it?",Subjective-Objective,compositional-nonvisual,2,wikitables-201|11
In which geographical region is the population count at its maximum?,Non-technical-Technical,compositional-nonvisual,5,wikitables-201|11
What is the region with the highest population?,Implicit-Explicit,compositional-nonvisual,5,wikitables-201|11
Can you tell me the region with the highest population?,Implicit-Explicit,compositional-nonvisual,4,wikitables-201|11
Where do the most people live?,Non-technical-Technical,compositional-nonvisual,1,wikitables-201|11
Where do the most people live?,Colloquial-Standard,compositional-nonvisual,3,wikitables-201|11
How long's the biggest name?,Colloquial-Standard,lookup-nonvisual,1,wikitables-201|46
What is the character count of the name with the maximum length?,Non-technical-Technical,lookup-nonvisual,4,wikitables-201|46
Please provide the length of the longest name.,Implicit-Explicit,lookup-nonvisual,5,wikitables-201|46
Can you provide the length of the longest name?,Subjective-Objective,lookup-nonvisual,4,wikitables-201|46
What is the differential in the number of alphanumeric characters between the name with the maximum length and the name with the minimum length?,Non-technical-Technical,compositional-nonvisual,5,wikitables-201|46
Could you quantify the difference in character count between the longest and shortest name?,Non-technical-Technical,compositional-nonvisual,3,wikitables-201|46
Can you tell me how much longer the longest name is compared to the shortest one?,Non-technical-Technical,compositional-nonvisual,2,wikitables-201|46
"I'm curious, how much longer do you think the longest name is than the shortest one?",Subjective-Objective,compositional-nonvisual,2,wikitables-201|46
How do the lengths of the names compare?,Implicit-Explicit,compositional-nonvisual,2,wikitables-201|46
How much longer is the biggest name than the smallest one?,Non-technical-Technical,compositional-nonvisual,1,wikitables-201|46
I'm really curious to know which country is lucky enough to have the most number of amphibians. Isn't it fascinating?,Subjective-Objective,compositional-nonvisual,1,wikitables-201|8_0
Which country is home to the highest number of amphibians?,Non-technical-Technical,compositional-nonvisual,3,wikitables-201|8_0
What is the maximum quantity of amphibians and to which country do they pertain?,Colloquial-Standard,compositional-nonvisual,5,wikitables-201|8_0
"I wonder which country has the privilege of being home to the most amphibians. It's quite interesting, don't you think?",Subjective-Objective,compositional-nonvisual,2,wikitables-201|8_0
What's the biggest number of frogs 'n stuff and where's it at?,Colloquial-Standard,compositional-nonvisual,1,wikitables-201|8_0
In which geographical location can we find the highest concentration of amphibian species?,Non-technical-Technical,compositional-nonvisual,4,wikitables-201|8_0
Please provide the data on the country with the highest number of amphibians.,Subjective-Objective,compositional-nonvisual,5,wikitables-201|8_0
What is the greatest number of amphibians and which country are they found in?,Colloquial-Standard,compositional-nonvisual,4,wikitables-201|8_0
Can you guess the place with the most variety of frogs and toads?,Implicit-Explicit,compositional-nonvisual,2,wikitables-201|8_0
What's the highest number of amphibians and which country are they in?,Colloquial-Standard,compositional-nonvisual,3,wikitables-201|8_0
Know which place's got the most birds?,Colloquial-Standard,lookup-nonvisual,1,wikitables-201|8_1
Can you tell me which country is home to the greatest bird population?,Non-technical-Technical,lookup-nonvisual,3,wikitables-201|8_1
It would be interesting to know the country with the maximum number of bird species.,Subjective-Objective,compositional-nonvisual,4,wikitables-201|8_1
Can anyone tell me which country has the highest number of birds?,Subjective-Objective,compositional-nonvisual,3,wikitables-201|8_1
What's the biggest number of birds and where's that?,Colloquial-Standard,compositional-nonvisual,2,wikitables-201|8_1
What's the most birds you can find in one place and where's that at?,Colloquial-Standard,compositional-nonvisual,1,wikitables-201|8_1
Do you know where we might find the most birds?,Implicit-Explicit,compositional-nonvisual,1,wikitables-201|8_1
Can you tell me which country has the highest bird population?,Implicit-Explicit,compositional-nonvisual,4,wikitables-201|8_1
Where are the most birds and what country is that in?,Non-technical-Technical,compositional-nonvisual,1,wikitables-201|8_1
"I'm really curious to know, which country do you think has the most birds? It's fascinating, isn't it?",Subjective-Objective,compositional-nonvisual,1,wikitables-201|8_1
Please provide the exact number of votes received by the candidate who got the most votes.,Implicit-Explicit,lookup-nonvisual,5,wikitables-202|271_0
How many votes did the candidate who was leading the polls get?,Subjective-Objective,lookup-nonvisual,3,wikitables-202|271_0
How many votes did the most popular candidate get?,Non-technical-Technical,lookup-nonvisual,2,wikitables-202|271_0
Who got the most votes?,Colloquial-Standard,compositional-nonvisual,1,wikitables-202|271_0
Who got the most votes?,Non-technical-Technical,compositional-nonvisual,1,wikitables-202|271_0
Who do you think was the most popular candidate and got the most votes?,Subjective-Objective,compositional-nonvisual,1,wikitables-202|271_0
Which candidate was the beneficiary of the maximal numerical aggregation of electoral votes?,Non-technical-Technical,compositional-nonvisual,5,wikitables-202|271_0
Do you know who might have gotten the most votes in the election?,Implicit-Explicit,compositional-nonvisual,3,wikitables-202|271_0
Can you guess who might have been the popular choice in the election?,Implicit-Explicit,compositional-nonvisual,2,wikitables-202|271_0
Who was the candidate that garnered the highest number of votes?,Non-technical-Technical,compositional-nonvisual,3,wikitables-202|271_0
Who do you reckon got the most votes in the election?,Subjective-Objective,lookup-nonvisual,2,wikitables-202|271_1
Who do you think was the most popular candidate in the election?,Subjective-Objective,lookup-nonvisual,1,wikitables-202|271_1
Can you tell me who got the most votes?,Colloquial-Standard,lookup-nonvisual,3,wikitables-202|271_1
Any idea who might have been the crowd's favorite in the voting?,Implicit-Explicit,lookup-nonvisual,2,wikitables-202|271_1
What is the numerical difference in vote percentage between the candidate with the highest and lowest number of votes?,Subjective-Objective,compositional-nonvisual,5,wikitables-202|271_1
"What is the quantitative discrepancy, expressed as a percentage, between the candidate who amassed the maximum number of votes and the candidate who accumulated the minimum?",Non-technical-Technical,compositional-nonvisual,5,wikitables-202|271_1
What's the percent difference between the candidate who got the most votes and the one who got the least?,Colloquial-Standard,compositional-nonvisual,2,wikitables-202|271_1
What's the percentage difference in votes between the candidate who received the most and the one who received the least?,Implicit-Explicit,compositional-nonvisual,4,wikitables-202|271_1
How much more votes did the top guy get than the one who got the least?,Colloquial-Standard,compositional-nonvisual,1,wikitables-202|271_1
Could you clarify the percentage disparity in votes between the candidate with the highest tally and the one with the lowest?,Colloquial-Standard,compositional-nonvisual,4,wikitables-202|271_1
Can you tell me the airport that had the highest number of passengers?,Implicit-Explicit,lookup-nonvisual,4,wikitables-202|48
"I'm curious, which airport do you think was the busiest with passengers?",Subjective-Objective,lookup-nonvisual,1,wikitables-202|48
Please provide the numerical difference in passengers between the airport with the highest and lowest traffic.,Implicit-Explicit,compositional-nonvisual,5,wikitables-202|48
Can you compare the passenger numbers at the busiest and least busy airports?,Implicit-Explicit,compositional-nonvisual,3,wikitables-202|48
What's the difference in passenger numbers between the busiest and least busy airports?,Non-technical-Technical,compositional-nonvisual,3,wikitables-202|48
Please provide the difference in passenger count between the airport with the highest and lowest traffic.,Subjective-Objective,compositional-nonvisual,5,wikitables-202|48
Could you elucidate the discrepancy in the quantity of passengers accommodated between the airport with the maximum and the one with the minimum throughput?,Colloquial-Standard,compositional-nonvisual,5,wikitables-202|48
Can you tell me the difference in how many people go through the busiest and least busy airports?,Non-technical-Technical,compositional-nonvisual,2,wikitables-202|48
Can you tell me which airport has the longest bar in the chart?,Colloquial-Standard,lookup-visual,3,wikitables-202|48
Could you identify the airport with the longest bar in the chart?,Colloquial-Standard,lookup-visual,4,wikitables-202|48
What is the data on the team in the Central Division with the highest number of wins?,Subjective-Objective,lookup-nonvisual,5,wikitables-202|59_0
Who do you think is the best team in the Central Division? I bet they've won the most games.,Subjective-Objective,lookup-nonvisual,1,wikitables-202|59_0
"Do you know the highest number of wins a Central Division team has ever had, and which team it was?",Colloquial-Standard,compositional-nonvisual,2,wikitables-202|59_0
What is the maximum quantity of victories accrued by a team in the Central Division and identify the team that has achieved this record?,Non-technical-Technical,compositional-nonvisual,5,wikitables-202|59_0
Can you tell me which team from the Central Division has the highest number of wins?,Implicit-Explicit,compositional-nonvisual,3,wikitables-202|59_0
Which team in the Central Division has the highest win count and what is the exact number of those wins?,Non-technical-Technical,compositional-nonvisual,4,wikitables-202|59_0
Which team in the Central Division has won the most games and how many games did they win?,Non-technical-Technical,compositional-nonvisual,1,wikitables-202|59_0
Can anyone tell me which team in the Central Division has the most wins? I'm interested to know.,Subjective-Objective,compositional-nonvisual,3,wikitables-202|59_0
Can you tell me the team with the most losses in the Central Division?,Implicit-Explicit,lookup-nonvisual,3,wikitables-202|59_1
Who in the Central Division has lost the most games?,Non-technical-Technical,lookup-nonvisual,2,wikitables-202|59_1
I would like to inquire as to which team within the Central Division has recorded the greatest number of losses.,Colloquial-Standard,lookup-nonvisual,5,wikitables-202|59_1
The team with the highest number of losses in the Central Division can be determined by examining the current season's statistics.,Subjective-Objective,lookup-nonvisual,5,wikitables-202|59_1
What's the loss limit for a Central Division team?,Implicit-Explicit,compositional-nonvisual,4,wikitables-202|59_1
Do you think there's a team in the Central Division that's lost more games than anyone else?,Subjective-Objective,compositional-nonvisual,1,wikitables-202|59_1
What is the highest number of losses a team in the Central Division can have?,Colloquial-Standard,compositional-nonvisual,3,wikitables-202|59_1
Please provide the maximum number of losses a Central Division team can have.,Implicit-Explicit,compositional-nonvisual,5,wikitables-202|59_1
Which bar's the longest on the chart?,Colloquial-Standard,compositional-visual,2,wikitables-202|59_1
