sentences,axes,axes2,ptypes,scores,scores2,dnames
Could you please provide the total yield of barley from Manchuria and Glabron?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,4,2,vega-lite-example-gallery|stacked_bar_h
Could you tell me the total amount of barley from Manchuria and Glabron?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,1,4,vega-lite-example-gallery|stacked_bar_h
May I inquire about the combined yield of the Manchuria and Glabron barley varieties?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,4,5,vega-lite-example-gallery|stacked_bar_h
"You want to know the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,5,2,vega-lite-example-gallery|stacked_bar_h
Do you know the total yield of barley from Manchuria and Glabron?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,5,vega-lite-example-gallery|stacked_bar_h
Can you tell me the total yield of barley from Manchuria and Glabron?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,3,2,vega-lite-example-gallery|stacked_bar_h
What is the combined yield of the Manchuria and Glabron barley types?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,2,vega-lite-example-gallery|stacked_bar_h
"You're asking about the combined yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,1,4,vega-lite-example-gallery|stacked_bar_h
Please provide the exact total yield of barley from Manchuria and Glabron.,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,5,4,vega-lite-example-gallery|stacked_bar_h
Please provide the exact combined yield of barley from both Manchuria and Glabron varieties.,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,5,2,vega-lite-example-gallery|stacked_bar_h
"You're interested in the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,3,2,vega-lite-example-gallery|stacked_bar_h
"You're asking about the total yield of Manchuria and Glabron barley, right?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,4,5,vega-lite-example-gallery|stacked_bar_h
What's the combined yield of Manchuria and Glabron barley?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,4,vega-lite-example-gallery|stacked_bar_h
"You're asking about the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,4,1,vega-lite-example-gallery|stacked_bar_h
What is the exact sum of the yields of the Manchuria and Glabron barley?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,5,5,vega-lite-example-gallery|stacked_bar_h
What is the combined yield of the Manchuria and Glabron barley varieties?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,4,vega-lite-example-gallery|stacked_bar_h
"You want to know the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,5,5,vega-lite-example-gallery|stacked_bar_h
What do you think is the cumulative yield of the Manchuria and Glabron barley cultivars?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,5,vega-lite-example-gallery|stacked_bar_h
"You're asking about the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,3,4,vega-lite-example-gallery|stacked_bar_h
Please provide the exact total yield of barley from Manchuria and Glabron.,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,5,5,vega-lite-example-gallery|stacked_bar_h
Could you provide the aggregate yield of the Manchuria and Glabron barley cultivars?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,4,vega-lite-example-gallery|stacked_bar_h
What's the factual sum of the yields of the Manchuria and Glabron barley?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,4,5,vega-lite-example-gallery|stacked_bar_h
"You're asking about the total yield of Manchuria and Glabron barley, correct?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,3,5,vega-lite-example-gallery|stacked_bar_h
What is the precise total yield of the Manchuria and Glabron barley?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,5,2,vega-lite-example-gallery|stacked_bar_h
What's the sum of the yields from Manchuria and Glabron barley?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,1,3,vega-lite-example-gallery|stacked_bar_h
How much barley do Manchuria and Glabron give us altogether?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,1,vega-lite-example-gallery|stacked_bar_h
"I hypothesize that the bar representing the Manchuria variety of barley is of significant length, what's your opinion?",Non-technical-Technical,Subjective-Objective,lookup-visual,1,5,vega-lite-example-gallery|stacked_bar_h
"The length of the Manchuria barley bar is long, can you verify this?",Subjective-Objective,Implicit-Explicit,lookup-visual,3,5,vega-lite-example-gallery|stacked_bar_h
Could you specify the exact length of the bar representing the Manchuria variety of barley?,Colloquial-Standard,Implicit-Explicit,lookup-visual,4,5,vega-lite-example-gallery|stacked_bar_h
"I think the Manchuria barley bar is long, can you confirm?",Subjective-Objective,Implicit-Explicit,lookup-visual,4,1,vega-lite-example-gallery|stacked_bar_h
"I feel like the bar for the Manchuria barley is pretty long, don't you think?",Subjective-Objective,Implicit-Explicit,lookup-visual,1,1,vega-lite-example-gallery|stacked_bar_h
Can you estimate the length of the bar representing the Manchuria variety of barley?,Non-technical-Technical,Implicit-Explicit,lookup-visual,2,5,vega-lite-example-gallery|stacked_bar_h
Can you tell me exactly how long the line for the Manchuria barley is?,Non-technical-Technical,Implicit-Explicit,lookup-visual,4,1,vega-lite-example-gallery|stacked_bar_h
Could you provide the exact measurement of the bar representing the Manchuria variety of barley?,Colloquial-Standard,Subjective-Objective,lookup-visual,5,4,vega-lite-example-gallery|stacked_bar_h
What is the length of the bar representing the Manchuria variety of barley?,Non-technical-Technical,Implicit-Explicit,lookup-visual,3,5,vega-lite-example-gallery|stacked_bar_h
"From my perspective, the Manchuria barley bar appears long, do you see it the same way?",Subjective-Objective,Implicit-Explicit,lookup-visual,2,2,vega-lite-example-gallery|stacked_bar_h
"I'm under the impression that the Manchuria barley bar is quite lengthy, wouldn't you agree?",Subjective-Objective,Implicit-Explicit,lookup-visual,2,1,vega-lite-example-gallery|stacked_bar_h
Please provide the exact measurement of the bar representing the Manchuria barley variety.,Non-technical-Technical,Implicit-Explicit,lookup-visual,5,4,vega-lite-example-gallery|stacked_bar_h
Can you estimate the length of the bar representing the Manchuria variety of barley?,Colloquial-Standard,Implicit-Explicit,lookup-visual,2,5,vega-lite-example-gallery|stacked_bar_h
Could you ascertain the exact length of the bar representing the Manchuria variety of barley?,Colloquial-Standard,Subjective-Objective,lookup-visual,3,5,vega-lite-example-gallery|stacked_bar_h
"I reckon that bar for the Manchuria barley's pretty long, don't you think?",Colloquial-Standard,Subjective-Objective,lookup-visual,2,1,vega-lite-example-gallery|stacked_bar_h
Can you tell me how long the bar is for the Manchuria barley?,Colloquial-Standard,Non-technical-Technical,lookup-visual,1,2,vega-lite-example-gallery|stacked_bar_h
Can you provide the length of the bar representing the Manchuria barley?,Colloquial-Standard,Subjective-Objective,lookup-visual,3,3,vega-lite-example-gallery|stacked_bar_h
Can you give me an idea of the length of the line for the Manchuria barley?,Non-technical-Technical,Implicit-Explicit,lookup-visual,2,1,vega-lite-example-gallery|stacked_bar_h
Could you tell me the length of the bar for the Manchuria type of barley?,Colloquial-Standard,Non-technical-Technical,lookup-visual,2,3,vega-lite-example-gallery|stacked_bar_h
Can you provide the combined length of the bars for the Manchuria and Glabron barley?,Non-technical-Technical,Subjective-Objective,compositional-visual,4,2,vega-lite-example-gallery|stacked_bar_h
Please calculate the combined length of the bars representing the Manchuria and Glabron varieties of barley.,Colloquial-Standard,Implicit-Explicit,compositional-visual,5,2,vega-lite-example-gallery|stacked_bar_h
Please provide the total length of the bars representing the Manchuria and Glabron barley varieties.,Colloquial-Standard,Non-technical-Technical,compositional-visual,3,5,vega-lite-example-gallery|stacked_bar_h
Could you tell me how many days it rained?,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,3,2,vega-lite-example-gallery|stacked_bar_weather
Can you provide the count of rainy days?,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,4,2,vega-lite-example-gallery|stacked_bar_weather
Which climatic phenomenon is most recurrent?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,4,vega-lite-example-gallery|stacked_bar_weather
The most common weather type needs to be identified.,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,2,5,vega-lite-example-gallery|stacked_bar_weather
What meteorological condition has the highest frequency of occurrence?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,5,4,vega-lite-example-gallery|stacked_bar_weather
Which weather do we have the most?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,1,vega-lite-example-gallery|stacked_bar_weather
Which type of weather is most commonly observed?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,5,vega-lite-example-gallery|stacked_bar_weather
What climatological phenomenon is most commonly documented?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,5,vega-lite-example-gallery|stacked_bar_weather
What climatic phenomenon do we experience most often?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,4,4,vega-lite-example-gallery|stacked_bar_weather
What's the weather we see the most?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,1,vega-lite-example-gallery|stacked_bar_weather
Could you tell me the number of deaths in 2000?,Colloquial-Standard,Subjective-Objective,lookup-nonvisual,3,2,wikitables-200|10_0
Could you tell me the years with the highest and lowest number of fatalities?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,3,wikitables-200|10_0
"Can you tell me, objectively, which years had the most and least deaths?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,3,2,wikitables-200|10_0
I posit that it's crucial to identify the temporal distribution of the maximum and minimum mortality indices.,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,5,wikitables-200|10_0
Specify the years with the maximum and minimum mortality incidence.,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,5,4,wikitables-200|10_0
In which years did we see the peak and trough in mortality rates?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,3,1,wikitables-200|10_0
Can you tell me which years had the most and least people passing away?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,3,1,wikitables-200|10_0
Could you please elucidate the years with the highest and lowest mortality indices?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,5,wikitables-200|10_0
Could you determine the length of the bar representing the year 2000 on the x-axis?,Colloquial-Standard,Subjective-Objective,lookup-visual,3,5,wikitables-200|10_0
I request the total cost of the highest-priced service in 2012/13.,Colloquial-Standard,Non-technical-Technical,lookup-nonvisual,2,5,wikitables-200|25_0
Can you confirm the total cost of the most expensive service in 2012/13?,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,4,3,wikitables-200|25_0
Provide the expenditure for the service with the highest cost in 2012/13.,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,5,4,wikitables-200|25_0
Do you know the cost of the most expensive service we had in 2012/13?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,3,1,wikitables-200|25_0
Can you tell me the exact financial expenditure for the highest echelon service in the fiscal year 2012/13?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,4,5,wikitables-200|25_0
Please provide the exact total cost of the highest priced service in the fiscal year 2012/13.,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,5,1,wikitables-200|25_0
Identify the service that had the maximum fiscal outlay in the fiscal year 2012/13.,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,5,4,wikitables-200|25_0
Which service had the highest financial burden in 2012/13?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,2,wikitables-200|25_0
I am interested in ascertaining the service with the highest total economic expenditure in the fiscal year 2012/13.,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,4,wikitables-200|25_0
"So, which bar is the most elevated?",Colloquial-Standard,Implicit-Explicit,compositional-visual,1,4,wikitables-200|25_0
Any idea which political group has the most fans?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,1,2,wikitables-200|28_0
"In your assessment, which political party has the most voters?",Colloquial-Standard,Subjective-Objective,lookup-nonvisual,3,5,wikitables-200|28_0
Which political organization do you think has the highest voter registration?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,3,4,wikitables-200|28_0
Can you inform me which party has the most voters?,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,4,3,wikitables-200|28_0
Can you guess which group has the most supporters?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,2,1,wikitables-200|28_0
I feel it's crucial to determine the exact difference in total voters between the party with the most and the party with the least total voters.,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,5,1,wikitables-200|28_0
What's your perspective on the difference in total voters between the most and least popular party?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,2,4,wikitables-200|28_0
Can you tell me the difference in total voters between the party with the most and the least?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,3,2,wikitables-200|28_0
Could you explain the difference in total voters between the party with the most votes and the one with the least?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,3,wikitables-200|28_0
How many more people voted for the party with the most votes than the one with the least?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,1,wikitables-200|28_0
How many more votes did the party with the maximum electoral support receive compared to the party with the minimum electoral support?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,4,4,wikitables-200|28_0
What is the numerical difference in voter count between the party with the most votes and the one with the least?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,2,wikitables-200|28_0
It might be interesting to see the difference in voter numbers between the most and least popular parties.,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,2,2,wikitables-200|28_0
Could you tell me the numerical difference in total voters between the party with the most and the least?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,5,wikitables-200|28_0
What is the quantifiable discrepancy in the electoral body between the party with the maximal and minimal voter turnout?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,5,5,wikitables-200|28_0
"What's the biggest district, area-wise, do you think?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,3,1,wikitables-200|33_0
I would like to identify which district possesses the greatest geographical expanse.,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,4,4,wikitables-200|33_0
It seems to me that we should find out which district has the most land.,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,2,wikitables-200|33_0
"What's the biggest district, area-wise, in your opinion?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,2,1,wikitables-200|33_0
Can you infer which district has the maximum area?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,2,4,wikitables-200|33_0
"So, which area's got the biggest bar on the graph, huh?",Colloquial-Standard,Subjective-Objective,lookup-visual,1,1,wikitables-200|33_0
"A bar seems to be the longest, can you point it out?",Subjective-Objective,Implicit-Explicit,compositional-visual,4,5,wikitables-200|33_0
Which one's topping the rest?,Colloquial-Standard,Implicit-Explicit,compositional-visual,1,2,wikitables-200|33_0
Could you provide the statistical data on the population of the district with the highest population density?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,3,5,wikitables-200|33_1
I'm curious about the demographic count of the district with the highest population.,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,2,4,wikitables-200|33_1
What's the number of inhabitants in the district with the most people?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,4,1,wikitables-200|33_1
"You're aware of the district with the highest number of inhabitants, correct? What's the population count?",Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,1,4,wikitables-200|33_1
Please provide the exact population density for the district with the highest population.,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,5,3,wikitables-200|33_1
I believe the population difference between the district with the highest population and the district with the lowest population is significant.,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,5,1,wikitables-200|33_1
How many more people live in the biggest district than the smallest one?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,1,1,wikitables-200|33_1
What's the populace disparity between the district with the highest and lowest populace density?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,4,wikitables-200|33_1
Which bar would you determine to be the longest?,Colloquial-Standard,Implicit-Explicit,lookup-visual,3,5,wikitables-200|33_1
I would appreciate if you could specify the most extended bar on the bar graph.,Colloquial-Standard,Non-technical-Technical,lookup-visual,4,5,wikitables-200|33_1
We should determine the population of the region with the highest population.,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,4,2,wikitables-201|11
I feel it's important to know the exact population of the region with the highest population.,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,5,1,wikitables-201|11
Can you provide the factual number of individuals residing in the most populated region?,Colloquial-Standard,Subjective-Objective,lookup-nonvisual,4,4,wikitables-201|11
"I think the most crowded place has a lot of people, right?",Non-technical-Technical,Subjective-Objective,lookup-nonvisual,2,1,wikitables-201|11
Do you know which geographical zone has the maximum population density index?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,1,5,wikitables-201|11
Can you guess where the most people are?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,2,1,wikitables-201|11
Where do you think the most people live?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,1,wikitables-201|11
Can you tell me the region with the highest population density?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,4,3,wikitables-201|11
"I think it's hard to say which region has the most people, isn't it?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,1,2,wikitables-201|11
"I'm of the opinion that I don't know the most populated region, can you tell me?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,4,1,wikitables-201|11
"I reckon, where's the most folks at?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,2,1,wikitables-201|11
Can you identify the demographic region with the maximum population density?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,4,5,wikitables-201|11
Could you elucidate the region with the highest population density?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,2,wikitables-201|11
You know where the most folks are at?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,1,1,wikitables-201|11
Do you know where the highest population resides?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,1,5,wikitables-201|11
What is the maximum character length of a name?,Colloquial-Standard,Non-technical-Technical,lookup-nonvisual,4,5,wikitables-201|46
What is the exact character count of the longest name?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,4,4,wikitables-201|46
Could you tell me the length of the longest name?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,2,3,wikitables-201|46
What do you think is the length of the longest name?,Colloquial-Standard,Subjective-Objective,lookup-nonvisual,2,1,wikitables-201|46
Could you conjecture the difference in length between the longest and shortest name?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,2,5,wikitables-201|46
What is the precise difference in length between the longest and shortest name?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,5,4,wikitables-201|46
Could you tell me the difference in length between the longest and shortest name?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,4,5,wikitables-201|46
What's the difference in length between the longest and shortest name?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,3,1,wikitables-201|46
Can you help me understand the length difference between the longest and shortest name?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,2,wikitables-201|46
Can you tell me the difference in length between the longest and shortest name?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,4,wikitables-201|46
Can you tell me the place with the highest number of amphibians?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,3,3,wikitables-201|8_0
"I'm pondering, where is the spot with the most amphibians and which country is it?",Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,3,wikitables-201|8_0
Do you know where the most frogs and toads live and which country they call home?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,1,1,wikitables-201|8_0
Where is the maximum number of amphibians located?,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,1,5,wikitables-201|8_0
Any idea about the country with the highest amphibian biodiversity?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,1,4,wikitables-201|8_0
"I wonder, where is the place with the highest number of frogs and toads and which country is it?",Non-technical-Technical,Subjective-Objective,compositional-nonvisual,2,2,wikitables-201|8_0
Any thoughts on the place with the most amphibians?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,1,3,wikitables-201|8_0
"Do you know where the most frogs and stuff are? Like, the max number?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,3,1,wikitables-201|8_0
"Where's the most frogs and stuff, and where's that at?",Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,1,1,wikitables-201|8_0
Do you know the country with the highest number of frogs and toads?,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,3,2,wikitables-201|8_0
Where is the greatest number of birds located?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,5,1,wikitables-201|8_1
Can you figure out where the most bird species are found?,Non-technical-Technical,Implicit-Explicit,lookup-nonvisual,2,2,wikitables-201|8_1
Could you elucidate the maximum ornithological population and the country it pertains to?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,4,wikitables-201|8_1
Could you provide data on the maximum avian population and the country it's located in?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,3,3,wikitables-201|8_1
What is the maximum avifauna concentration and its geographical location?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,5,4,wikitables-201|8_1
"You're aware of the location with the maximum number of birds and its country, right?",Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,3,wikitables-201|8_1
"There's a country that has the most birds, can you guess which one?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,2,4,wikitables-201|8_1
What is the place that has the highest bird population and its country?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,5,4,wikitables-201|8_1
What's the maximum ornithological count and to which geopolitical entity does it correspond?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,1,wikitables-201|8_1
It's important to know the maximum bird population and its country of residence.,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,2,wikitables-201|8_1
Do you have data on the votes the candidate with the most votes received?,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,2,5,wikitables-202|271_0
What is the precise number of votes that the leading candidate received?,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,5,2,wikitables-202|271_0
I need to know the number of votes the candidate with the most votes received.,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,3,4,wikitables-202|271_0
Who's the candidate with the highest vote count?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,4,wikitables-202|271_0
"Who do you reckon got the most votes, eh?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,1,1,wikitables-202|271_0
"Who, in your estimation, was the primary recipient of votes?",Non-technical-Technical,Subjective-Objective,compositional-nonvisual,1,4,wikitables-202|271_0
I desire to find out who garnered the highest tally.,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,4,4,wikitables-202|271_0
"Who, according to the official tally, received the most votes?",Colloquial-Standard,Subjective-Objective,compositional-nonvisual,5,4,wikitables-202|271_0
Who do you think got the most votes?,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,1,1,wikitables-202|271_0
Who received the highest number of votes?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,5,1,wikitables-202|271_0
Who do you think got the most votes?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,2,1,wikitables-202|271_1
Who was the candidate that secured the highest percentage of the electoral votes?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,5,4,wikitables-202|271_1
Do you know who got the most votes?,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,2,2,wikitables-202|271_1
Who was the candidate with the maximum proportion of the electoral votes?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,3,5,wikitables-202|271_1
What's the difference in votes between the frontrunner and the candidate with the least support?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,3,4,wikitables-202|271_1
What is the percentage difference in votes between the candidate with the highest votes and the one with the lowest?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,3,3,wikitables-202|271_1
What is the numerical difference in percentage of votes between the candidate with the highest vote count and the one with the lowest?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,5,wikitables-202|271_1
Can you tell me the percentage difference in votes between the top and bottom candidates?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,2,wikitables-202|271_1
Can you give me an idea of the gap between the top and bottom candidates?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,1,2,wikitables-202|271_1
What is the percentage difference in electoral support between the candidate with the highest vote count and the one with the lowest?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,1,5,wikitables-202|271_1
"I wonder, which airport accommodated the most individuals?",Colloquial-Standard,Non-technical-Technical,lookup-nonvisual,1,4,wikitables-202|48
The airport with the highest passenger volume is...?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,5,2,wikitables-202|48
What is the difference in passenger volume between the airport with the highest and lowest traffic?,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,4,2,wikitables-202|48
What is the difference in passenger volume between the airport with the highest and lowest traffic?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,5,3,wikitables-202|48
Can you estimate the passenger difference between the busiest and least busy airports?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,2,2,wikitables-202|48
Can you provide the exact difference in passenger numbers between the busiest and least busy airport?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,4,3,wikitables-202|48
What's the variance in passenger volume between the airport with the maximum and minimum throughput?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,5,2,wikitables-202|48
There's likely a significant difference in the number of passengers between the busiest and least busy airports.,Subjective-Objective,Implicit-Explicit,compositional-nonvisual,4,3,wikitables-202|48
"In your opinion, which airport possesses the longest bar?",Colloquial-Standard,Subjective-Objective,lookup-visual,1,5,wikitables-202|48
The data chart is expected to provide information on which airport has the longest bar.,Non-technical-Technical,Subjective-Objective,lookup-visual,4,3,wikitables-202|48
Which team in the Central Division has recorded the most victories?,Colloquial-Standard,Non-technical-Technical,lookup-nonvisual,2,4,wikitables-202|59_0
Is there a team in the Central Division that's ahead?,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,3,3,wikitables-202|59_0
Could you inform me about the top winning team in the Central Division and their identity?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,2,2,wikitables-202|59_0
"I'm interested in knowing, which team in the Central Division has the most wins? Can you name the team?",Subjective-Objective,Implicit-Explicit,compositional-nonvisual,4,1,wikitables-202|59_0
Which team in the Central Division has reached the maximum number of victories?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,3,4,wikitables-202|59_0
Can you provide the information on the team with the maximum wins in the Central Division and who achieved it? This is based on the statistics.,Colloquial-Standard,Subjective-Objective,compositional-nonvisual,4,4,wikitables-202|59_0
Can you identify the team in the Central Division that has attained the maximum number of wins?,Non-technical-Technical,Implicit-Explicit,compositional-nonvisual,4,5,wikitables-202|59_0
Could you provide the information on the team in the Central Division with the highest win record?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,4,3,wikitables-202|59_0
Which team in the Central Division has recorded the highest number of losses?,Colloquial-Standard,Non-technical-Technical,lookup-nonvisual,2,4,wikitables-202|59_1
Can you tell me which team in the Central Division has lost the most games?,Colloquial-Standard,Implicit-Explicit,lookup-nonvisual,4,1,wikitables-202|59_1
Could you identify the team with the most losses in the Central Division?,Non-technical-Technical,Subjective-Objective,lookup-nonvisual,3,2,wikitables-202|59_1
The team with the most losses is in the Central Division.,Subjective-Objective,Implicit-Explicit,lookup-nonvisual,4,4,wikitables-202|59_1
Do you know the maximum number of unsuccessful matches a team in the Central Division can have?,Non-technical-Technical,Subjective-Objective,compositional-nonvisual,1,4,wikitables-202|59_1
What's the maximum number of losses a team in the Central Division can sustain?,Colloquial-Standard,Non-technical-Technical,compositional-nonvisual,4,2,wikitables-202|59_1
Are you aware of the maximum losses a Central Division team can have?,Colloquial-Standard,Implicit-Explicit,compositional-nonvisual,2,4,wikitables-202|59_1
