sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
How do you think the movie ratings from IMDB and Rotten Tomatoes stack up against each other on a simple chart?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,1,1
"In your opinion, how do the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,2,1
Can you tell me how the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,3,1
The comparison of movie ratings from IMDB and Rotten Tomatoes on a simple chart is what?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,4,1
What is the comparison of movie ratings from IMDB and Rotten Tomatoes on a simple chart?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,5,1
"I feel like the IMDB ratings and Rotten Tomatoes ratings might look different on a graph, what do you think?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,1,2
"In your view, how do the IMDB ratings and Rotten Tomatoes ratings compare on a graph?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,2,2
Can you describe how the IMDB ratings and Rotten Tomatoes ratings compare on a graph?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,3,2
What is the comparison between IMDB ratings and Rotten Tomatoes ratings on a graph?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,4,2
The comparison between IMDB ratings and Rotten Tomatoes ratings on a graph is what?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,5,2
"I reckon the IMDB score and the Rotten Tomatoes score might look different on a scatter plot, what's your take?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,1,3
How do you perceive the comparison of the IMDB score and the Rotten Tomatoes score on a scatter plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,2,3
Can you explain how the IMDB score and the Rotten Tomatoes score compare on a scatter plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,3,3
What is the comparison of the IMDB score and the Rotten Tomatoes score on a scatter plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,4,3
The comparison of the IMDB score and the Rotten Tomatoes score on a scatter plot is what?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,5,3
"I hypothesize that the IMDB rating and the Rotten Tomatoes rating might have a different distribution on a coordinate plane, what's your opinion?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,1,4
How do you interpret the comparison of the IMDB rating and the Rotten Tomatoes rating on a coordinate plane?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,2,4
Can you elucidate how the IMDB rating and the Rotten Tomatoes rating compare on a coordinate plane?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,3,4
What is the comparison of the IMDB rating and the Rotten Tomatoes rating on a coordinate plane?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,4,4
The comparison of the IMDB rating and the Rotten Tomatoes rating on a coordinate plane is what?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,5,4
"I postulate that the IMDB numerical score and the Rotten Tomatoes numerical score might exhibit a different trend on a Cartesian plot, what's your conjecture?",Non-technical-Technical,Subjective-Objective,question,movies,scatter,1,5
How do you interpret the juxtaposition of the IMDB numerical score and the Rotten Tomatoes numerical score on a Cartesian plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,2,5
Can you expound on how the IMDB numerical score and the Rotten Tomatoes numerical score compare on a Cartesian plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,3,5
What is the juxtaposition of the IMDB numerical score and the Rotten Tomatoes numerical score on a Cartesian plot?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,4,5
The juxtaposition of the IMDB numerical score and the Rotten Tomatoes numerical score on a Cartesian plot is what?,Non-technical-Technical,Subjective-Objective,question,movies,scatter,5,5
How do you think the movie ratings from IMDB and Rotten Tomatoes stack up against each other on a simple chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,1,1
Can you tell how the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,2,1
How do the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,3,1
Please explain how the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,4,1
Clearly state how the movie ratings from IMDB and Rotten Tomatoes compare on a simple chart.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,5,1
How do you reckon the IMDB and Rotten Tomatoes ratings compare on a basic graph?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,1,2
Can you see how the IMDB and Rotten Tomatoes ratings compare on a basic graph?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,2,2
How do the IMDB and Rotten Tomatoes ratings compare on a basic graph?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,3,2
Please describe how the IMDB and Rotten Tomatoes ratings compare on a basic graph.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,4,2
Clearly describe how the IMDB and Rotten Tomatoes ratings compare on a basic graph.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,5,2
How do you think the IMDB Rating and Rotten Tomatoes Rating compare on a point chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,1,3
Can you tell how the IMDB Rating and Rotten Tomatoes Rating compare on a point chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,2,3
How do the IMDB Rating and Rotten Tomatoes Rating compare on a point chart?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,3,3
Please explain how the IMDB Rating and Rotten Tomatoes Rating compare on a point chart.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,4,3
Clearly state how the IMDB Rating and Rotten Tomatoes Rating compare on a point chart.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,5,3
How do you reckon the 'IMDB Rating' and 'Rotten Tomatoes Rating' compare on a scatter plot?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,1,4
Can you see how the 'IMDB Rating' and 'Rotten Tomatoes Rating' compare on a scatter plot?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,2,4
How do the 'IMDB Rating' and 'Rotten Tomatoes Rating' compare on a scatter plot?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,3,4
Please describe how the 'IMDB Rating' and 'Rotten Tomatoes Rating' compare on a scatter plot.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,4,4
Clearly describe how the 'IMDB Rating' and 'Rotten Tomatoes Rating' compare on a scatter plot.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,5,4
How do you think the 'IMDB Rating' compares to the 'Rotten Tomatoes Rating' on a Cartesian coordinate system?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,1,5
Can you infer how the 'IMDB Rating' compares to the 'Rotten Tomatoes Rating' on a Cartesian coordinate system?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,2,5
How does the 'IMDB Rating' compare to the 'Rotten Tomatoes Rating' on a Cartesian coordinate system?,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,3,5
Please explain how the 'IMDB Rating' compares to the 'Rotten Tomatoes Rating' on a Cartesian coordinate system.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,4,5
Clearly state how the 'IMDB Rating' compares to the 'Rotten Tomatoes Rating' on a Cartesian coordinate system.,Non-technical-Technical,Implicit-Explicit,question,movies,scatter,5,5
"I feel like the 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not be the same on a point chart, you know?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,1,1
"I think the 'IMDB Rating' and the 'Rotten Tomatoes Rating' might look different on a point chart, don't you think?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,2,1
"In my opinion, the 'IMDB Rating' and the 'Rotten Tomatoes Rating' could be different on a point chart.",Subjective-Objective,Implicit-Explicit,question,movies,scatter,3,1
I believe the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not match on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,4,1
I am of the opinion that the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not be the same on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,5,1
"It seems like the 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not align on a point chart, right?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,1,2
"It appears that the 'IMDB Rating' and the 'Rotten Tomatoes Rating' could be different on a point chart, wouldn't you agree?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,2,2
It seems to me that the 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not match on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,3,2
It appears that the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not align on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,4,2
It seems clear that the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not be the same on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,5,2
Do you think the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would align on a point chart?,Subjective-Objective,Implicit-Explicit,question,movies,scatter,1,3
"Could the 'IMDB Rating' and the 'Rotten Tomatoes Rating' be different on a point chart, what do you think?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,2,3
Do you think the 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not match on a point chart?,Subjective-Objective,Implicit-Explicit,question,movies,scatter,3,3
Could the 'IMDB Rating' and the 'Rotten Tomatoes Rating' not align on a point chart?,Subjective-Objective,Implicit-Explicit,question,movies,scatter,4,3
Do you think the 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not be the same on a point chart?,Subjective-Objective,Implicit-Explicit,question,movies,scatter,5,3
"The 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not align on a point chart, right?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,1,4
"The 'IMDB Rating' and the 'Rotten Tomatoes Rating' could be different on a point chart, wouldn't you agree?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,2,4
The 'IMDB Rating' and the 'Rotten Tomatoes Rating' might not match on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,3,4
The 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not align on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,4,4
The 'IMDB Rating' and the 'Rotten Tomatoes Rating' would not be the same on a point chart.,Subjective-Objective,Implicit-Explicit,question,movies,scatter,5,4
"'IMDB Rating' and 'Rotten Tomatoes Rating' on a point chart, thoughts?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,1,5
"'IMDB Rating' and 'Rotten Tomatoes Rating' on a point chart, any differences?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,2,5
"'IMDB Rating' and 'Rotten Tomatoes Rating' on a point chart, any discrepancies?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,3,5
"'IMDB Rating' and 'Rotten Tomatoes Rating' on a point chart, any non-alignment?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,4,5
"'IMDB Rating' and 'Rotten Tomatoes Rating' on a point chart, any divergence?",Subjective-Objective,Implicit-Explicit,question,movies,scatter,5,5
Make a graph with the year of release on one side and the average budget on the other.,Colloquial-Standard,Non-technical-Technical,command,movies,line,1,1
Draw a graph with the release year on one side and the average production budget on the other.,Colloquial-Standard,Non-technical-Technical,command,movies,line,2,1
Plot a line graph with the release year on the horizontal axis and the mean production budget on the vertical axis.,Colloquial-Standard,Non-technical-Technical,command,movies,line,3,1
Construct a line graph with 'Release Year' as the independent variable and the mean of 'AVG (Production Budget)' as the dependent variable.,Colloquial-Standard,Non-technical-Technical,command,movies,line,4,1
Generate a line chart with 'Release Year' as the abscissa and the arithmetic mean of 'AVG (Production Budget)' as the ordinate.,Colloquial-Standard,Non-technical-Technical,command,movies,line,5,1
You need to make a graph with the year of release and the average budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,1,2
You should create a graph with the release year and the average production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,2,2
You are to plot a line graph with the release year and the mean production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,3,2
You are required to construct a line graph with 'Release Year' and the mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,4,2
You are tasked to generate a line chart with 'Release Year' and the arithmetic mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,5,2
A line chart is needed with the release year and the average budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,1,3
A line chart should be created with the release year and the average production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,2,3
A line chart is to be plotted with the release year and the mean production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,3,3
A line chart is to be constructed with 'Release Year' and the mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,4,3
A line chart is to be generated with 'Release Year' and the arithmetic mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,5,3
It is necessary to create a line chart with the release year and the average budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,1,4
It is required to create a line chart with the release year and the average production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,2,4
It is essential to plot a line chart with the release year and the mean production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,3,4
It is imperative to construct a line chart with 'Release Year' and the mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,4,4
It is crucial to generate a line chart with 'Release Year' and the arithmetic mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,5,4
The task at hand involves the creation of a line chart with the release year and the average budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,1,5
The assignment necessitates the creation of a line chart with the release year and the average production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,2,5
The endeavor requires the plotting of a line chart with the release year and the mean production budget.,Colloquial-Standard,Non-technical-Technical,command,movies,line,3,5
The undertaking demands the construction of a line chart with 'Release Year' and the mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,4,5
The operation calls for the generation of a line chart with 'Release Year' and the arithmetic mean of 'AVG (Production Budget)'.,Colloquial-Standard,Non-technical-Technical,command,movies,line,5,5
"""Hey, can you whip up a line chart with 'Release Year' on the bottom and the average of 'AVG (Production Budget)' up top? I reckon it'd look pretty neat.""",Colloquial-Standard,Subjective-Objective,command,movies,line,1,1
"""You know, I think it'd be cool if you made a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,2,1
"""Could you make a line chart with 'Release Year' on the x-axis and the average of 'AVG (Production Budget)' on the y-axis? It's just a thought.""",Colloquial-Standard,Subjective-Objective,command,movies,line,3,1
"""I suggest you create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,4,1
"""Please create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,5,1
"""I reckon a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would look good.""",Colloquial-Standard,Subjective-Objective,command,movies,line,1,2
"""I think a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be beneficial.""",Colloquial-Standard,Subjective-Objective,command,movies,line,2,2
"""It would be helpful to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,3,2
"""It is advisable to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,4,2
"""The task is to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,5,2
"""I feel like a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good idea.""",Colloquial-Standard,Subjective-Objective,command,movies,line,1,3
"""I believe a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be useful.""",Colloquial-Standard,Subjective-Objective,command,movies,line,2,3
"""It would be beneficial to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,3,3
"""It is recommended to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,4,3
"""The requirement is to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,5,3
"""I propose a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,1,4
"""I suggest a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,2,4
"""It would be appropriate to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,3,4
"""It is recommended to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,4,4
"""The instruction is to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,5,4
"""I propose the creation of a line chart with 'Release Year' as the x-axis and the mean of 'AVG (Production Budget)' as the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,1,5
"""I suggest the creation of a line chart with 'Release Year' as the x-axis and the mean of 'AVG (Production Budget)' as the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,2,5
"""It would be appropriate to create a line chart with 'Release Year' as the x-axis and the mean of 'AVG (Production Budget)' as the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,3,5
"""It is recommended to create a line chart with 'Release Year' as the x-axis and the mean of 'AVG (Production Budget)' as the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,4,5
"""The directive is to create a line chart with 'Release Year' as the x-axis and the mean of 'AVG (Production Budget)' as the y-axis.""",Colloquial-Standard,Subjective-Objective,command,movies,line,5,5
"""Hey, can you whip up a line chart? You know, with the 'Release Year' on the bottom and the average of the 'Production Budget' up the side?""",Colloquial-Standard,Implicit-Explicit,command,movies,line,1,1
"""You know how to make a line chart, right? Put 'Release Year' on the x-axis and the average of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,2,1
"""Let's make a line chart. 'Release Year' goes on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,3,1
"""Could you create a line chart for me? 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,4,1
"""Please create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,5,1
"""We need a line chart. 'Release Year' on the x-axis, average 'Production Budget' on the y-axis. You got it?""",Colloquial-Standard,Implicit-Explicit,command,movies,line,1,2
"""We're going to need a line chart. 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,2,2
"""Could you create a line chart? 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,3,2
"""Please create a line chart. 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,4,2
"""I need you to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,5,2
"""We need a line chart. 'Release Year' on the x-axis, average 'Production Budget' on the y-axis. Understand?""",Colloquial-Standard,Implicit-Explicit,command,movies,line,1,3
"""We need to create a line chart. 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,2,3
"""Could you create a line chart? 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,3,3
"""Please create a line chart. 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,4,3
"""I require you to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,5,3
"""We need a line chart. 'Release Year' on the x-axis, average 'Production Budget' on the y-axis. Clear?""",Colloquial-Standard,Implicit-Explicit,command,movies,line,1,4
"""We need to create a line chart. 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,2,4
"""Could you create a line chart? 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,3,4
"""Please create a line chart. 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,4,4
"""I request you to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,5,4
"""A line chart is required. 'Release Year' on the x-axis, average 'Production Budget' on the y-axis. Is that understood?""",Colloquial-Standard,Implicit-Explicit,command,movies,line,1,5
"""We need to create a line chart. 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,2,5
"""Could you create a line chart? 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,3,5
"""Please create a line chart. 'Release Year' should be on the x-axis and the mean of 'Production Budget' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,4,5
"""I instruct you to create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,line,5,5
Make a simple graph showing the average budget over the years. I think it would be really interesting to see.,Non-technical-Technical,Subjective-Objective,command,movies,line,1,1
Can you draw a graph showing the average budget over the years? It seems like a good idea.,Non-technical-Technical,Subjective-Objective,command,movies,line,2,1
We need a graph that shows the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,3,1
A graph should be created that displays the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,4,1
Generate a graphical representation of the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,5,1
I reckon we should plot a line chart with the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,1,2
It would be beneficial to plot a line chart with the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,2,2
Plot a line chart with the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,3,2
A line chart should be plotted with the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,4,2
The task is to plot a line chart with the average budget over the years.,Non-technical-Technical,Subjective-Objective,command,movies,line,5,2
I believe we should construct a line chart with the release year and the mean production budget.,Non-technical-Technical,Subjective-Objective,command,movies,line,1,3
It would be useful to construct a line chart with the release year and the mean production budget.,Non-technical-Technical,Subjective-Objective,command,movies,line,2,3
Construct a line chart with the release year and the mean production budget.,Non-technical-Technical,Subjective-Objective,command,movies,line,3,3
A line chart should be constructed with the release year and the mean production budget.,Non-technical-Technical,Subjective-Objective,command,movies,line,4,3
The requirement is to construct a line chart with the release year and the mean production budget.,Non-technical-Technical,Subjective-Objective,command,movies,line,5,3
I suggest we generate a line chart with 'Release Year' as the horizontal axis and the average of 'Production Budget' as the vertical axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,1,4
It would be advantageous to generate a line chart with 'Release Year' as the horizontal axis and the average of 'Production Budget' as the vertical axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,2,4
Generate a line chart with 'Release Year' as the horizontal axis and the average of 'Production Budget' as the vertical axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,3,4
A line chart should be generated with 'Release Year' as the horizontal axis and the average of 'Production Budget' as the vertical axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,4,4
The directive is to generate a line chart with 'Release Year' as the horizontal axis and the average of 'Production Budget' as the vertical axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,5,4
I propose we instantiate a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,1,5
It would be beneficial to instantiate a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,2,5
Instantiate a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,3,5
A line chart should be instantiated with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,4,5
The task is to instantiate a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,movies,line,5,5
Make a simple graph showing the average budget over the years.,Non-technical-Technical,Implicit-Explicit,command,movies,line,1,1
Can you draw a graph with the years and the average budget?,Non-technical-Technical,Implicit-Explicit,command,movies,line,2,1
Please make a graph with the years on one side and the average budget on the other.,Non-technical-Technical,Implicit-Explicit,command,movies,line,3,1
I need a graph with the release years and the average production budget.,Non-technical-Technical,Implicit-Explicit,command,movies,line,4,1
Create a graph with 'Release Year' on the horizontal line and the average of 'Production Budget' on the vertical line.,Non-technical-Technical,Implicit-Explicit,command,movies,line,5,1
"You know, a graph with years and average budget would be nice.",Non-technical-Technical,Implicit-Explicit,command,movies,line,1,2
How about a graph with years and average budget?,Non-technical-Technical,Implicit-Explicit,command,movies,line,2,2
Could you make a graph with years and average budget?,Non-technical-Technical,Implicit-Explicit,command,movies,line,3,2
I need a graph with the release years and the average production budget.,Non-technical-Technical,Implicit-Explicit,command,movies,line,4,2
Please create a graph with 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,movies,line,5,2
A line chart with years and average budget would be helpful.,Non-technical-Technical,Implicit-Explicit,command,movies,line,1,3
Can we get a line chart with years and average budget?,Non-technical-Technical,Implicit-Explicit,command,movies,line,2,3
Please create a line chart with years and average budget.,Non-technical-Technical,Implicit-Explicit,command,movies,line,3,3
I need a line chart with the release years and the average production budget.,Non-technical-Technical,Implicit-Explicit,command,movies,line,4,3
Create a line chart with 'Release Year' on the x-axis and the mean of 'Production Budget' on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,movies,line,5,3
Construct a line chart with 'Release Year' and 'AVG (Production Budget)'.,Non-technical-Technical,Implicit-Explicit,command,movies,line,1,4
Can you construct a line chart with 'Release Year' and 'AVG (Production Budget)'?,Non-technical-Technical,Implicit-Explicit,command,movies,line,2,4
Please construct a line chart with 'Release Year' and 'AVG (Production Budget)'.,Non-technical-Technical,Implicit-Explicit,command,movies,line,3,4
I need a line chart with 'Release Year' and 'AVG (Production Budget)'.,Non-technical-Technical,Implicit-Explicit,command,movies,line,4,4
Construct a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,movies,line,5,4
