commands,axes,ptypes,dnames,vids,scores
"How about we visualize some data? Let's take 'Content Rating', 'Production Budget', and 'Worldwide Gross' and see what we can make of it.",Implicit-Explicit,command,movies,scatterFaceted,1
"Let's consider making a chart. We could use 'Content Rating' for the columns, 'Production Budget' for the x-axis, and 'Worldwide Gross' for the y-axis.",Implicit-Explicit,command,movies,scatterFaceted,3
"Whip up a dot graph with 'Content Rating' as the column, 'Production Budget' on the x, and 'Worldwide Gross' on the y.",Colloquial-Standard,command,movies,scatterFaceted,1
"Construct a graph with the content rating as the vertical column, the production budget as the horizontal line, and the total money made globally as the height.",Non-technical-Technical,command,movies,scatterFaceted,3
"Make a dot graph using the rating of the content for the up and down, the money used to make the movie for the left and right, and the total money made all over the world for the height.",Non-technical-Technical,command,movies,scatterFaceted,1
"Create a chart. Use 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Implicit-Explicit,command,movies,scatterFaceted,5
"Generate a scatter plot with 'Content Rating' as the categorical variable, 'Production Budget' as the independent variable on the x-axis, and 'Worldwide Gross' as the dependent variable on the y-axis.",Non-technical-Technical,command,movies,scatterFaceted,5
"I think the point chart of 'Content Rating' and 'Production Budget' on the x-axis, with 'Worldwide Gross' on the y-axis, is the best way to visualize this data.",Subjective-Objective,query,movies,scatterFaceted,1
"A basic graph showing the relationship between the money spent on making a movie and the money it made all over the world, using the movie's rating.",Non-technical-Technical,query,movies,scatterFaceted,2
"We're going to see a graph that shows the relationship between the budget, content rating, and worldwide earnings.",Implicit-Explicit,query,movies,scatterFaceted,2
The point chart explicitly plots 'Content Rating' and 'Production Budget' on the x-axis against 'Worldwide Gross' on the y-axis.,Implicit-Explicit,query,movies,scatterFaceted,5
Let's look at how the budget and content rating relate to the global earnings.,Implicit-Explicit,query,movies,scatterFaceted,1
"The point chart will display 'Content Rating' and 'Production Budget' on the x-axis, with 'Worldwide Gross' on the y-axis.",Implicit-Explicit,query,movies,scatterFaceted,4
"A graph where 'Content Rating' and 'Production Budget' are on the horizontal axis, and 'Worldwide Gross' is on the vertical axis.",Colloquial-Standard,query,movies,scatterFaceted,3
"A diagrammatic representation with 'Content Rating' and 'Production Budget' plotted on the abscissa, and 'Worldwide Gross' on the ordinate.",Colloquial-Standard,query,movies,scatterFaceted,5
How is the 'Worldwide Gross' correlated with the 'Production Budget' for each 'Content Rating' in the graphical representation?,Colloquial-Standard,question,movies,scatterFaceted,5
"Construct a line graph with 'Release Year' as the horizontal axis and the sum of 'Worldwide Gross' as the vertical axis, and differentiate the 'Major Genre' by color.",Colloquial-Standard,command,movies,multiLine,3
"Construct a graph with the release year on the horizontal line and the total worldwide earnings on the vertical line, and differentiate each major genre with a unique color.",Non-technical-Technical,command,movies,multiLine,3
"Draw a line graph with 'Release Year' along the bottom and the total of 'Worldwide Gross' up the side, and use different colors for each 'Major Genre'.",Colloquial-Standard,command,movies,multiLine,2
"I feel it would be best if you created a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and it might be interesting to color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,2
"Plot a line chart with the release year on the x-axis and the cumulative worldwide gross on the y-axis, and distinguish each major genre with a different color.",Non-technical-Technical,command,movies,multiLine,4
"Create a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,5
"I need a line chart. The x-axis should be 'Release Year' and the y-axis should be the sum of 'Worldwide Gross'. Also, use different colors to represent each 'Major Genre'.",Implicit-Explicit,command,movies,multiLine,3
"Draw a graph with the release year at the bottom and the total worldwide earnings on the side, and use different colors for each main genre.",Non-technical-Technical,command,movies,multiLine,2
Please create a line chart. The x-axis should represent the 'Release Year' and the y-axis should represent the sum of 'Worldwide Gross'. Each 'Major Genre' should be represented by a different color.,Implicit-Explicit,command,movies,multiLine,4
"It would be advisable to create a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,4
Construct a line chart. The x-axis must be labeled as 'Release Year' and the y-axis must be labeled as the sum of 'Worldwide Gross'. Differentiate each 'Major Genre' by using a unique color for each.,Implicit-Explicit,command,movies,multiLine,5
"I think you should make a line chart with 'Release Year' on the x-axis and the total of 'Worldwide Gross' on the y-axis, and it would look really cool if you colored it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,1
This line chart explicitly displays the sum of 'Worldwide Gross' earnings for each 'Major Genre' per 'Release Year'.,Implicit-Explicit,query,movies,multiLine,5
This line chart represents the sum of 'Worldwide Gross' over 'Release Year' by 'Major Genre'.,Subjective-Objective,query,movies,multiLine,4
A graph of total global earnings by movie genre per year.,Colloquial-Standard,query,movies,multiLine,2
"A line chart representing the cumulative worldwide gross income, categorized by major genre, over the years of release.",Colloquial-Standard,query,movies,multiLine,4
"A simple graph showing the total money made worldwide each year, grouped by the type of movie.",Non-technical-Technical,query,movies,multiLine,1
"A graphical representation of the aggregate 'Worldwide Gross' revenue, segregated by 'Major Genre', plotted over the 'Release Year'.",Colloquial-Standard,query,movies,multiLine,5
The line chart illustrates the sum of 'Worldwide Gross' over 'Release Year' by 'Major Genre'.,Subjective-Objective,query,movies,multiLine,5
"A basic graph showing the total global earnings each year, categorized by the main genre of the film.",Non-technical-Technical,query,movies,multiLine,2
"A chart showing the total worldwide earnings over the years, broken down by major movie genre.",Colloquial-Standard,query,movies,multiLine,3
We're going to see a visual representation of how different genres have performed worldwide over time.,Implicit-Explicit,query,movies,multiLine,2
I think this line chart showing the total worldwide gross income by major genre over different release years is really interesting.,Subjective-Objective,query,movies,multiLine,1
"A line chart delineating the aggregate of 'Worldwide Gross' revenue over the 'Release Year', stratified by 'Major Genre'.",Non-technical-Technical,query,movies,multiLine,5
"A line graph illustrating the cumulative worldwide gross revenue over the release year, segmented by the major genre.",Non-technical-Technical,query,movies,multiLine,4
How does the aggregate of 'Worldwide Gross' change over the 'Release Year' for various 'Major Genres'?,Colloquial-Standard,question,movies,multiLine,4
"It is requested to formulate a bar chart with ""Weight"" designated on the x-axis and the data count on the y-axis.",Colloquial-Standard,command,cars,histogram,5
"Make a bar graph with ""Weight"" on the horizontal line and the number of data on the vertical line.",Colloquial-Standard,command,cars,histogram,2
"Fabricate a bar chart where the variable ""Weight"" is plotted on the abscissa and the data count is plotted on the ordinate.",Non-technical-Technical,command,cars,histogram,5
"Please generate a bar chart with ""Weight"" as the x-axis and the data count as the y-axis.",Colloquial-Standard,command,cars,histogram,4
"Construct a bar graph where ""Weight"" is on the horizontal line and the count of data is on the vertical line.",Non-technical-Technical,command,cars,histogram,3
"I need you to construct a bar chart. The x-axis should represent ""Weight"" and the y-axis should represent the data count.",Implicit-Explicit,command,cars,histogram,5
"I feel like a bar chart with ""Weight"" on the x-axis and data count on the y-axis would be a good idea.",Subjective-Objective,command,cars,histogram,2
"Can you put together a visual with ""Weight"" on one side and the count on the other?",Implicit-Explicit,command,cars,histogram,1
"Make a simple graph with ""Weight"" going across and the number of data going up.",Non-technical-Technical,command,cars,histogram,1
"It is suggested to create a bar chart with ""Weight"" on the x-axis and data count on the y-axis.",Subjective-Objective,command,cars,histogram,4
"Create a bar chart with ""Weight"" on the x-axis and data count on the y-axis.",Subjective-Objective,command,cars,histogram,5
"Generate a bar diagram where ""Weight"" is represented on the x-axis and the frequency of data is represented on the y-axis.",Non-technical-Technical,command,cars,histogram,4
"Construct a bar chart with ""Weight"" on the x-axis and the count of data on the y-axis.",Colloquial-Standard,command,cars,histogram,3
"I think you should make a bar chart with ""Weight"" on the x-axis and data count on the y-axis. It would look really good.",Subjective-Objective,command,cars,histogram,1
"How about making a visual representation with ""Weight"" as one of the parameters and the count as the other?",Implicit-Explicit,command,cars,histogram,2
"It might be beneficial to create a bar chart with ""Weight"" on the x-axis and data count on the y-axis.",Subjective-Objective,command,cars,histogram,3
"The bar chart explicitly illustrates the count of data, with each bar representing a specific weight.",Implicit-Explicit,query,cars,histogram,5
A graphical representation of data quantities.,Non-technical-Technical,query,cars,histogram,4
This bar chart seems to represent the weight and count of data.,Subjective-Objective,query,cars,histogram,3
The bar chart represents the count of data.,Implicit-Explicit,query,cars,histogram,3
"Graph thingy, how heavy, how much stuff",Colloquial-Standard,query,cars,histogram,1
The bar chart displays the weight and count of data.,Subjective-Objective,query,cars,histogram,5
Just look at the bars.,Implicit-Explicit,query,cars,histogram,1
This bar chart represents the weight and count of data.,Subjective-Objective,query,cars,histogram,4
I think this bar chart is showing us the weight and count of data.,Subjective-Objective,query,cars,histogram,2
"Bar graph, weight, amount of data",Colloquial-Standard,query,cars,histogram,3
A basic graph that shows the amount of something.,Non-technical-Technical,query,cars,histogram,2
The bar chart visually displays the count of data in terms of weight.,Implicit-Explicit,query,cars,histogram,4
A simple graph showing how much of something there is.,Non-technical-Technical,query,cars,histogram,1
"Bar diagram, weight measurement, quantity of data",Colloquial-Standard,query,cars,histogram,4
"I'm not sure, but it seems like there might be a different number of data points for each weight category in the bar chart, right?",Subjective-Objective,question,cars,histogram,2
What's the exact number of data points for each weight category in the chart?,Implicit-Explicit,question,cars,histogram,4
"It's a bit unclear to me, how many data points do you think there are for each weight category in the bar chart?",Subjective-Objective,question,cars,histogram,3
How many counts are there for each size group in the bar graph?,Non-technical-Technical,question,cars,histogram,2
How about a graph showing the number of each country?,Implicit-Explicit,command,cars,singleAttrBar,2
Draw a bar graph that shows the number of things from each country.,Non-technical-Technical,command,cars,singleAttrBar,2
It is suggested to create a bar chart with 'Country of Origin' on the x-axis and their count on the y-axis.,Subjective-Objective,command,cars,singleAttrBar,4
I need you to construct a bar chart. The x-axis should represent 'Country of Origin' and the y-axis should represent the count of each country.,Implicit-Explicit,command,cars,singleAttrBar,5
Generate a bar chart with 'Country of Origin' on the x-axis and their frequency on the y-axis.,Colloquial-Standard,command,cars,singleAttrBar,4
Can you make a visual with countries and their numbers?,Implicit-Explicit,command,cars,singleAttrBar,1
I feel it would be beneficial to create a bar chart with 'Country of Origin' on the x-axis and their count on the y-axis.,Subjective-Objective,command,cars,singleAttrBar,2
Produce a bar chart with 'Country of Origin' on the abscissa and their respective count on the ordinate.,Colloquial-Standard,command,cars,singleAttrBar,5
"Generate a bar chart that visualizes the distribution of data points, categorized by their country of origin, along the y-axis.",Non-technical-Technical,command,cars,singleAttrBar,5
Construct a bar graph that represents the quantity of items from each country.,Non-technical-Technical,command,cars,singleAttrBar,3
Could you put together a chart showing the count of each country of origin?,Implicit-Explicit,command,cars,singleAttrBar,3
Whip up a bar graph with 'where it's from' on the bottom line and how many on the side line.,Colloquial-Standard,command,cars,singleAttrBar,1
It might be a good idea to create a bar chart with 'Country of Origin' on the x-axis and their count on the y-axis.,Subjective-Objective,command,cars,singleAttrBar,3
Make a bar graph with 'where they're from' on the bottom and their number on the side.,Colloquial-Standard,command,cars,singleAttrBar,2
"The bar chart titled 'Country of Origin', indicating count, arranged in descending order.",Colloquial-Standard,query,cars,singleAttrBar,4
"A bar graph illustrating the count of individuals per country, sorted in a descending sequence.",Non-technical-Technical,query,cars,singleAttrBar,4
"It seems like the bar chart, 'Country of Origin', could be arranged in a count format, in descending order.",Subjective-Objective,query,cars,singleAttrBar,3
"I personally think this bar chart, titled 'Country of Origin', is best presented in a count format, in descending order.",Subjective-Objective,query,cars,singleAttrBar,1
"A graph showing the number of people from different countries, listed from most to least.",Non-technical-Technical,query,cars,singleAttrBar,2
"The bar graph, you know, 'Country of Origin', how many, in a top to bottom order.",Colloquial-Standard,query,cars,singleAttrBar,2
"In my opinion, the bar chart, 'Country of Origin', should be arranged in a count format, in descending order.",Subjective-Objective,query,cars,singleAttrBar,2
"The bar chart explicitly presents the count of each country of origin, and it is meticulously arranged in descending order.",Implicit-Explicit,query,cars,singleAttrBar,5
"The bar chart we're looking at, it's about the country of origin and the count, and it's arranged in a way that's not ascending.",Implicit-Explicit,query,cars,singleAttrBar,2
"The bar chart, 'Country of Origin', is presented in a count format, in descending order.",Subjective-Objective,query,cars,singleAttrBar,5
"A bar chart labeled 'Country of Origin', quantifying individuals and arranged in descending order.",Non-technical-Technical,query,cars,singleAttrBar,5
"The bar chart, denoted as 'Country of Origin', enumerating count, systematically arranged in descending order.",Colloquial-Standard,query,cars,singleAttrBar,5
"The bar chart labeled 'Country of Origin', with the count, in a descending order.",Colloquial-Standard,query,cars,singleAttrBar,3
"A visual representation of the number of individuals from each country, arranged in decreasing order.",Non-technical-Technical,query,cars,singleAttrBar,3
"The bar chart shows the count of each country of origin, and it's arranged in descending order.",Implicit-Explicit,query,cars,singleAttrBar,3
"The bar chart, you know, the one about where things come from, and how many there are, it's arranged in a certain way.",Implicit-Explicit,query,cars,singleAttrBar,1
"A list of countries, ranked by number, from highest to lowest.",Non-technical-Technical,query,cars,singleAttrBar,1
"The bar chart displays the count of each country of origin, and it's sorted in descending order.",Implicit-Explicit,query,cars,singleAttrBar,4
It would be beneficial to determine the number of counts for each 'Country of Origin'.,Subjective-Objective,question,cars,singleAttrBar,4
How many times does each country show up?,Non-technical-Technical,question,cars,singleAttrBar,1
I'm really curious to know how many counts we have for each 'Country of Origin'. It's something I've been wondering about for a while.,Subjective-Objective,question,cars,singleAttrBar,1
I think it would be useful to know how many counts there are for each 'Country of Origin'.,Subjective-Objective,question,cars,singleAttrBar,3
What is the distribution frequency for each 'Country of Origin'?,Non-technical-Technical,question,cars,singleAttrBar,4
Could you construct a bar chart with 'Number of Cylinders' on the horizontal axis and the average 'Miles Per Gallon' on the vertical axis?,Colloquial-Standard,command,cars,bar,3
Construct a bar graph with 'Number of Cylinders' as the horizontal category and the average 'Miles Per Gallon' as the vertical value.,Non-technical-Technical,command,cars,bar,3
I request you to formulate a bar chart with 'Number of Cylinders' represented on the x-axis and the average 'Miles Per Gallon' depicted on the y-axis.,Colloquial-Standard,command,cars,bar,5
Whip up a bar graph with 'Cylinders' on the bottom and average 'Miles Per Gallon' on the side.,Colloquial-Standard,command,cars,bar,1
I need you to construct a bar chart. The x-axis should represent the 'Number of Cylinders' and the y-axis should represent the average 'Miles Per Gallon'.,Implicit-Explicit,command,cars,bar,5
I feel it would be beneficial to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Subjective-Objective,command,cars,bar,2
Make a simple graph with the 'Number of Cylinders' going across and the average 'Miles Per Gallon' going up.,Non-technical-Technical,command,cars,bar,1
I think you should make a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis. It would look really good.,Subjective-Objective,command,cars,bar,1
Implement a bar chart visualization with 'Number of Cylinders' as the independent variable on the x-axis and the mean value of 'Miles Per Gallon' as the dependent variable on the y-axis.,Non-technical-Technical,command,cars,bar,5
Can you put together a visual with cylinders and miles per gallon?,Implicit-Explicit,command,cars,bar,1
Make a bar graph with 'Number of Cylinders' along the bottom and the average 'Miles Per Gallon' going up the side.,Colloquial-Standard,command,cars,bar,2
Generate a bar graph where 'Number of Cylinders' is represented on the horizontal axis and the mean 'Miles Per Gallon' is represented on the vertical axis.,Non-technical-Technical,command,cars,bar,4
Could you make a chart showing the relationship between the number of cylinders and average miles per gallon?,Implicit-Explicit,command,cars,bar,3
Maybe you could make a visual representation of cylinders and miles per gallon?,Implicit-Explicit,command,cars,bar,2
A bar chart illustrating the correlation between the number of cylinders in a vehicle and its average fuel efficiency in miles per gallon.,Non-technical-Technical,query,cars,bar,4
"A picture that shows how many miles a car can go on a gallon of gas, based on how many cylinders it has.",Non-technical-Technical,query,cars,bar,1
"Just take a look at the bar chart, you'll see what I mean.",Implicit-Explicit,query,cars,bar,1
"A graph showing the average miles a car can travel per gallon of gas, grouped by the number of cylinders in the car.",Non-technical-Technical,query,cars,bar,2
The bar chart seems to provide a good representation of the 'Number of Cylinders' and the average 'Miles Per Gallon'.,Subjective-Objective,query,cars,bar,3
The bar chart explicitly illustrates the average miles per gallon for each distinct number of cylinders in a vehicle.,Implicit-Explicit,query,cars,bar,5
"A bar chart delineating the average fuel economy, quantified in miles per gallon, as a function of the number of cylinders in an internal combustion engine.",Non-technical-Technical,query,cars,bar,5
The bar chart represents the 'Number of Cylinders' and the average 'Miles Per Gallon'.,Subjective-Objective,query,cars,bar,5
"Bar graph representation, 'Quantity of Cylinders', average 'Miles Per Gallon'",Colloquial-Standard,query,cars,bar,4
The bar chart shows the average miles per gallon for each number of cylinders.,Implicit-Explicit,query,cars,bar,3
The bar chart provides a clear depiction of the 'Number of Cylinders' and the average 'Miles Per Gallon'.,Subjective-Objective,query,cars,bar,4
"Bar graph, 'Cylinder count', average 'Miles per Gallon'",Colloquial-Standard,query,cars,bar,2
"In my opinion, the bar chart that displays the 'Number of Cylinders' and the average 'Miles Per Gallon' is quite informative.",Subjective-Objective,query,cars,bar,2
"Can you provide a bar chart that displays the average fuel efficiency, in terms of miles per gallon, for each different engine type, categorized by the number of cylinders?",Non-technical-Technical,question,cars,bar,3
Represent the average 'Miles Per Gallon' for each 'Number of Cylinders' in a bar chart.,Subjective-Objective,question,cars,bar,5
Could you generate a bar chart that delineates the mean 'Miles Per Gallon' for each distinct category of 'Number of Cylinders'?,Non-technical-Technical,question,cars,bar,5
Can you show me a bar graph that shows the average miles a car can go on a gallon of gas for each different number of cylinders?,Non-technical-Technical,question,cars,bar,2
"I think it would be interesting to see the average 'Miles Per Gallon' for each 'Number of Cylinders' in a bar chart, don't you?",Subjective-Objective,question,cars,bar,2
Could you illustrate a bar chart that represents the mean 'Miles Per Gallon' for each distinct 'Number of Cylinders' category?,Non-technical-Technical,question,cars,bar,4
Can you show me a simple bar graph that tells me how many miles a car can go on a gallon of gas for each type of engine?,Non-technical-Technical,question,cars,bar,1
Can you display the average 'Miles Per Gallon' for each 'Number of Cylinders' in a chart?,Implicit-Explicit,question,cars,bar,3
"It might be beneficial to create a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Subjective-Objective,command,cars,scatter,3
"It is suggested to create a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Subjective-Objective,command,cars,scatter,4
"Draw a graph with ""Horsepower"" on the side-to-side line and ""Acceleration"" on the up-and-down line.",Non-technical-Technical,command,cars,scatter,2
"Make a simple graph with ""Horsepower"" going across and ""Acceleration"" going up.",Non-technical-Technical,command,cars,scatter,1
"Plot a scatter diagram with ""Horsepower"" as the abscissa and ""Acceleration"" as the ordinate.",Non-technical-Technical,command,cars,scatter,5
"Please make a chart. ""Horsepower"" should be on the x-axis and ""Acceleration"" on the y-axis.",Implicit-Explicit,command,cars,scatter,5
"Make a dot chart with ""Horsepower"" on the horizontal and ""Acceleration"" on the vertical.",Colloquial-Standard,command,cars,scatter,2
"I feel like it would be a good idea to create a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Subjective-Objective,command,cars,scatter,2
"It is requested that a point chart be constructed, with ""Horsepower"" designated as the x-axis and ""Acceleration"" as the y-axis.",Colloquial-Standard,command,cars,scatter,5
"Maybe we could make a chart? Horsepower could be on one axis, acceleration on the other.",Implicit-Explicit,command,cars,scatter,3
"It's a graph, right? Horsepower's on the horizontal and acceleration's on the vertical.",Colloquial-Standard,query,cars,scatter,2
It's a simple graph where horsepower is on the horizontal line and acceleration is on the vertical line.,Non-technical-Technical,query,cars,scatter,2
It's a Cartesian coordinate system graph where the abscissa represents horsepower and the ordinate represents acceleration.,Non-technical-Technical,query,cars,scatter,5
It seems to me that the chart is using horsepower as the x-axis and acceleration as the y-axis.,Subjective-Objective,query,cars,scatter,2
"We're looking at a chart here, where the horizontal axis is horsepower and the vertical is acceleration.",Implicit-Explicit,query,cars,scatter,3
This is a graph with horsepower on the x-axis and acceleration on the y-axis.,Colloquial-Standard,query,cars,scatter,3
"Imagine a chart, where one axis represents power and the other speed.",Implicit-Explicit,query,cars,scatter,2
"It's like, a graph with horsepower on the bottom line and acceleration going up the side.",Colloquial-Standard,query,cars,scatter,1
The chart has horsepower on the x-axis and acceleration on the y-axis.,Subjective-Objective,query,cars,scatter,4
The chart in question has horsepower on the x-axis and acceleration on the y-axis.,Implicit-Explicit,query,cars,scatter,4
"I think this chart is showing horsepower on the x-axis and acceleration on the y-axis, which is a pretty interesting way to look at it.",Subjective-Objective,query,cars,scatter,1
The chart appears to have horsepower on the x-axis and acceleration on the y-axis.,Subjective-Objective,query,cars,scatter,3
Can you show me a simple graph comparing the car's power to its speed increase?,Non-technical-Technical,question,cars,scatter,2
Can you generate a scatter plot illustrating the correlation coefficient between the variables of horsepower and acceleration?,Non-technical-Technical,question,cars,scatter,5
"What's the graph of ""Horsepower"" versus ""Acceleration"" like?",Colloquial-Standard,question,cars,scatter,2
Can you show me what happens when we compare the power of the car to how fast it speeds up?,Non-technical-Technical,question,cars,scatter,1
"Can you show me the graph of ""Horsepower"" versus ""Acceleration""?",Colloquial-Standard,question,cars,scatter,3
"Could you describe the graph representing ""Horsepower"" against ""Acceleration""?",Colloquial-Standard,question,cars,scatter,4
"I wonder what the point chart of ""Horsepower"" versus ""Acceleration"" looks like, it could be quite interesting.",Subjective-Objective,question,cars,scatter,2
"Please provide the graph that illustrates the relationship between ""Horsepower"" and ""Acceleration"".",Implicit-Explicit,question,cars,scatter,5
"Could we examine the point chart of ""Horsepower"" versus ""Acceleration""?",Subjective-Objective,question,cars,scatter,4
Draw a graph with 'Year' along the bottom and the average of 'Weight' going up.,Non-technical-Technical,command,cars,line,2
Generate a line chart with 'Year' as the x-axis and the mean of 'AVG (Weight)' as the y-axis.,Colloquial-Standard,command,cars,line,4
Create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,command,cars,line,5
"You know, it might be interesting to see how the average weight changes over the years.",Implicit-Explicit,command,cars,line,1
I suggest you create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis. It seems like a good idea.,Subjective-Objective,command,cars,line,2
Plot a line graph with 'Year' as the independent variable and the mean of 'Weight' as the dependent variable.,Non-technical-Technical,command,cars,line,4
Whip up a line graph with 'Year' on the bottom line and the average of 'AVG (Weight)' on the side line.,Colloquial-Standard,command,cars,line,1
I need a line chart. The x-axis should be 'Year' and the y-axis should be the mean of 'AVG (Weight)'.,Implicit-Explicit,command,cars,line,5
I think you should make a line chart with 'Year' on the x-axis and the average of 'AVG (Weight)' on the y-axis. It would look really good.,Subjective-Objective,command,cars,line,1
Maybe you could create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,command,cars,line,3
Fabricate a line chart with 'Year' designated as the x-axis and the mean of 'AVG (Weight)' designated as the y-axis.,Colloquial-Standard,command,cars,line,5
Construct a line chart with 'Year' on the x-axis and the average of 'AVG (Weight)' on the y-axis.,Colloquial-Standard,command,cars,line,3
Please make a line chart showing the average weight changes over the years.,Implicit-Explicit,command,cars,line,4
Make a line graph with 'Year' on the horizontal line and the average of 'AVG (Weight)' on the vertical line.,Colloquial-Standard,command,cars,line,2
I feel like this line chart is showing us the average weight for each year.,Subjective-Objective,query,cars,line,1
A graph that shows the average weight for each year.,Non-technical-Technical,query,cars,line,2
This line chart appears to represent the average weight for each year.,Subjective-Objective,query,cars,line,3
A line chart illustrating the annual mean of weight.,Non-technical-Technical,query,cars,line,4
The line chart shows the average weight over the years.,Implicit-Explicit,query,cars,line,3
It seems to me that this line chart is representing the average weight for each year.,Subjective-Objective,query,cars,line,2
"Graph thingy, Year, average of the average weight",Colloquial-Standard,query,cars,line,1
"The line's journey over time, with weight in the balance.",Implicit-Explicit,query,cars,line,1
"Line chart, Year, mean of average weight",Colloquial-Standard,query,cars,line,3
"Linear graph, Year, arithmetic mean of the average weight",Colloquial-Standard,query,cars,line,5
A line chart depicting the annual mean of the variable AVG (Weight).,Non-technical-Technical,query,cars,line,5
Can you interpret what the line chart of the average weight over the years is showing?,Implicit-Explicit,question,cars,line,3
What does the graph that plots the average weight against the years indicate?,Non-technical-Technical,question,cars,line,3
What's the line chart showing about the average weight over the years?,Colloquial-Standard,question,cars,line,2
What data is presented in the line chart of the average weight over the years?,Subjective-Objective,question,cars,line,5
What does the line chart of the mean of 'AVG (Weight)' over 'Year' depict?,Non-technical-Technical,question,cars,line,5
What can we understand from the graph that shows the average weight over the years?,Non-technical-Technical,question,cars,line,2
What does the simple graph showing the average weight over the years tell us?,Non-technical-Technical,question,cars,line,1
"Generate a bar diagram that delineates the mean acceleration of automotive vehicles, segregated on the basis of their provenance and the count of cylinders they incorporate.",Non-technical-Technical,command,cars,groupedBar,5
"Can you make a visual representation, like a bar chart, that shows the average acceleration of cars? It should be based on where the cars are from and how many cylinders they have.",Implicit-Explicit,command,cars,groupedBar,3
"How about we visualize the car data? Maybe something that shows the relationship between where they're from and their cylinders, with a focus on acceleration?",Implicit-Explicit,command,cars,groupedBar,1
"I think you should make a bar chart showing the average acceleration of cars, and it should be based on where they come from and how many cylinders they have.",Subjective-Objective,command,cars,groupedBar,1
"Draw a graph that shows the average speed increase of cars, grouped by where they were made and how many cylinders they have.",Non-technical-Technical,command,cars,groupedBar,2
"Please generate a bar chart that delineates the average acceleration of automobiles, contingent upon their place of origin and the quantity of cylinders they encompass.",Colloquial-Standard,command,cars,groupedBar,5
"Construct a bar chart illustrating the average acceleration of cars, taking into account their origin and the number of cylinders they possess.",Colloquial-Standard,command,cars,groupedBar,4
"Construct a bar chart that clearly displays the average acceleration of cars, categorized by their origin and number of cylinders.",Implicit-Explicit,command,cars,groupedBar,5
"Develop a bar chart that represents the mean acceleration of automobiles, differentiated by their origin and the quantity of cylinders they contain.",Non-technical-Technical,command,cars,groupedBar,4
"You should create a bar chart that represents the average acceleration of cars, based on their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,4
Could you maybe put together a visual representation of the car data? Perhaps something that shows acceleration averages in relation to where the cars are from and their number of cylinders?,Implicit-Explicit,command,cars,groupedBar,2
Please make a bar chart that shows the average acceleration of cars. The data should be grouped by the car's origin and the number of cylinders it has.,Implicit-Explicit,command,cars,groupedBar,4
"Make a simple graph showing how fast different cars speed up, depending on where they're from and how many cylinders they have.",Non-technical-Technical,command,cars,groupedBar,1
"Create a bar chart that represents the average acceleration of cars, categorized by their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,5
"Can you put together a bar chart that displays the average acceleration of cars, considering their origin and number of cylinders?",Colloquial-Standard,command,cars,groupedBar,3
"Whip up a bar graph showing the average speed-up of cars, depending on where they're from and how many cylinders they got.",Colloquial-Standard,command,cars,groupedBar,1
"Make a bar graph that shows the average speed increase of cars, based on where they come from and their cylinder count.",Colloquial-Standard,command,cars,groupedBar,2
"I feel it would be beneficial to create a bar chart that displays the average acceleration of cars, taking into account their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,2
"It might be a good idea to create a bar chart that shows the average acceleration of cars, considering their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,3
"Construct a graph that illustrates the average rate of acceleration for cars, categorized by their place of manufacture and the number of cylinders they possess.",Non-technical-Technical,command,cars,groupedBar,3
"Bar graph, speed increase, car's origin, number of cylinders.",Colloquial-Standard,query,cars,groupedBar,3
"It seems to me that the bar chart is trying to depict the average acceleration of the car, which might be influenced by the number of cylinders it has. The car's origin could also be a factor.",Subjective-Objective,query,cars,groupedBar,2
"The bar chart, the average increase in speed, the car's origin, and the number of cylinders.",Implicit-Explicit,query,cars,groupedBar,3
"A bar chart, mean acceleration, car's place of origin, count of cylinders in the car.",Non-technical-Technical,query,cars,groupedBar,4
"Bar graph representation, average rate of acceleration, provenance of the automobile, quantity of cylinders.",Colloquial-Standard,query,cars,groupedBar,5
