sentences,axes,ptypes,dnames,vids,scores
"Any idea about the money spent on different creative types, sorted by their content rating?",Implicit-Explicit,question,movies,groupedBar,1
"Can you guess the typical budget for each creative type, considering their content rating?",Implicit-Explicit,question,movies,groupedBar,2
"Do you know how much is usually spent on each creative type, based on their content rating?",Implicit-Explicit,question,movies,groupedBar,3
"Can you tell me the average amount of money spent on each creative type, categorized by their content rating?",Implicit-Explicit,question,movies,groupedBar,4
"Please provide the average production budget for each creative type, grouped by content rating.",Implicit-Explicit,question,movies,groupedBar,5
Whip up a bar graph with 'Major Genre' at the bottom and the total of 'Worldwide Gross' going up the side.,Colloquial-Standard,command,movies,stackedBar,1
Make a bar graph with 'Major Genre' along the bottom and the total 'Worldwide Gross' up the side.,Colloquial-Standard,command,movies,stackedBar,2
Construct a bar chart with 'Major Genre' on the horizontal axis and the sum of 'Worldwide Gross' on the vertical axis.,Colloquial-Standard,command,movies,stackedBar,3
"Please create a bar chart, placing 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.",Colloquial-Standard,command,movies,stackedBar,4
It is requested that a bar chart be constructed with 'Major Genre' represented on the x-axis and the aggregate of 'Worldwide Gross' on the y-axis.,Colloquial-Standard,command,movies,stackedBar,5
Make a simple graph with 'Major Genre' along the bottom and the total of 'Worldwide Gross' going up the side.,Non-technical-Technical,command,movies,stackedBar,1
Draw a graph with 'Major Genre' at the bottom and the total amount of 'Worldwide Gross' going up.,Non-technical-Technical,command,movies,stackedBar,2
Construct a bar graph with 'Major Genre' as the horizontal category and the total 'Worldwide Gross' as the vertical value.,Non-technical-Technical,command,movies,stackedBar,3
Generate a bar graph where 'Major Genre' is represented on the horizontal axis and the aggregate of 'Worldwide Gross' on the vertical axis.,Non-technical-Technical,command,movies,stackedBar,4
Implement a bar chart visualization with 'Major Genre' as the categorical variable on the x-axis and the summation of 'Worldwide Gross' as the quantitative variable on the y-axis.,Non-technical-Technical,command,movies,stackedBar,5
I think you should make a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis. It would look really good.,Subjective-Objective,command,movies,stackedBar,1
I suggest you create a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis. It seems like a good idea.,Subjective-Objective,command,movies,stackedBar,2
Maybe we could try creating a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,stackedBar,3
It would be beneficial to create a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,stackedBar,4
Create a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Subjective-Objective,command,movies,stackedBar,5
How about we visualize 'Major Genre' and 'Worldwide Gross' in a more graphical way?,Implicit-Explicit,command,movies,stackedBar,1
Maybe a bar chart could help us understand the relationship between 'Major Genre' and 'Worldwide Gross' better.,Implicit-Explicit,command,movies,stackedBar,2
Let's make a bar chart using 'Major Genre' and 'Worldwide Gross'.,Implicit-Explicit,command,movies,stackedBar,3
"Please make a bar chart, using 'Major Genre' for the x-axis and the sum of 'Worldwide Gross' for the y-axis.",Implicit-Explicit,command,movies,stackedBar,4
I need you to construct a bar chart. The x-axis should represent 'Major Genre' and the y-axis should represent the total 'Worldwide Gross'.,Implicit-Explicit,command,movies,stackedBar,5
"The total worldwide dough for each major movie type, shown in a bar graph.",Colloquial-Standard,query,movies,stackedBar,1
Bar graph showing the total cash made worldwide for each main movie genre.,Colloquial-Standard,query,movies,stackedBar,2
A bar graph showing the total worldwide earnings for each major film genre.,Colloquial-Standard,query,movies,stackedBar,3
A bar chart representing the aggregate of worldwide gross for each major film genre.,Colloquial-Standard,query,movies,stackedBar,4
A bar diagram illustrating the summation of worldwide gross revenue for each predominant film genre.,Colloquial-Standard,query,movies,stackedBar,5
A simple graph showing the total money made worldwide for each major movie type.,Non-technical-Technical,query,movies,stackedBar,1
A basic graph that displays the total global earnings for each main film genre.,Non-technical-Technical,query,movies,stackedBar,2
A bar graph representing the aggregate of global revenue for each primary film genre.,Non-technical-Technical,query,movies,stackedBar,3
A bar diagram illustrating the summation of worldwide gross income for each major film genre.,Non-technical-Technical,query,movies,stackedBar,4
A bar chart delineating the cumulative 'Worldwide Gross' for each 'Major Genre'.,Non-technical-Technical,query,movies,stackedBar,5
I believe the bar chart showing the 'Major Genre' and the sum of 'Worldwide Gross' is the best way to present this data.,Subjective-Objective,query,movies,stackedBar,1
"In my opinion, the bar chart that represents the 'Major Genre' and the sum of 'Worldwide Gross' is quite effective.",Subjective-Objective,query,movies,stackedBar,2
The bar chart seems to be a good representation of the 'Major Genre' and the sum of 'Worldwide Gross'.,Subjective-Objective,query,movies,stackedBar,3
The bar chart provides a representation of the 'Major Genre' and the sum of 'Worldwide Gross'.,Subjective-Objective,query,movies,stackedBar,4
The bar chart represents the 'Major Genre' and the sum of 'Worldwide Gross'.,Subjective-Objective,query,movies,stackedBar,5
Let's look at the big picture of genres and their global impact.,Implicit-Explicit,query,movies,stackedBar,1
How about we explore the relationship between genres and their worldwide earnings?,Implicit-Explicit,query,movies,stackedBar,2
We're going to examine a bar chart that shows the total worldwide gross for each major genre.,Implicit-Explicit,query,movies,stackedBar,3
This bar chart represents the total worldwide gross earnings for each major genre.,Implicit-Explicit,query,movies,stackedBar,4
The bar chart explicitly displays the sum of worldwide gross earnings for each major genre.,Implicit-Explicit,query,movies,stackedBar,5
How much dough did each big movie type rake in all over the world?,Colloquial-Standard,question,movies,stackedBar,1
How much cash did each main genre make globally?,Colloquial-Standard,question,movies,stackedBar,2
What's the global earnings for each major genre?,Colloquial-Standard,question,movies,stackedBar,3
What are the worldwide earnings for each primary genre?,Colloquial-Standard,question,movies,stackedBar,4
What is the global gross revenue for each predominant genre?,Colloquial-Standard,question,movies,stackedBar,5
How much money did each type of movie make all over the world?,Non-technical-Technical,question,movies,stackedBar,1
How much did each main type of movie earn globally?,Non-technical-Technical,question,movies,stackedBar,2
What's the global earnings for each main movie category?,Non-technical-Technical,question,movies,stackedBar,3
What's the global revenue for each primary film genre?,Non-technical-Technical,question,movies,stackedBar,4
What is the aggregate global revenue for each predominant cinematic genre?,Non-technical-Technical,question,movies,stackedBar,5
"I'm really curious, do you know how much money each major genre has made globally?",Subjective-Objective,question,movies,stackedBar,1
"I'm wondering, could you tell me the total amount of money each major genre has made all over the world?",Subjective-Objective,question,movies,stackedBar,2
Can you provide information on the total global earnings for each major genre?,Subjective-Objective,question,movies,stackedBar,3
Could you provide the data on the total worldwide gross for each major genre?,Subjective-Objective,question,movies,stackedBar,4
Please provide the total worldwide gross for each major genre.,Subjective-Objective,question,movies,stackedBar,5
Any idea how much each big movie category has made globally?,Implicit-Explicit,question,movies,stackedBar,1
Do you know the global earnings for each main film genre?,Implicit-Explicit,question,movies,stackedBar,2
Can you tell me the total global earnings for each major film genre?,Implicit-Explicit,question,movies,stackedBar,3
What are the total earnings worldwide for each major film genre?,Implicit-Explicit,question,movies,stackedBar,4
Please provide the exact total worldwide gross for each major genre in the film industry.,Implicit-Explicit,question,movies,stackedBar,5
"Whip up a dot chart, right? Put 'Production Budget' on the side-to-side bit and 'Worldwide Gross' on the up-and-down bit, and color 'em different for each 'Major Genre'.",Colloquial-Standard,command,movies,scatterColor,1
"Make a dot chart, yeah? 'Production Budget' goes on the x-axis and 'Worldwide Gross' on the y-axis, and color it by 'Major Genre'.",Colloquial-Standard,command,movies,scatterColor,2
"Can you create a point chart? Have 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, and color it according to 'Major Genre'.",Colloquial-Standard,command,movies,scatterColor,3
"Please construct a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, color-coded by 'Major Genre'.",Colloquial-Standard,command,movies,scatterColor,4
"Kindly generate a point chart, positioning 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, with color differentiation based on 'Major Genre'.",Colloquial-Standard,command,movies,scatterColor,5
"Make a dot picture with the money spent making the movie going left to right, and the money the movie made all over the world going up and down, and use different colors for different types of movies.",Non-technical-Technical,command,movies,scatterColor,1
"Make a graph with the cost of making the movie on the horizontal line, and the total money the movie made worldwide on the vertical line. Use different colors for each type of movie.",Non-technical-Technical,command,movies,scatterColor,2
Construct a graph with the production budget on the horizontal axis and the worldwide earnings on the vertical axis. Differentiate each major genre by using different colors.,Non-technical-Technical,command,movies,scatterColor,3
"Plot a point chart with the production budget as the x-coordinate and the worldwide gross as the y-coordinate, with each major genre represented by a unique color.",Non-technical-Technical,command,movies,scatterColor,4
"Generate a scatter plot with 'Production Budget' as the abscissa and 'Worldwide Gross' as the ordinate, with each data point's color corresponding to its 'Major Genre'.",Non-technical-Technical,command,movies,scatterColor,5
"I think you should make a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, and it would be really cool if you color-coded it by 'Major Genre'.",Subjective-Objective,command,movies,scatterColor,1
"I suggest you create a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, and it might be interesting if you color-coded it by 'Major Genre'.",Subjective-Objective,command,movies,scatterColor,2
"You could create a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, possibly color-coded by 'Major Genre'.",Subjective-Objective,command,movies,scatterColor,3
"A point chart can be created with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, and it can be color-coded by 'Major Genre'.",Subjective-Objective,command,movies,scatterColor,4
"Create a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, color-coded by 'Major Genre'.",Subjective-Objective,command,movies,scatterColor,5
"You know that chart we were talking about? The one with the budget and the gross? Yeah, that one. Maybe we could add some color to it, you know, based on the genre.",Implicit-Explicit,command,movies,scatterColor,1
"How about we make a chart? We could use the budget and the gross, and maybe add some color to show the genre.",Implicit-Explicit,command,movies,scatterColor,2
Let's make a chart. We'll put the budget on one axis and the gross on the other. And let's color-code it by genre.,Implicit-Explicit,command,movies,scatterColor,3
I want you to make a chart. The x-axis should be the production budget and the y-axis should be the worldwide gross. And make sure to color-code it by major genre.,Implicit-Explicit,command,movies,scatterColor,4
Construct a chart. The x-axis must represent the 'Production Budget' and the y-axis must represent the 'Worldwide Gross'. Each 'Major Genre' should be represented by a different color.,Implicit-Explicit,command,movies,scatterColor,5
"Got a graph here, right? 'Production Budget' is on the side-to-side line, 'Worldwide Gross' is on the up-and-down line, and the 'Major Genre' is shown in different colors.",Colloquial-Standard,query,movies,scatterColor,1
"So, we have a graph here. 'Production Budget' is on the horizontal line, 'Worldwide Gross' is on the vertical line, and 'Major Genre' is differentiated by colors.",Colloquial-Standard,query,movies,scatterColor,2
"Here we have a graph. The x-axis represents the 'Production Budget', the y-axis represents the 'Worldwide Gross', and the 'Major Genre' is indicated by different colors.",Colloquial-Standard,query,movies,scatterColor,3
"This is a graph where the x-axis denotes the 'Production Budget', the y-axis signifies the 'Worldwide Gross', and the 'Major Genre' is distinguished by various colors.",Colloquial-Standard,query,movies,scatterColor,4
"This is a graphical representation where the abscissa corresponds to the 'Production Budget', the ordinate corresponds to the 'Worldwide Gross', and the 'Major Genre' is differentiated by a spectrum of colors.",Colloquial-Standard,query,movies,scatterColor,5
It's a graph where one side shows how much money was spent to make the movie and the other side shows how much money the movie made around the world. The different types of movies are shown in different colors.,Non-technical-Technical,query,movies,scatterColor,1
This is a graph with the cost of making the movie on one side and how much money it made globally on the other. Different movie genres are represented by different colors.,Non-technical-Technical,query,movies,scatterColor,2
This is a graph where the production budget is plotted against the worldwide gross. The major genres are differentiated by color.,Non-technical-Technical,query,movies,scatterColor,3
This is a point chart where the x-axis represents the production budget and the y-axis represents the worldwide gross. Each major genre is color-coded for differentiation.,Non-technical-Technical,query,movies,scatterColor,4
This is a scatter plot with 'Production Budget' as the independent variable on the x-axis and 'Worldwide Gross' as the dependent variable on the y-axis. The data points are color-coded based on the 'Major Genre' category.,Non-technical-Technical,query,movies,scatterColor,5
"I feel like this chart is a bit confusing, but it's trying to show the relationship between the production budget and worldwide gross, with different colors representing different genres.",Subjective-Objective,query,movies,scatterColor,1
"In my opinion, this chart is showing the production budget on the x-axis and the worldwide gross on the y-axis, with the major genre being represented by different colors.",Subjective-Objective,query,movies,scatterColor,2
"This chart seems to be showing the production budget on the x-axis and the worldwide gross on the y-axis, with the major genre being represented by different colors.",Subjective-Objective,query,movies,scatterColor,3
"The chart presents the production budget on the x-axis and the worldwide gross on the y-axis, with the major genre being represented by different colors.",Subjective-Objective,query,movies,scatterColor,4
"The chart displays 'Production Budget' on the x-axis, 'Worldwide Gross' on the y-axis, and 'Major Genre' is color-coded.",Subjective-Objective,query,movies,scatterColor,5
"Look at the chart, the colors represent different genres.",Implicit-Explicit,query,movies,scatterColor,1
"The chart shows the relationship between the production budget and worldwide gross, with genres differentiated by color.",Implicit-Explicit,query,movies,scatterColor,2
The chart has 'Production Budget' on the horizontal axis and 'Worldwide Gross' on the vertical axis. Different colors represent different genres.,Implicit-Explicit,query,movies,scatterColor,3
The chart clearly shows 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis. Each color represents a different 'Major Genre'.,Implicit-Explicit,query,movies,scatterColor,4
The chart is explicitly labeled with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis. Each 'Major Genre' is color-coded for easy differentiation.,Implicit-Explicit,query,movies,scatterColor,5
How's the 'movie budget' linked to the 'global earnings' for each 'main type' on a dot chart?,Colloquial-Standard,question,movies,scatterColor,1
How does the 'movie budget' connect to the 'total earnings' for each 'main genre' in a dot chart?,Colloquial-Standard,question,movies,scatterColor,2
How does the 'Production Budget' connect to the 'Worldwide Gross' for each 'Major Genre' in a point chart?,Colloquial-Standard,question,movies,scatterColor,3
How is the 'Production Budget' associated with the 'Worldwide Gross' for each 'Major Genre' in a point chart?,Colloquial-Standard,question,movies,scatterColor,4
How does the 'Production Budget' correlate with the 'Worldwide Gross' for each 'Major Genre' in a point chart?,Colloquial-Standard,question,movies,scatterColor,5
How does the cost to make the movie connect with the total money it made globally for each type of movie in a dot graph?,Non-technical-Technical,question,movies,scatterColor,1
How does the money spent on making the movie link with the total earnings worldwide for each movie category in a dot diagram?,Non-technical-Technical,question,movies,scatterColor,2
How does the production cost correlate with the global earnings for each major type of movie in a point graph?,Non-technical-Technical,question,movies,scatterColor,3
How does the expenditure on production correlate with the total revenue generated globally for each major genre in a point chart?,Non-technical-Technical,question,movies,scatterColor,4
How does the 'Production Budget' correlate with the 'Worldwide Gross' for each 'Major Genre' in a point distribution chart?,Non-technical-Technical,question,movies,scatterColor,5
"I'm really curious about how the 'Production Budget' might be connected to the 'Worldwide Gross' for each 'Major Genre' in a point chart. It's fascinating, don't you think?",Subjective-Objective,question,movies,scatterColor,1
"I think it would be interesting to see how the 'Production Budget' is linked to the 'Worldwide Gross' for each 'Major Genre' in a point chart, don't you agree?",Subjective-Objective,question,movies,scatterColor,2
It seems like it could be useful to understand how the 'Production Budget' relates to the 'Worldwide Gross' for each 'Major Genre' in a point chart.,Subjective-Objective,question,movies,scatterColor,3
It would be informative to examine how the 'Production Budget' correlates with the 'Worldwide Gross' for each 'Major Genre' in a point chart.,Subjective-Objective,question,movies,scatterColor,4
The relationship between the 'Production Budget' and the 'Worldwide Gross' for each 'Major Genre' can be analyzed in a point chart.,Subjective-Objective,question,movies,scatterColor,5
"Can you see any connection between the money spent on making a movie and how much it earns globally, when you look at different genres on a point chart?",Implicit-Explicit,question,movies,scatterColor,1
"Do you think there's a link between the cost of making a movie and its global earnings, if we consider different genres on a point chart?",Implicit-Explicit,question,movies,scatterColor,2
Is there a correlation between the production budget and the worldwide gross for each major genre on a point chart?,Implicit-Explicit,question,movies,scatterColor,3
Can you identify a relationship between the production budget and the worldwide gross for each major genre on a point chart?,Implicit-Explicit,question,movies,scatterColor,4
Please explain the relationship between the production budget and the worldwide gross for each major genre as represented on a point chart.,Implicit-Explicit,question,movies,scatterColor,5
"Whip up a dot graph with 'Content Rating' as the column, 'Production Budget' on the x, and 'Worldwide Gross' on the y.",Colloquial-Standard,command,movies,scatterFaceted,1
"Make a point graph with 'Content Rating' as the column, 'Production Budget' as the x, and 'Worldwide Gross' as the y.",Colloquial-Standard,command,movies,scatterFaceted,2
"Construct a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Colloquial-Standard,command,movies,scatterFaceted,3
"Please create a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Colloquial-Standard,command,movies,scatterFaceted,4
"Kindly generate a point chart with 'Content Rating' as the column, 'Production Budget' as the abscissa, and 'Worldwide Gross' as the ordinate.",Colloquial-Standard,command,movies,scatterFaceted,5
"Make a dot graph using the rating of the content for the up and down, the money used to make the movie for the left and right, and the total money made all over the world for the height.",Non-technical-Technical,command,movies,scatterFaceted,1
"Make a graph where the content rating is on the side, the budget used to make the movie is on the bottom, and the total money made worldwide is on the top.",Non-technical-Technical,command,movies,scatterFaceted,2
"Construct a graph with the content rating as the vertical column, the production budget as the horizontal line, and the total money made globally as the height.",Non-technical-Technical,command,movies,scatterFaceted,3
"Plot a point chart where 'Content Rating' is the column, 'Production Budget' is the horizontal axis, and 'Worldwide Gross' is the vertical axis.",Non-technical-Technical,command,movies,scatterFaceted,4
"Generate a scatter plot with 'Content Rating' as the categorical variable, 'Production Budget' as the independent variable on the x-axis, and 'Worldwide Gross' as the dependent variable on the y-axis.",Non-technical-Technical,command,movies,scatterFaceted,5
"I think you should make a point chart where 'Content Rating' is the column, 'Production Budget' is the x-axis, and 'Worldwide Gross' is the y-axis. It would be really interesting to see the correlation.",Subjective-Objective,command,movies,scatterFaceted,1
"I suggest you create a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis. It might give us some useful insights.",Subjective-Objective,command,movies,scatterFaceted,2
"It might be a good idea to create a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Subjective-Objective,command,movies,scatterFaceted,3
"You could create a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Subjective-Objective,command,movies,scatterFaceted,4
"Create a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Subjective-Objective,command,movies,scatterFaceted,5
"How about we visualize some data? Let's take 'Content Rating', 'Production Budget', and 'Worldwide Gross' and see what we can make of it.",Implicit-Explicit,command,movies,scatterFaceted,1
"Maybe we can make a chart with 'Content Rating', 'Production Budget', and 'Worldwide Gross'. What do you think?",Implicit-Explicit,command,movies,scatterFaceted,2
"Let's consider making a chart. We could use 'Content Rating' for the columns, 'Production Budget' for the x-axis, and 'Worldwide Gross' for the y-axis.",Implicit-Explicit,command,movies,scatterFaceted,3
"I suggest creating a chart. Use 'Content Rating' for the column, 'Production Budget' for the x-axis, and 'Worldwide Gross' for the y-axis.",Implicit-Explicit,command,movies,scatterFaceted,4
"Create a chart. Use 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Implicit-Explicit,command,movies,scatterFaceted,5
"A graph showing 'Content Rating' and 'Production Budget' on the bottom line, and 'Worldwide Gross' on the side line.",Colloquial-Standard,query,movies,scatterFaceted,1
"A graph with 'Content Rating' and 'Production Budget' along the bottom, and 'Worldwide Gross' going up the side.",Colloquial-Standard,query,movies,scatterFaceted,2
"A graph where 'Content Rating' and 'Production Budget' are on the horizontal axis, and 'Worldwide Gross' is on the vertical axis.",Colloquial-Standard,query,movies,scatterFaceted,3
"A graphical representation with 'Content Rating' and 'Production Budget' on the x-axis, and 'Worldwide Gross' on the y-axis.",Colloquial-Standard,query,movies,scatterFaceted,4
"A diagrammatic representation with 'Content Rating' and 'Production Budget' plotted on the abscissa, and 'Worldwide Gross' on the ordinate.",Colloquial-Standard,query,movies,scatterFaceted,5
"A simple graph showing how much money was spent making a movie and how much it made worldwide, using the movie's content rating.",Non-technical-Technical,query,movies,scatterFaceted,1
"A basic graph showing the relationship between the money spent on making a movie and the money it made all over the world, using the movie's rating.",Non-technical-Technical,query,movies,scatterFaceted,2
"A graph illustrating the correlation between the production budget of a movie and its worldwide earnings, categorized by the movie's content rating.",Non-technical-Technical,query,movies,scatterFaceted,3
"A graphical representation of the correlation between the production budget and worldwide gross of films, segmented by content rating.",Non-technical-Technical,query,movies,scatterFaceted,4
"A scatter plot delineating the correlation between the 'Content Rating' and 'Production Budget' on the x-axis, juxtaposed with the 'Worldwide Gross' on the y-axis.",Non-technical-Technical,query,movies,scatterFaceted,5
"I think the point chart of 'Content Rating' and 'Production Budget' on the x-axis, with 'Worldwide Gross' on the y-axis, is the best way to visualize this data.",Subjective-Objective,query,movies,scatterFaceted,1
"In my opinion, the point chart with 'Content Rating' and 'Production Budget' on the x-axis, and 'Worldwide Gross' on the y-axis, seems to be a good representation.",Subjective-Objective,query,movies,scatterFaceted,2
"The point chart appears to have 'Content Rating' and 'Production Budget' on the x-axis, and 'Worldwide Gross' on the y-axis.",Subjective-Objective,query,movies,scatterFaceted,3
"The point chart shows 'Content Rating' and 'Production Budget' on the x-axis, and 'Worldwide Gross' on the y-axis.",Subjective-Objective,query,movies,scatterFaceted,4
"The point chart has 'Content Rating' and 'Production Budget' on the x-axis, and 'Worldwide Gross' on the y-axis.",Subjective-Objective,query,movies,scatterFaceted,5
Let's look at how the budget and content rating relate to the global earnings.,Implicit-Explicit,query,movies,scatterFaceted,1
"We're going to see a graph that shows the relationship between the budget, content rating, and worldwide earnings.",Implicit-Explicit,query,movies,scatterFaceted,2
The graph will show 'Content Rating' and 'Production Budget' on the horizontal axis and 'Worldwide Gross' on the vertical axis.,Implicit-Explicit,query,movies,scatterFaceted,3
"The point chart will display 'Content Rating' and 'Production Budget' on the x-axis, with 'Worldwide Gross' on the y-axis.",Implicit-Explicit,query,movies,scatterFaceted,4
The point chart explicitly plots 'Content Rating' and 'Production Budget' on the x-axis against 'Worldwide Gross' on the y-axis.,Implicit-Explicit,query,movies,scatterFaceted,5
How's the 'Worldwide Gross' changing with the 'Production Budget' for each 'Content Rating' in the dot plot?,Colloquial-Standard,question,movies,scatterFaceted,1
How's the 'Worldwide Gross' related to the 'Production Budget' for each 'Content Rating' in the chart?,Colloquial-Standard,question,movies,scatterFaceted,2
How does the 'Worldwide Gross' relate to the 'Production Budget' for each 'Content Rating' in the chart?,Colloquial-Standard,question,movies,scatterFaceted,3
How is the 'Worldwide Gross' associated with the 'Production Budget' for each 'Content Rating' in the diagram?,Colloquial-Standard,question,movies,scatterFaceted,4
How is the 'Worldwide Gross' correlated with the 'Production Budget' for each 'Content Rating' in the graphical representation?,Colloquial-Standard,question,movies,scatterFaceted,5
How does the total money made around the world change with the money spent on making the movie for each age group in the dot graph?,Non-technical-Technical,question,movies,scatterFaceted,1
How does the total earnings change with the cost of making the movie for each age rating in the chart?,Non-technical-Technical,question,movies,scatterFaceted,2
How does the global earnings change with the production cost for each age rating in the graph?,Non-technical-Technical,question,movies,scatterFaceted,3
How does the global revenue correlate with the production expenditure for each content rating in the scatter plot?,Non-technical-Technical,question,movies,scatterFaceted,4
How does the 'Worldwide Gross' correlate with the 'Production Budget' for each 'Content Rating' in the scatter plot?,Non-technical-Technical,question,movies,scatterFaceted,5
"I'm really curious about how the 'Worldwide Gross' changes with the 'Production Budget' for each 'Content Rating' in the point chart, don't you think it's fascinating?",Subjective-Objective,question,movies,scatterFaceted,1
"I think it would be interesting to see how the 'Worldwide Gross' correlates with the 'Production Budget' for each 'Content Rating' in the point chart, don't you agree?",Subjective-Objective,question,movies,scatterFaceted,2
It seems like the 'Worldwide Gross' might change with the 'Production Budget' for each 'Content Rating' in the point chart.,Subjective-Objective,question,movies,scatterFaceted,3
The point chart may show a correlation between the 'Worldwide Gross' and the 'Production Budget' for each 'Content Rating'.,Subjective-Objective,question,movies,scatterFaceted,4
The point chart illustrates the relationship between 'Worldwide Gross' and 'Production Budget' for each 'Content Rating'.,Subjective-Objective,question,movies,scatterFaceted,5
What's the story between the global earnings and the money spent on making the movie for each rating on the chart?,Implicit-Explicit,question,movies,scatterFaceted,1
Can you see a pattern between the global earnings and the production costs for each movie rating on the chart?,Implicit-Explicit,question,movies,scatterFaceted,2
Can you identify any correlation between the worldwide gross and the production budget for each content rating in the chart?,Implicit-Explicit,question,movies,scatterFaceted,3
What is the relationship between the worldwide gross and the production budget for each content rating in the point chart?,Implicit-Explicit,question,movies,scatterFaceted,4
Please provide a detailed analysis of how the worldwide gross income correlates with the production budget for each content rating in the point chart.,Implicit-Explicit,question,movies,scatterFaceted,5
"Make a line graph with 'Release Year' on the bottom line and total 'Worldwide Gross' on the side line, and color it by 'Major Genre'.",Colloquial-Standard,command,movies,multiLine,1
"Draw a line graph with 'Release Year' along the bottom and the total of 'Worldwide Gross' up the side, and use different colors for each 'Major Genre'.",Colloquial-Standard,command,movies,multiLine,2
"Construct a line graph with 'Release Year' as the horizontal axis and the sum of 'Worldwide Gross' as the vertical axis, and differentiate the 'Major Genre' by color.",Colloquial-Standard,command,movies,multiLine,3
"Plot a line chart with 'Release Year' on the horizontal axis and the aggregate of 'Worldwide Gross' on the vertical axis, with each 'Major Genre' represented by a different color.",Colloquial-Standard,command,movies,multiLine,4
"Generate a line chart with 'Release Year' represented on the x-axis and the summation of 'Worldwide Gross' on the y-axis, with the variable 'Major Genre' distinguished by color.",Colloquial-Standard,command,movies,multiLine,5
"Make a graph with the year of release on the bottom and the total money made worldwide on the side, and use different colors for each type of movie.",Non-technical-Technical,command,movies,multiLine,1
"Draw a graph with the release year at the bottom and the total worldwide earnings on the side, and use different colors for each main genre.",Non-technical-Technical,command,movies,multiLine,2
"Construct a graph with the release year on the horizontal line and the total worldwide earnings on the vertical line, and differentiate each major genre with a unique color.",Non-technical-Technical,command,movies,multiLine,3
"Plot a line chart with the release year on the x-axis and the cumulative worldwide gross on the y-axis, and distinguish each major genre with a different color.",Non-technical-Technical,command,movies,multiLine,4
"Generate a line chart with 'Release Year' as the independent variable and the aggregate of 'Worldwide Gross' as the dependent variable, with the data points differentiated by the 'Major Genre' variable.",Non-technical-Technical,command,movies,multiLine,5
"I think you should make a line chart with 'Release Year' on the x-axis and the total of 'Worldwide Gross' on the y-axis, and it would look really cool if you colored it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,1
"I feel it would be best if you created a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and it might be interesting to color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,2
"You might want to consider creating a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, perhaps coloring it by 'Major Genre' could be a good idea.",Subjective-Objective,command,movies,multiLine,3
"It would be advisable to create a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,4
"Create a line chart with 'Release Year' on the x-axis and the sum of 'Worldwide Gross' on the y-axis, and color it by 'Major Genre'.",Subjective-Objective,command,movies,multiLine,5
How about a line chart that shows how the 'Worldwide Gross' changes over the years? Maybe we can use different colors for each 'Major Genre'.,Implicit-Explicit,command,movies,multiLine,1
Can you make a line chart? Use 'Release Year' for the horizontal axis and 'Worldwide Gross' for the vertical. And let's see the 'Major Genre' differences with colors.,Implicit-Explicit,command,movies,multiLine,2
"I need a line chart. The x-axis should be 'Release Year' and the y-axis should be the sum of 'Worldwide Gross'. Also, use different colors to represent each 'Major Genre'.",Implicit-Explicit,command,movies,multiLine,3
