commands,axes,axes2,ptypes,dnames,vids,scores,scores2
"It is recommended to create a bar chart that shows the average production budget for each creative type, grouped by content rating.",Subjective-Objective,Implicit-Explicit,command,movies,groupedBar,2,4
"A bar chart needs to be created that clearly shows the average production budget for each creative type, grouped by content rating.",Subjective-Objective,Implicit-Explicit,command,movies,groupedBar,4,3
"Generate a graph illustrating the mean production expenditure for each creative category, classified by content rating.",Non-technical-Technical,Subjective-Objective,command,movies,groupedBar,5,1
"Could you create a bar chart? It should represent the average budget for each creative type, grouped by content rating.",Colloquial-Standard,Implicit-Explicit,command,movies,groupedBar,2,5
"Can you construct a bar chart that illustrates the mean production budget for each creative type, categorized by content rating?",Colloquial-Standard,Non-technical-Technical,command,movies,groupedBar,4,2
"We must create a bar chart that explicitly shows the average production budget for each creative type, grouped by content rating.",Subjective-Objective,Implicit-Explicit,command,movies,groupedBar,5,2
"Construct a bar chart representing the mean production expenditure for each creative category, classified by content rating.",Non-technical-Technical,Subjective-Objective,command,movies,groupedBar,5,4
"We're working out the mean production budget, considering the creative type and content rating.",Non-technical-Technical,Implicit-Explicit,query,movies,groupedBar,2,4
"What is the mean value of the 'Production Budget' variable, considering the 'Creative Type' and 'Content Rating' variables?",Colloquial-Standard,Non-technical-Technical,query,movies,groupedBar,5,3
"""The average production budget, but it's divided by the type of story and the rating.""",Colloquial-Standard,Implicit-Explicit,query,movies,groupedBar,2,3
"""The mean production budget, classified by creative type and content rating.""",Colloquial-Standard,Implicit-Explicit,query,movies,groupedBar,5,3
We're discussing the mean production budget as per the creative type and content rating.,Non-technical-Technical,Subjective-Objective,query,movies,groupedBar,3,4
"Kindly provide the average production budget, considering the creative type and content rating.",Colloquial-Standard,Non-technical-Technical,query,movies,groupedBar,2,5
"What's the mean production budget for each creative type, categorized by content rating?",Non-technical-Technical,Implicit-Explicit,question,movies,groupedBar,3,3
"What is the average production budget for each creative type, sorted by content rating?",Non-technical-Technical,Implicit-Explicit,question,movies,groupedBar,5,4
"Could you provide the average production budget for each creative type, categorized by content rating?",Colloquial-Standard,Implicit-Explicit,question,movies,groupedBar,5,4
"Can you tell me how much is typically spent on each type of movie, categorized by its rating?",Non-technical-Technical,Subjective-Objective,question,movies,groupedBar,3,1
Kindly create a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Colloquial-Standard,Subjective-Objective,command,movies,stackedBar,5,3
It is mandatory to construct a bar chart with the primary genre on the x-axis and the aggregate of global earnings on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,movies,stackedBar,3,5
A bar chart must be fabricated with the predominant genre on the x-coordinate and the summation of worldwide gross revenue on the y-coordinate.,Colloquial-Standard,Non-technical-Technical,command,movies,stackedBar,5,3
"""Please generate a bar chart. 'Major Genre' on the x-axis, sum of 'Worldwide Gross' on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,movies,stackedBar,4,4
It is necessary to create a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,movies,stackedBar,3,4
A bar diagram should be fabricated with 'Major Genre' on the abscissa and the summation of 'Worldwide Gross' on the ordinate.,Non-technical-Technical,Subjective-Objective,command,movies,stackedBar,4,5
We should consider creating a bar chart with 'Major Genre' on the x-axis and the sum of 'Worldwide Gross' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,movies,stackedBar,3,2
It's a bar chart that visualizes the summation of worldwide gross for each major genre.,Colloquial-Standard,Non-technical-Technical,query,movies,stackedBar,4,1
This bar chart clearly shows the sum of 'Worldwide Gross' for each 'Major Genre'.,Non-technical-Technical,Implicit-Explicit,query,movies,stackedBar,4,3
"It's a chart, right? With the big genres and their total worldwide earnings.",Colloquial-Standard,Implicit-Explicit,query,movies,stackedBar,1,2
This is a bar chart that visualizes the summation of worldwide gross for each major genre.,Colloquial-Standard,Non-technical-Technical,query,movies,stackedBar,4,2
This is a chart showing the total earnings of different movie genres around the world.,Non-technical-Technical,Subjective-Objective,query,movies,stackedBar,1,2
This bar chart definitively shows the total worldwide gross for each major genre.,Subjective-Objective,Implicit-Explicit,query,movies,stackedBar,5,4
It's a graphical representation of the major genres and their total worldwide earnings.,Colloquial-Standard,Implicit-Explicit,query,movies,stackedBar,1,4
This bar chart unequivocally shows the total worldwide gross for each major genre.,Subjective-Objective,Implicit-Explicit,query,movies,stackedBar,5,5
The bar chart displays 'Major Genre' and the sum of 'Worldwide Gross'.,Colloquial-Standard,Subjective-Objective,query,movies,stackedBar,3,3
This bar chart clearly shows the aggregate 'Worldwide Gross' for each 'Major Genre'.,Non-technical-Technical,Implicit-Explicit,query,movies,stackedBar,4,4
This bar chart is presenting 'Major Genre' and the sum of 'Worldwide Gross'.,Colloquial-Standard,Subjective-Objective,query,movies,stackedBar,4,2
Could you provide the total worldwide gross for each major genre?,Subjective-Objective,Implicit-Explicit,question,movies,stackedBar,4,2
Any idea about the total cash each major movie genre made worldwide?,Colloquial-Standard,Implicit-Explicit,question,movies,stackedBar,1,2
I am inquiring about the total global gross for each primary genre in the film industry.,Colloquial-Standard,Non-technical-Technical,question,movies,stackedBar,4,5
"I speculate, what's the cumulative worldwide gross for each predominant film genre?",Non-technical-Technical,Subjective-Objective,question,movies,stackedBar,1,4
"The task is to construct a point chart with the production budget on the x-axis and the worldwide gross on the y-axis, color-coded by major genre.",Non-technical-Technical,Subjective-Objective,command,movies,scatterColor,4,2
"A chart should be created with the production budget on one axis and the worldwide gross on the other, color-coded by genre.",Subjective-Objective,Implicit-Explicit,command,movies,scatterColor,4,4
"Generate a point diagram with the production budget on the abscissa and the worldwide gross on the ordinate, with the major genre represented by chromatic differentiation.",Colloquial-Standard,Non-technical-Technical,command,movies,scatterColor,5,1
"Create a chart with the production budget on the x-axis and the worldwide gross on the y-axis, color-coded by genre.",Subjective-Objective,Implicit-Explicit,command,movies,scatterColor,5,2
"We need a point chart. 'Production Budget' on the x-axis, 'Worldwide Gross' on the y-axis. And color it by 'Major Genre'.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterColor,2,4
"Please create a point chart with 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis, color-coded by 'Major Genre'.",Non-technical-Technical,Implicit-Explicit,command,movies,scatterColor,3,4
"Construct a chart with dots where the horizontal line represents the cost of making the movie and the vertical line represents the worldwide earnings, with different colors representing different movie genres.",Non-technical-Technical,Subjective-Objective,command,movies,scatterColor,4,1
"I'm thinking, you know, it might be cool if we had a chart, right? And on one side, we could have the budget for making the movie, and on the other, how much money it made worldwide. And maybe we could use different colors for different genres. What do you think?",Subjective-Objective,Implicit-Explicit,command,movies,scatterColor,1,1
A chart with the production budget and worldwide gross could be beneficial. We could use colors to differentiate the genres.,Subjective-Objective,Implicit-Explicit,command,movies,scatterColor,2,4
"I need a point chart. 'Production Budget' on the x-axis, 'Worldwide Gross' on the y-axis. And it should be color-coded by 'Major Genre'.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterColor,4,1
"This is a scatter plot. The x-coordinate of the points represents the production budget, and the y-coordinate represents the worldwide gross. The color of the points indicates the major genre.",Non-technical-Technical,Implicit-Explicit,query,movies,scatterColor,5,4
"It's a scatter diagram, with 'production budget' on the x-axis, 'worldwide gross' on the y-axis, and each 'major genre' is represented by a different color.",Colloquial-Standard,Non-technical-Technical,query,movies,scatterColor,3,5
"It's a scatter plot, with 'production budget' on the x-axis, 'worldwide revenue' on the y-axis, and each genre is represented by a different color.",Colloquial-Standard,Non-technical-Technical,query,movies,scatterColor,2,5
"This graph shows the cost of making a movie versus its earnings, with different colors for different movie types.",Non-technical-Technical,Subjective-Objective,query,movies,scatterColor,1,3
"The point chart displays 'Production Budget' on the x-axis, 'Worldwide Gross' on the y-axis, and 'Major Genre' is color-coded. This is the data representation.",Colloquial-Standard,Subjective-Objective,query,movies,scatterColor,5,2
"We have a point chart here, with 'Production Budget' on the x-axis, 'Worldwide Gross' on the y-axis, and 'Major Genre' is color-coded. Quite fascinating, don't you think?",Colloquial-Standard,Subjective-Objective,query,movies,scatterColor,1,4
"This is a scatter graph. The x-value of the points represents the production budget, and the y-value represents the worldwide gross. The color of the points indicates the major genre.",Non-technical-Technical,Implicit-Explicit,query,movies,scatterColor,5,3
I'm eager to comprehend how the production budget correlates with the worldwide gross income for each major genre in a scatter diagram.,Colloquial-Standard,Non-technical-Technical,question,movies,scatterColor,5,3
"Create a chart with the type of content as the columns, the cost of making the movie as the horizontal line, and the total earnings worldwide as the vertical line.",Non-technical-Technical,Subjective-Objective,command,movies,scatterFaceted,4,1
"Please generate a point chart. 'Content Rating' should be the columns, 'Production Budget' the x-axis, and 'Worldwide Gross' the y-axis.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterFaceted,5,5
"Let's generate a point chart, 'Content Rating' in the columns, 'Production Budget' on the x, and 'Worldwide Gross' on the y.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterFaceted,1,5
"Generate a point chart. The columns are 'Content Rating', the x-axis is 'Production Budget', and the y-axis is 'Worldwide Gross'.",Non-technical-Technical,Implicit-Explicit,command,movies,scatterFaceted,4,5
"Engineer a point chart with 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Non-technical-Technical,Subjective-Objective,command,movies,scatterFaceted,3,5
"Create a point chart. 'Content Rating' as the column, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Subjective-Objective,Implicit-Explicit,command,movies,scatterFaceted,5,4
"Make a simple dot picture with the type of content as the columns, the money spent making the movie as the horizontal line, and the total money made worldwide as the vertical line. I think this will give us a good idea of how well different types of content do.",Non-technical-Technical,Subjective-Objective,command,movies,scatterFaceted,1,1
"Draw up a dot graph with the film ratings on the side, the film budget on the bottom, and the total global earnings on the other side.",Colloquial-Standard,Non-technical-Technical,command,movies,scatterFaceted,2,1
"Could we create a point chart? 'Content Rating' as the columns, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterFaceted,4,3
"Let's create a point chart with the content rating as the column, the production budget as the x-axis, and the worldwide gross as the y-axis. This could provide useful data.",Non-technical-Technical,Subjective-Objective,command,movies,scatterFaceted,2,2
"Formulate a point chart. The columns are 'Content Rating', the x-axis is 'Production Budget', and the y-axis is 'Worldwide Gross'.",Non-technical-Technical,Implicit-Explicit,command,movies,scatterFaceted,5,3
"You are to construct a point graph with the film ratings, the production budget, and the total worldwide earnings.",Colloquial-Standard,Non-technical-Technical,command,movies,scatterFaceted,3,2
"We need to construct a point chart. 'Content Rating' as the columns, 'Production Budget' as the x-axis, and 'Worldwide Gross' as the y-axis.",Colloquial-Standard,Implicit-Explicit,command,movies,scatterFaceted,3,4
"This is a graph, featuring 'Content Rating', 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis.",Colloquial-Standard,Implicit-Explicit,query,movies,scatterFaceted,3,3
This chart is clearly showing content rating and production budget on the x-axis and worldwide gross on the y-axis.,Subjective-Objective,Implicit-Explicit,query,movies,scatterFaceted,4,2
"It's a point chart with 'Content Rating', 'Production Budget' on the x-axis and 'Worldwide Gross' on the y-axis.",Colloquial-Standard,Subjective-Objective,query,movies,scatterFaceted,5,5
"The scatter plot illustrates the correlation between a film's content rating, production budget, and its worldwide gross revenue, using industry-specific terminology.",Colloquial-Standard,Non-technical-Technical,query,movies,scatterFaceted,5,4
"This scatter plot delineates the correlation between a film's content rating, its production budget, and its worldwide gross. I find it quite intriguing.",Non-technical-Technical,Subjective-Objective,query,movies,scatterFaceted,1,5
This scatter diagram plots film content ratings and production budget against worldwide gross earnings.,Non-technical-Technical,Implicit-Explicit,query,movies,scatterFaceted,3,4
"There's a scatter plot showing the correlation between a movie's content rating and production budget, and its worldwide gross.",Colloquial-Standard,Non-technical-Technical,query,movies,scatterFaceted,2,2
"The scatter plot represents the correlation between a film's content rating and production budget, and its worldwide gross revenue.",Colloquial-Standard,Non-technical-Technical,query,movies,scatterFaceted,3,4
"I'm of the opinion that the worldwide gross income changes with the production budget for each content rating in the scatter plot, what do you think?",Non-technical-Technical,Subjective-Objective,question,movies,scatterFaceted,1,4
"Visualize the data as a line chart with 'Release Year' on the x-axis and sum of 'Worldwide Gross' on the y-axis, colored by 'Major Genre'.",Subjective-Objective,Implicit-Explicit,command,movies,multiLine,5,5
"Let's generate a line chart with the 'Release Year' as the x-axis and the sum of 'Worldwide Gross' as the y-axis, differentiated by 'Major Genre' through color.",Non-technical-Technical,Subjective-Objective,command,movies,multiLine,1,4
"Create a clear and precise line chart with years on one side and total movie earnings on the other, and use different colors to represent different movie genres.",Non-technical-Technical,Implicit-Explicit,command,movies,multiLine,5,3
"A line graph is to be constructed with the release year as the x-axis and the aggregate worldwide gross as the y-axis, and differentiated by the primary genre.",Colloquial-Standard,Non-technical-Technical,command,movies,multiLine,4,3
"""Please create a line chart. The x-axis should be 'Release Year' and the y-axis should be the sum of 'Worldwide Gross'. The chart should be colored by 'Major Genre'.""",Colloquial-Standard,Implicit-Explicit,command,movies,multiLine,5,3
"""Let's do a line chart. 'Release Year' on the x-axis, sum of 'Worldwide Gross' on the y-axis. And color it by 'Major Genre', okay?""",Colloquial-Standard,Implicit-Explicit,command,movies,multiLine,3,1
"I feel like a line chart with 'Release Year' on the x-axis and sum of 'Worldwide Gross' on the y-axis, colored by 'Major Genre' would be interesting.",Subjective-Objective,Implicit-Explicit,command,movies,multiLine,2,1
"Create a graph with years on one side and movie earnings on the other, and use colors for movie types.",Non-technical-Technical,Implicit-Explicit,command,movies,multiLine,3,2
"Let's draw a line graph showing the total earnings of movies over the years, and color it based on the genre.",Non-technical-Technical,Subjective-Objective,command,movies,multiLine,1,2
"A line chart is required that represents the cumulative gross worldwide earnings of movies per year, with different genres differentiated by color.",Non-technical-Technical,Subjective-Objective,command,movies,multiLine,5,5
"The data would be best visualized as a line chart with 'Release Year' on the x-axis and sum of 'Worldwide Gross' on the y-axis, colored by 'Major Genre'.",Subjective-Objective,Implicit-Explicit,command,movies,multiLine,3,4
"A line chart should be created with the release year on the x-axis and the total worldwide gross on the y-axis, and colored according to the main genre.",Colloquial-Standard,Non-technical-Technical,command,movies,multiLine,2,3
It's a line chart showing the sum of worldwide gross earnings over the release year by major genre.,Non-technical-Technical,Subjective-Objective,query,movies,multiLine,1,3
"The line diagram illustrates the cumulative worldwide gross of films per year, sorted by major genre.",Colloquial-Standard,Non-technical-Technical,query,movies,multiLine,3,5
"It's a line chart illustrating the aggregate worldwide gross of films per annum, classified by major genre.",Non-technical-Technical,Implicit-Explicit,query,movies,multiLine,2,4
"It's a graph showing the total cash movies made each year, grouped by genre.",Colloquial-Standard,Implicit-Explicit,query,movies,multiLine,2,1
"The graph represents the total worldwide earnings of movies each year, divided by genre.",Colloquial-Standard,Non-technical-Technical,query,movies,multiLine,2,4
"It's sort of a graph showing the total money made by movies over the years, broken down by genre.",Subjective-Objective,Implicit-Explicit,query,movies,multiLine,2,2
It's a line chart of the sum of worldwide gross over release year by major genre.,Non-technical-Technical,Implicit-Explicit,query,movies,multiLine,5,1
"It's a line chart showing how much money each genre of movie made each year, I think.",Colloquial-Standard,Subjective-Objective,query,movies,multiLine,1,3
The line diagram presents the aggregate of 'Worldwide Gross' over the 'Release Year' for each 'Major Genre'.,Colloquial-Standard,Non-technical-Technical,query,movies,multiLine,4,5
It's a graph showing the total money made by each type of movie every year.,Colloquial-Standard,Subjective-Objective,query,movies,multiLine,3,1
"This is a line chart showing the total worldwide gross revenue of movies, categorized by major genre, over the years.",Subjective-Objective,Implicit-Explicit,query,movies,multiLine,5,5
"It's a line graph showing how much money movies made worldwide each year, broken down by genre.",Non-technical-Technical,Subjective-Objective,query,movies,multiLine,1,2
"It's a line chart delineating the total worldwide gross over the release year, grouped by major genre.",Non-technical-Technical,Subjective-Objective,query,movies,multiLine,2,5
Please explain how the sum of worldwide gross changes over the release year for different major genres.,Non-technical-Technical,Implicit-Explicit,question,movies,multiLine,5,3
I need a bar chart with weights on the x-axis and their frequency on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,cars,histogram,4,3
"""I suggest creating a bar chart. 'Weight' on the x-axis, count on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,histogram,4,2
"""A bar chart is required. 'Weight' on the x-axis, count on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,histogram,1,5
Can you make a bar graph with weights and their counts?,Non-technical-Technical,Implicit-Explicit,command,cars,histogram,2,2
"You should construct a bar chart with ""Weight"" on the x-axis and data count on the y-axis.",Non-technical-Technical,Subjective-Objective,command,cars,histogram,3,3
"I would suggest constructing a bar chart with ""Weight"" as the x-axis and the frequency distribution as the y-axis.",Colloquial-Standard,Non-technical-Technical,command,cars,histogram,3,4
"Draw a bar graph with ""Weight"" on the horizontal line and the frequency on the vertical line.",Colloquial-Standard,Non-technical-Technical,command,cars,histogram,2,1
"Fabricate a bar chart with ""Weight"" as the abscissa and the data count as the ordinate.",Colloquial-Standard,Non-technical-Technical,command,cars,histogram,5,1
"""I propose a bar chart. 'Weight' on the x-axis, count on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,histogram,4,3
We require a histogram of weight distribution.,Non-technical-Technical,Implicit-Explicit,command,cars,histogram,1,5
"Make a bar graph thingy with ""Weight"" on the bottom and the number of data on the side.",Colloquial-Standard,Subjective-Objective,command,cars,histogram,1,1
"I reckon a bar chart with ""Weight"" on the x-axis and data count on the y-axis would work.",Colloquial-Standard,Subjective-Objective,command,cars,histogram,2,2
I need a histogram with weights on the x-axis and their distribution on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,cars,histogram,4,5
"""Consider creating a bar chart. 'Weight' on the x-axis, count on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,histogram,3,2
"""It is advisable to create a bar chart with 'Weight' on the x-axis and the data count on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,histogram,5,4
"It's imperative to fabricate a bar chart with ""Weight"" as the abscissa and the data count as the ordinate.",Colloquial-Standard,Non-technical-Technical,command,cars,histogram,5,2
"Bar chart, weight, and some data, isn't it?",Subjective-Objective,Implicit-Explicit,query,cars,histogram,1,3
"This is a bar graph, which represents the quantity of data.",Non-technical-Technical,Subjective-Objective,query,cars,histogram,3,1
It's a graph that displays weight and its frequency.,Colloquial-Standard,Non-technical-Technical,query,cars,histogram,2,5
"This is a bar chart, representing weight and count of data.",Subjective-Objective,Implicit-Explicit,query,cars,histogram,5,2
It's a bar chart representing data count.,Non-technical-Technical,Subjective-Objective,query,cars,histogram,2,5
"This is a bar chart, showing weight and count.",Colloquial-Standard,Implicit-Explicit,query,cars,histogram,2,4
This bar chart accurately represents weight and the count of data.,Colloquial-Standard,Subjective-Objective,query,cars,histogram,5,5
"It's a bar chart, showing weight and count.",Colloquial-Standard,Implicit-Explicit,query,cars,histogram,2,3
"We're observing a bar chart, the mass of an object, and the exact count of its occurrence.",Non-technical-Technical,Implicit-Explicit,query,cars,histogram,5,3
"We're looking at a simple graph, the heaviness of something, and how many times it shows up.",Non-technical-Technical,Implicit-Explicit,query,cars,histogram,1,1
"We're analyzing a basic chart, the weight of an object, and the count of its occurrence.",Non-technical-Technical,Implicit-Explicit,query,cars,histogram,4,1
"We're examining a barometric chart, the gravimetric measure of an entity, and its frequency of occurrence.",Non-technical-Technical,Implicit-Explicit,query,cars,histogram,3,5
"We're scrutinizing a bar diagram, the weightage of an object, and the exact count of its occurrence.",Non-technical-Technical,Implicit-Explicit,query,cars,histogram,5,4
"It's a bar graph, right? Shows weight and the amount of data.",Colloquial-Standard,Subjective-Objective,query,cars,histogram,2,1
I suggest we look at how many data points there are for each weight category in the bar chart.,Subjective-Objective,Implicit-Explicit,question,cars,histogram,3,2
Can you tell how many points each weight group has on the chart?,Colloquial-Standard,Implicit-Explicit,question,cars,histogram,2,1
"I presume there's a certain number of data points for each weight category, correct?",Colloquial-Standard,Subjective-Objective,question,cars,histogram,2,4
How many data points are there for each weight category in the histogram?,Colloquial-Standard,Non-technical-Technical,question,cars,histogram,5,4
"We could create a bar chart, with 'Country of Origin' and their count.",Subjective-Objective,Implicit-Explicit,command,cars,singleAttrBar,3,2
"""Could you create a bar chart? Countries on the x-axis, counts on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,singleAttrBar,2,4
I think you should make a picture with bars that shows where things come from and how many there are.,Non-technical-Technical,Subjective-Objective,command,cars,singleAttrBar,2,1
Draw a bar chart showing the number of items from each country.,Non-technical-Technical,Subjective-Objective,command,cars,singleAttrBar,1,2
"""Hey, can you whip up a bar chart? You know, with where stuff's from on the bottom and how much of it there is going up the side?""",Colloquial-Standard,Implicit-Explicit,command,cars,singleAttrBar,1,1
A bar chart with countries and their counts could be useful.,Subjective-Objective,Implicit-Explicit,command,cars,singleAttrBar,2,3
Construct a bar graph with 'Country of Origin' as the horizontal component and their frequency as the vertical component.,Colloquial-Standard,Non-technical-Technical,command,cars,singleAttrBar,3,1
The task is to construct a bar graph with 'Country of Origin' on the x-axis and their count on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,singleAttrBar,5,3
Let's make a bar chart with countries on the x-axis and their count on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,singleAttrBar,1,3
"""Please create a bar chart. The x-axis should be labeled 'Country of Origin' and the y-axis should be labeled 'Count'.""",Colloquial-Standard,Implicit-Explicit,command,cars,singleAttrBar,5,2
You are to construct a bar graph with countries and their counts.,Non-technical-Technical,Subjective-Objective,command,cars,singleAttrBar,3,3
"In my opinion, creating a bar chart with the countries on the x-axis and their count on the y-axis would be beneficial.",Colloquial-Standard,Subjective-Objective,command,cars,singleAttrBar,2,4
Create a bar chart with the countries on the x-axis and their count on the y-axis.,Colloquial-Standard,Subjective-Objective,command,cars,singleAttrBar,5,4
"""Please create a bar chart. The x-axis should be labeled 'Country of Origin' and the y-axis should be labeled 'Count'.""",Colloquial-Standard,Implicit-Explicit,command,cars,singleAttrBar,5,3
"The bar chart accurately represents the count of items per country of origin, arranged in descending order.",Non-technical-Technical,Subjective-Objective,query,cars,singleAttrBar,5,2
"The bar chart objectively displays the count of items per country of origin, arranged in descending order.",Non-technical-Technical,Subjective-Objective,query,cars,singleAttrBar,5,3
"We have a bar chart here showing where things come from, with the most common ones first.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,1,3
"The bar chart delineates the origin of items, with the most prevalent ones listed first.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,1,5
"So, we have a bar chart here, it's about the country of origin, and it's got counts, all in descending order.",Colloquial-Standard,Subjective-Objective,query,cars,singleAttrBar,1,2
"The bar chart accurately illustrates the count of items per country of origin, arranged in descending order.",Non-technical-Technical,Subjective-Objective,query,cars,singleAttrBar,5,4
"This is a chart that shows the number of items from each country, arranged in descending order.",Non-technical-Technical,Implicit-Explicit,query,cars,singleAttrBar,4,2
"It's a bar chart, clearly showing the count of countries of origin, arranged in a descending order.",Subjective-Objective,Implicit-Explicit,query,cars,singleAttrBar,5,3
"It's a bar chart delineating the count of items from various countries, arranged in descending order.",Non-technical-Technical,Subjective-Objective,query,cars,singleAttrBar,2,5
"We're looking at a bar chart with the title 'Country of Origin', count, descending order.",Non-technical-Technical,Implicit-Explicit,query,cars,singleAttrBar,1,5
"""There's a bar chart, it's about the origin of items, and it's sorted from most to least.""",Colloquial-Standard,Implicit-Explicit,query,cars,singleAttrBar,1,4
"""The bar chart clearly illustrates the count of items by country of origin, arranged in descending order.""",Colloquial-Standard,Implicit-Explicit,query,cars,singleAttrBar,5,2
"The bar chart illustrates the origin of items, listed in descending order.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,2,4
"The bar chart delineates the origin of items, listed in descending order.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,2,5
"This is a bar chart that depicts the quantitative representation of items based on their country of origin, arranged in a descending order of frequency.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,5,2
"The bar chart depicts the quantitative representation of items based on their country of origin, arranged in a descending order of frequency.",Colloquial-Standard,Non-technical-Technical,query,cars,singleAttrBar,5,5
"The bar chart precisely delineates the count of items per country of origin, arranged in descending order.",Non-technical-Technical,Subjective-Objective,query,cars,singleAttrBar,5,5
"It's a bar chart, showing the count of countries of origin, arranged in a descending order.",Subjective-Objective,Implicit-Explicit,query,cars,singleAttrBar,3,4
What are the exact counts for each 'Country of Origin'?,Colloquial-Standard,Subjective-Objective,question,cars,singleAttrBar,5,4
What is the number of occurrences for each 'Country of Origin'?,Colloquial-Standard,Non-technical-Technical,question,cars,singleAttrBar,2,3
Any idea how many times each 'Country of Origin' shows up?,Colloquial-Standard,Subjective-Objective,question,cars,singleAttrBar,2,1
Can you tell me the enumeration of each origin?,Non-technical-Technical,Implicit-Explicit,question,cars,singleAttrBar,3,4
What is the distribution of each 'Country of Origin' in the data set?,Colloquial-Standard,Non-technical-Technical,question,cars,singleAttrBar,4,3
Please make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,1
"Maybe you could consider making a chart? Like, with cylinders and miles per gallon?",Subjective-Objective,Implicit-Explicit,command,cars,bar,2,1
Generate a bar chart with the number of cylinders on the x-axis and the average miles per gallon on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,4
You should make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,1
Make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,2
"It would be advisable to create a bar chart, with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,2
How about creating a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,2,4
Please construct a bar chart with 'number of engine cylinders' on the x-axis and the average 'fuel economy' on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,bar,4,3
It is required to plot a bar chart with 'cylinder count' on the x-axis and the average 'fuel efficiency' on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,bar,2,4
"In my opinion, a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis would be most effective.",Subjective-Objective,Implicit-Explicit,command,cars,bar,5,1
It might be beneficial to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis. It seems like a logical step.,Colloquial-Standard,Subjective-Objective,command,cars,bar,2,4
We could create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis. It's a straightforward way to display the data.,Colloquial-Standard,Subjective-Objective,command,cars,bar,3,2
A bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis would be appropriate.,Subjective-Objective,Implicit-Explicit,command,cars,bar,5,3
"A bar chart, cylinders on one axis, miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,4
The bar chart presents the average miles per gallon for cars with different numbers of cylinders.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,3
This chart shows the average miles per gallon for cars with different engine specifications.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,4
"The bar chart delineates the average fuel efficiency for automobiles, categorized by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,5
"""This bar chart precisely illustrates the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,5
This is a bar chart that illustrates the relationship between a vehicle's number of cylinders and its average miles per gallon.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,2
